ch0,ch1,ch2
-0.13984,-0.0959899,-0.000230508
-0.0473961,-0.0500918,-0.0624104
-0.0214804,-0.0352973,-0.15411
-0.0184182,-0.0238095,-0.323307
-0.355577,0.093672,0.147756
-0.132343,0.0529902,-0.00393821
-0.046249,0.743866,-0.379593
-0.0428783,-0.381349,0.0087592
0.01118,-0.196126,-0.458923
0.530698,-0.0804201,0.045579
0.18248,-0.0419248,-0.0615736
0.0972627,-0.0218227,0.503071
0.638624,0.339918,-0.0595087
0.224442,0.176684,0.300069
0.443242,0.62655,0.539286
0.0771519,0.323166,0.308745
0.0258912,0.174029,0.635616
0.22725,-0.0379715,-0.0963374
0.107813,-0.121098,-0.395624
0.0365443,-0.0666912,0.274268
0.0897849,-0.0399591,-0.0702182
0.03594,-0.190388,0.38224
0.0259493,-0.103856,0.270175
0.00431201,-0.0469467,-0.424869
0.00237148,-0.0247138,0.185892
0.0043458,0.0146745,-0.445595
-0.0108944,0.00778381,0.213243
-0.918956,0.00398269,-0.0567893
-0.311517,3.89205,0.0181765
1.37438,2.0027,-0.126873
-1.44211,1.01075,0.385574
-0.564949,0.46364,1.30307
-0.192652,0.255575,-1.25919
-0.0633419,-0.189351,0.222931
0.122998,-0.0974895,-0.574062
0.154954,-0.0503407,0.234621
0.274156,-0.0458147,-0.258937
0.361134,0.0642419,0.234684
0.0941102,1.13659,0.208482
0.0318788,0.568067,0.760814
-0.00168804,0.288498,0.064993
0.00774,0.150621,-0.373651
-0.0026845,0.0783568,0.576351
-0.0795586,0.0760182,-0.233854
0.677787,0.044389,0.241972
0.229382,0.0134356,-0.416552
0.0516856,0.132808,0.796848
0.0736224,0.165385,-0.0789818
-0.152572,-0.0485033,0.187741
-0.0644682,0.0147873,-0.0349716
-0.0564325,0.00796298,-0.0427253
-0.788647,-0.0192316,-0.0356307
-2.14036,-0.113717,-0.0429016
-0.725449,-0.0897424,-0.729966
-0.27413,-0.400769,-0.521656
-0.121884,-0.409213,-0.649176
0.00422766,-0.215131,-0.0252381
-0.0712256,-0.106813,-0.255075
0.461664,-0.0620508,0.0480745
-0.332522,0.0246463,-0.129042
-2.29234,0.105835,0.35931
-0.778098,0.124854,-0.646889
-0.257442,0.765344,-0.239296
0.36993,0.310986,-0.0294571
0.113343,0.186403,-0.117179
0.0330953,0.665598,0.0307635
0.0107279,0.611388,0.464044
1.41581,0.329261,0.295936
-0.111978,0.168836,0.210541
-0.0340306,0.207358,0.957842
-0.0115351,0.0506062,-0.413216
-0.0923824,0.078639,0.229337
-0.0369343,-0.00957179,-0.0657251
-0.0123867,0.266918,-0.0849913
-0.0667366,0.135712,0.175752
-0.0226189,-0.0277541,0.265629
0.0215901,0.0322324,-0.188532
0.0494175,-0.0321202,0.601272
0.00664136,0.125124,-0.0153954
0.000115428,0.212077,0.150265
4.36e-05,0.114705,0.236145
0.0610425,-0.145994,-0.0349623
0.0211221,0.0520214,-0.0598577
0.183711,0.0289771,0.118316
0.074955,-0.0206632,-0.0185808
-0.371896,-0.00280845,0.18201
-0.0189759,0.205394,-0.00951356
-0.0342782,0.104693,-0.210846
0.00387145,0.0856672,0.163806
0.0013121,0.0439026,-0.0419097
0.0795346,-0.0122873,-0.341526
0.0269667,-0.00635594,0.149512
0.00942624,-0.0902885,0.00035488
-0.449015,0.123641,-0.125802
0.103822,0.0831011,0.0894792
0.03519,0.0375202,-0.388723
0.0057413,0.0193185,1.69916
0.213825,-0.344567,-0.407382
0.0901535,2.45678,0.140587
0.0319333,1.26093,0.617211
0.0218753,0.692352,0.346607
0.00743773,0.436666,-0.199854
-0.120159,0.215021,0.373699
-0.247121,0.0889533,0.136846
-0.00586826,0.0932161,-0.124537
0.115408,0.048964,-0.0964563
0.0548867,-0.0646113,-0.633764
0.0215549,-0.430231,0.359121
0.0988162,-0.572016,-1.07577
0.187461,0.544004,0.175651
0.0710837,0.140786,0.340552
0.123855,0.203405,1.45111
0.110946,0.12189,-0.470126
0.0226984,-0.0444379,0.517389
0.0616553,-0.0228769,-0.120029
-0.0851879,-0.0501789,0.0838735
-1.18049,-0.0513739,-0.0118928
-0.368665,0.0690351,0.612398
-0.131436,0.0373382,-1.37883
0.685953,-0.0952043,0.686923
0.0397877,0.74992,-0.616303
0.0963608,0.512687,1.32123
0.031263,0.38978,-0.264513
0.0125819,0.204325,0.450363
-0.127223,0.213755,-0.0369772
1.3416,-0.0551361,-1.06943
0.452515,-0.028685,0.316064
0.990903,-0.0551867,0.769198
0.335791,-0.16823,0.0689826
-0.0671631,-0.311069,0.654698
-0.075294,-0.157321,-0.185376
0.203455,-1.01142,-0.078461
0.0495828,0.701556,-0.517069
0.0168603,0.361678,0.797087
0.277717,0.143816,-0.096726
0.220756,-0.135254,0.273713
-0.0302304,-0.12762,0.0490061
-0.0127356,-0.534954,0.107029
0.374857,-0.273819,-0.409813
0.110746,-0.63356,0.00474353
0.126172,-0.315585,-0.182226
0.0437055,-0.134395,-1.29594
-0.178338,-0.510062,0.624086
-0.0576192,-0.262572,-0.542506
-0.0409544,-0.13517,-0.0440083
-0.0136942,-0.0650722,-0.162329
-0.0541021,1.28601,-0.00141496
0.00835907,0.443196,0.460906
0.0028119,0.228179,0.00581529
0.0771196,0.414806,0.0702866
-0.103571,0.218573,1.16708
-0.0356377,0.0950223,-0.318369
0.108811,0.0492525,0.0843048
0.226267,-0.187785,0.0157195
0.182745,-0.0638157,-0.0227322
0.125696,-0.0404206,0.210851
0.00330986,-0.00663708,0.0551341
0.00965327,0.624201,0.117269
0.0302384,-0.750205,0.150946
0.0120453,-0.358575,-0.471778
0.0394541,-0.0813462,0.027697
0.00504671,-0.0367918,-0.0608297
0.0517329,-0.0189674,0.0417296
0.0157649,-0.00951112,-0.0264137
-0.0538554,-0.354938,-0.0785954
-0.34224,-0.225373,-0.166478
0.0198075,-0.115569,-0.0810168
-0.164688,-0.272012,-0.130256
-0.164211,-0.268973,-0.0914435
-0.443481,-0.164199,-0.248116
0.702379,-0.0544335,-0.421392
0.913167,-0.0260141,-0.1601
0.258555,-0.433219,0.668012
-0.519995,-0.222566,0.199647
-0.22298,-0.32326,0.0160144
-0.102733,-0.0943269,-0.623912
-0.0463932,-0.0483679,-0.0807462
-0.0104394,-0.0309684,-0.457688
-0.114734,0.113303,0.136695
-0.0391268,0.300163,-0.0822502
-0.0075599,0.154711,1.17582
0.00188886,0.0781337,-1.49204
0.00466277,0.00589914,0.689231
-0.0197295,0.00313578,-0.309399
-0.00735717,-0.438063,0.684796
0.0318542,-0.212736,-0.594418
-0.222153,-0.0994658,0.130983
0.00697932,-0.0708467,-0.0768538
-0.00678897,-0.0487795,0.0179396
0.0784281,0.0755524,-0.0263445
-0.561914,0.0340867,0.0578787
-0.182476,-0.328585,0.346302
-0.0801031,-0.170732,-0.881813
0.0953399,-0.0878956,0.123324
0.0321362,-0.0685629,-0.187645
-0.0992759,-0.0261189,0.136978
0.0246296,-0.0135251,-0.046482
-0.053482,0.124331,-0.102508
-0.184503,-0.0134006,-0.320582
-0.172045,0.555941,0.0872845
-0.134888,0.286246,0.142584
-0.101708,1.81373,-0.019109
-0.074557,0.77853,0.557073
0.0377971,0.405653,0.0727485
0.0977887,0.22585,0.107351
0.204639,0.116274,0.147531
0.753185,0.0617024,0.0987728
0.269729,0.030988,0.182845
0.0911411,0.0148164,0.585296
-0.184519,-1.9732,-0.209217
-0.0732235,-0.667726,-0.453815
-0.0248176,-0.260579,-0.400797
0.215471,0.107414,-0.0849678
0.0453687,0.16461,0.134908
0.427,0.0849721,0.223589
0.527679,0.03931,0.0727814
0.177127,0.323989,0.367976
0.0553981,0.162838,0.515525
0.0187761,0.0838396,0.0149787
-0.0429272,0.0358974,-0.142098
-0.149034,0.174573,0.317034
-0.0684304,0.0894714,-0.114155
-0.0120404,0.0460264,-0.400043
-1.19565,0.0152376,0.170656
-0.371919,-0.0106683,-0.35981
0.302662,-1.88884,-0.771531
0.288773,-0.790143,-0.604364
0.546355,-0.370575,0.138524
-0.142918,-0.116574,0.0587856
-0.173326,-0.0655604,0.389201
0.339126,-0.0338289,0.36335
0.120783,-0.0239851,-0.348079
0.248435,-0.117178,0.459217
0.0851408,-0.0709436,-0.199153
0.0526705,-0.0397596,0.328707
-0.0828388,-0.026729,-0.434393
-0.0431853,0.776953,0.180214
0.0673731,0.408646,0.134995
0.0234107,0.482626,0.143996
0.00792948,0.218188,0.210943
0.0625228,0.164897,-0.0796439
-0.0326006,0.0185752,0.0976662
-0.479258,0.0100907,-0.263843
-0.223967,0.0174008,0.0817479
-0.0781445,0.00896508,-0.479588
0.324648,-1.02161,-0.0374778
0.0217815,-0.645009,-0.550153
0.0455518,-0.326104,0.192202
0.0325739,-0.165714,-0.268046
0.0681672,-0.0853315,-0.0208509
0.340016,-0.0393939,-0.0138295
0.115241,-0.0207616,0.0454115
0.157315,-0.0105959,0.279523
-0.0418605,-0.377583,-0.0255187
0.113669,0.354,-0.161229
