ch0,ch1,ch2
0.151559,0.0314391,-0.19743
-0.0765461,-0.0504904,0.0348785
-0.00702416,-0.0143869,0.310069
0.00386127,-0.00991119,0.120171
-0.00212259,-0.0107001,0.0462566
-0.539123,0.527325,0.0200762
0.401754,0.14601,0.42158
-0.199195,1.46514,-0.0192667
0.0850359,0.417319,0.321516
-0.0472502,0.0833832,0.555083
0.0388757,0.0240141,0.2617
-0.0231557,1.39985,-0.514428
0.0112985,0.398592,0.108934
-0.313123,0.127162,0.220733
0.189184,-1.10388,0.153804
-0.103807,-0.294188,-0.352513
0.0591313,-0.338328,-0.368233
-0.388228,-0.0965679,-0.230955
0.663198,0.223128,-0.190803
-0.364201,0.0620238,0.160675
0.194403,0.0543092,-0.173426
0.72853,0.0143547,-0.191636
-0.400492,0.000342457,-0.172528
-0.0851355,0.00221207,-0.368692
0.0401458,0.127614,0.034543
-1.22032,0.0364579,0.0540397
0.786388,0.0103887,-0.201934
-0.439511,-0.084538,0.300319
0.200661,-0.50111,-0.267179
0.0130485,-0.1426,-0.124281
-0.457265,-0.0412543,-0.221
0.266714,-0.00986847,-0.509722
-1.02643,0.107618,-0.0341241
0.535209,0.0847412,-0.0853055
-0.468841,-0.0438265,0.362708
0.570206,-0.010897,-0.0599414
0.237473,-0.00103061,0.276283
-0.134117,-0.00185245,-0.180275
0.133151,-1.14141,-0.163942
-0.0737781,-0.377704,-0.393882
0.0588878,-0.10774,-0.394861
-0.0750394,0.0107803,-0.199264
-0.457315,-0.000234547,-0.125592
-0.334825,-0.275684,-0.0263712
0.189681,0.166169,0.0653949
1.03114,0.0473414,0.270308
-0.564877,0.00315787,0.386088
0.296083,0.014665,-0.282313
0.536239,0.0349199,0.820968
-0.293441,0.00986402,0.400347
0.161413,-0.0188612,-0.176525
-0.0871192,-0.0254813,0.0328921
0.0476585,0.0392626,-0.0640164
-0.0291625,0.0107939,0.178742
-0.279445,0.0138403,-0.0233426
0.166237,-0.712502,0.49508
-0.0914676,-0.216733,-0.043625
0.220111,-0.0683778,-0.185109
-0.126015,-0.0315881,-0.099868
-0.62355,-0.771155,-0.345243
0.342674,-0.230223,-0.540612
0.302527,0.302034,-0.119125
-0.171939,0.0881951,-0.0804036
0.0240544,0.00821008,-0.153694
-0.183269,-0.0391595,-0.0761397
-0.0150225,-0.275209,-1.77313
0.00555283,-0.0776507,-0.873668
-0.167348,-0.0756857,0.209644
0.427902,-0.0293468,0.509995
-0.237481,0.0548582,0.450732
0.130675,0.0909888,0.0508505
0.225671,0.0460083,0.175444
0.215691,-0.468475,0.030256
-0.119531,-0.154891,-0.278243
0.0693661,0.10505,-0.28659
0.00157943,-0.150708,0.0620344
-0.00158552,0.137733,-0.0744943
-0.561217,0.0392258,-0.00821305
0.336571,0.0866101,0.0129211
-0.113481,0.0154098,-0.0542948
0.0695554,-0.169628,-0.100296
-0.117008,-0.164778,0.035342
0.0635674,0.237409,0.0811219
-0.0555622,0.0629234,0.230184
0.027851,-0.183359,0.0866376
0.202815,-0.00551143,-0.0115156
0.246373,-0.39852,-0.101288
-0.105436,-0.114402,-0.291181
0.0744835,-0.0299497,0.727243
-0.00996665,-0.00692759,0.283372
0.00547861,0.00357483,0.126683
-0.00305498,0.000794072,0.321402
-0.0288905,-1.56502,0.0387595
0.015864,-0.445154,0.559284
1.14552,-0.126923,0.0706244
-0.564072,-0.0375796,-0.0256105
0.306073,-0.00179542,-0.411887
-0.178763,0.0374628,0.114069
0.0336612,0.0111664,-0.0100728
-0.013257,0.312017,0.0748083
0.0132903,1.08349,0.11962
-0.30785,0.310192,-0.829055
0.180732,0.0823769,-0.284541
-0.117819,-0.216529,0.229037
0.35518,-0.0465704,-0.105409
-0.194861,-0.617563,0.0047789
0.613951,0.266336,-0.349834
-0.347112,0.157315,0.0266472
0.188423,0.0263087,-0.187206
-0.100884,0.0333241,0.0521895
0.173198,-0.0672404,-0.0421583
-0.0770884,-0.170056,-0.537018
-0.145314,-0.0112657,-0.125606
0.0804929,-0.123095,-0.143193
-0.0442469,-0.0342659,-0.079939
0.0164239,-0.0102876,-0.109667
-0.0362515,0.347222,-0.0394049
0.553643,0.100891,0.119876
-0.310294,0.39025,0.289666
0.11004,0.166525,0.0685324
-0.0346289,-0.00653288,0.620957
0.0192588,-0.180391,0.238817
-0.0106304,-1.05552,0.0877728
0.0535369,-0.300795,-0.273402
-0.0177637,-2.35085,-0.246114
0.0145162,-0.735664,-0.400905
0.0816603,-1.69883,-0.55937
-0.0426079,-0.514448,-0.441876
-5.75e-05,-0.118364,-0.390881
-0.00472328,-0.113626,-0.214408
-0.0115434,-0.0545061,-0.151829
0.00726797,-0.0287623,-0.0300234
-0.129263,-0.00718471,-0.145194
-0.544232,-0.362938,-0.0329239
0.29924,-0.103412,-0.0227255
-0.403237,-0.0298659,1.76136
-0.522082,-0.137948,0.693364
0.292198,-0.151662,0.697652
-0.196576,0.109984,0.507639
0.120272,0.0608966,-0.23721
-0.0810747,0.0224074,-0.208103
-0.0966648,-0.0651381,-0.154378
-0.139152,-0.0252127,0.0983243
0.0628402,-0.260084,0.392707
-0.0365872,-0.680996,0.138244
-0.0357252,-0.209285,-0.211381
0.0174173,-0.0888273,-0.168211
-0.372035,-0.25147,-1.59672
0.204513,-0.284532,-0.727219
-0.689471,-0.0783414,-0.0110689
0.378283,-0.0373759,-1.21281
-0.174043,-0.457807,-0.392822
0.225869,0.636764,-0.526193
0.37971,-0.410698,0.070252
-0.585669,-0.116746,-0.106086
0.365627,-0.157547,-0.0908359
-0.0254616,-0.0226155,0.114736
0.108276,-0.00644482,-0.0753628
-0.139781,0.0823706,-0.0520818
