ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9
17.7547,23.2547,15.8822,-12.5926,-2.95727,5.38948,-3.7544,-9.47786,-13.8905,0.447463
-9.82699,27.115,0.481262,17.1463,4.25764,7.0823,-1.14089,-0.729387,-7.31441,-8.25555
-12.8131,-8.03059,31.0555,5.38748,-0.0707495,7.61876,2.23182,2.72691,-2.91622,3.09027
-16.0502,-9.43306,-10.9213,19.0452,8.23174,12.9715,9.32397,-1.67003,1.04514,7.87512
-7.37096,16.1473,4.72785,8.42545,27.5398,-3.05669,-0.0117293,-0.185888,3.8159,8.07449
6.17693,20.3111,25.8234,3.57313,2.32874,-7.55998,10.4569,13.4665,6.22983,8.03614
21.1506,10.9626,-20.5644,-5.31463,5.63181,9.67959,13.3539,21.2599,5.28038,8.00616
11.3981,-20.9779,14.5137,-4.55037,-3.93886,7.74473,29.0483,-3.98099,-2.18977,9.55977
-10.7791,-11.9642,7.82002,17.2975,-9.78946,2.10097,28.7797,1.59985,10.8164,12.8992
-10.3224,5.83818,-0.0174566,20.4704,-4.81702,-2.1519,27.792,12.049,-10.7873,13.4244
23.4975,6.27035,9.37976,7.35469,-17.1142,-10.2418,23.6544,-2.36495,-7.83364,10.687
30.0625,5.03941,-4.83616,4.06305,-16.546,-13.4273,-12.8582,5.88238,-2.50122,-0.179901
26.7679,-10.5931,2.83087,12.4839,-2.60272,15.6624,-3.48405,8.83284,9.78004,10.3563
-10.0083,-11.0817,-8.13869,18.31,20.4253,7.45625,5.902,13.9561,21.4833,2.15171
8.23554,-2.68359,-6.86979,-13.5879,18.9766,22.1617,3.71263,17.5075,-6.75502,-14.1562
0.0771368,3.16766,-3.44141,-8.61515,-16.842,15.4746,16.2706,-20.4805,-0.243588,-10.3276
-2.65521,6.3748,-0.837971,0.937226,-14.2945,-12.4362,9.99154,12.0996,22.9134,5.6052
8.71497,14.2843,1.74442,0.930131,-11.2605,-1.00462,-10.9388,6.02654,17.695,-14.7949
11.8219,18.1679,-4.97344,11.1398,-0.872191,10.5238,-2.77594,0.240063,19.45,6.18746
