ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9
-14.2139,-15.3655,1.61994,20.5594,9.96045,8.33144,2.06033,-14.7302,-7.43969,7.50361
-3.33863,6.92435,-7.88128,4.13332,22.497,-3.41008,10.4143,-11.3797,-10.298,8.35103
6.95853,7.36735,-5.13817,-1.47286,24.675,8.16149,-9.50994,-10.9206,-6.12143,1.4741
7.83757,5.8301,-9.53439,-9.69906,22.8148,-2.31607,-6.34152,1.21851,-5.76703,-2.777
9.13285,0.954124,-13.0581,-15.5006,-1.66804,11.4329,-2.96919,9.02822,-0.133607,-0.508158
10.8729,-5.71297,-3.34974,-3.91962,-13.5537,-3.07402,10.5425,10.2252,-1.04886,2.96985
11.1654,-4.17626,7.55767,-0.704522,-7.30823,-6.45266,-1.60736,14.705,2.86624,5.97344
6.96656,2.98409,11.0839,-1.2461,-2.45702,-0.933593,-4.65068,10.1116,18.8803,4.95717
4.21936,9.50752,8.92852,-3.30317,3.38612,2.68779,-0.741958,7.09361,25.2142,1.87828
7.9587,15.2115,0.735894,-2.97006,6.63121,9.23316,5.41396,13.2613,22.7593,-4.66732
5.06713,18.9544,-8.56493,5.69569,12.46,20.0772,16.5955,8.174,-2.33322,-7.42567
-3.39593,19.2577,11.1244,10.962,26.4423,-2.66499,-13.9746,4.15503,0.645761,-3.59612
-2.4113,12.6346,30.8669,-6.83159,3.47334,-17.6453,0.162901,2.00839,4.82804,-1.02779
0.929696,12.1972,30.808,9.56687,14.8092,-0.439185,10.8165,11.147,2.01146,-0.658012
7.69622,23.1665,22.4844,-14.4971,13.4339,12.8511,13.2981,5.75558,-5.58334,3.98169
17.6702,5.982,-25.4891,8.78048,-1.15731,26.9359,4.15282,-6.79547,-1.62629,1.48783
16.0926,-18.6438,9.57732,-9.49288,1.34522,22.3167,-9.0469,14.6805,7.11978,4.01074
10.7546,4.6749,23.227,10.2487,3.63455,24.9295,20.5713,3.94841,6.71978,5.61266
23.4556,14.3485,12.1497,1.178,9.36747,25.3833,-12.6574,-4.83261,1.43529,21.5511
-17.8024,-8.97492,4.83627,14.8984,13.0016,0.754773,-16.2048,0.846333,30.6664,19.8632
-16.9847,-4.40418,-1.68899,18.1193,-3.22844,-12.1908,8.24451,-10.0843,30.1935,-8.40472
24.5018,3.61676,-4.51374,21.1375,-3.03792,-1.46702,5.02438,18.4651,17.096,-9.162
26.6492,8.40608,-2.82679,24.3738,7.66942,-2.56892,7.21361,23.7448,-3.11455,-1.56736
26.5895,8.32456,-0.415047,25.6053,-1.24161,-8.01219,-2.23097,24.1255,-9.66285,-0.177583
28.4518,9.16425,1.47387,25.639,0.482008,6.27004,1.25879,25.6556,7.61667,3.4447
28.7905,2.46428,3.09862,26.6942,7.29416,0.0178691,12.4016,29.4178,3.09272,7.61397
28.7819,-5.5438,6.4164,28.9371,-5.00168,1.73617,12.6767,29.6365,-3.2768,10.537
29.5187,-6.18001,8.16015,31.3569,-2.99386,9.78839,27.9823,-4.17215,-13.0739,0.464349
27.7598,7.52462,9.29045,23.1782,4.97184,10.8793,10.8898,-13.6371,12.829,33.6492
3.44256,-18.5273,-16.4617,18.1034,18.2807,-5.43851,4.66602,-12.6185,-24.8406,29.3956
16.623,-7.92186,16.2352,1.96689,17.4299,14.2295,-14.6155,-21.0857,-2.82394,-22.1415
-8.16203,19.2602,23.3762,-2.45673,8.65645,-11.9427,-2.75972,-18.893,8.54306,-15.6215
