ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9
16.6865,13.6582,11.399,13.9162,-2.61528,-2.98893,-2.63261,-3.13352,-9.55206,11.7493
22.8979,15.7774,-8.79437,11.2879,-1.54361,4.17496,0.989671,0.834876,-6.75577,-5.72634
6.12673,16.0198,-2.66889,18.1023,15.8256,-6.76292,4.72525,2.39388,-4.74265,-9.78269
-5.69052,12.5936,23.8819,-1.0268,-6.89986,-9.57654,5.3417,7.6881,-8.36448,-1.0603
4.84248,10.7737,17.9217,-4.26606,19.6517,3.25038,3.83285,9.57631,-3.10573,8.58842
18.1949,14.3593,7.3044,7.51207,19.5553,3.61793,0.194396,10.389,7.77683,12.1361
0.524983,-0.622911,3.95771,13.9904,13.283,-8.73312,3.28544,16.2825,27.0388,13.1843
14.5938,14.7499,7.35822,13.6931,-9.12343,-5.59386,-9.78146,12.7672,14.4394,-19.1629
-7.19264,29.0929,6.15275,-4.06349,-8.45973,8.25449,-0.0272897,8.01555,8.26003,-16.8553
-17.003,-17.3428,11.1509,-9.82289,2.35551,5.07043,9.89497,5.84244,-7.50457,-11.5841
-7.85104,-20.6247,-6.99069,-2.74215,5.25978,11.8851,6.97502,-6.43762,-4.39704,0.58156
-6.53963,-10.9053,-2.94386,-8.87507,-6.54716,13.7175,-0.0960176,-6.1027,-1.23191,3.15103
-5.78561,-3.67327,1.02802,-5.2474,-10.6021,5.41499,6.81472,-5.16381,1.2502,5.89781
-4.49663,1.62845,3.69216,-3.88939,-6.14446,-2.97268,9.29755,0.0769074,4.32586,7.42451
-2.41655,5.1596,6.13113,-3.60946,0.473795,-3.37315,8.20705,10.6011,5.61661,5.01555
1.28685,7.28676,6.79001,-2.32348,5.40178,3.31004,9.65537,15.7215,0.597428,2.35919
9.4033,9.60842,3.94921,-0.47899,7.66142,14.8064,13.412,1.61727,-5.14654,5.65073
16.1925,6.03062,-3.60921,1.90454,11.1742,17.4611,-9.44438,-2.3048,-2.81031,2.79962
16.1079,-4.58201,-1.87541,0.0997462,14.9196,0.0790784,-13.0585,8.05903,11.2321,7.01694
-9.32869,-4.70158,2.23895,7.2837,12.6857,-11.6903,1.74076,-3.32033,14.1108,15.2686
-12.7758,-1.00755,7.21335,11.0216,0.978966,-9.30601,6.45784,16.3108,8.94026,-9.05137
-3.74006,-7.89576,-2.56233,13.5199,-5.79463,0.560717,-2.06858,19.7843,-5.88779,-2.74405
-1.21591,-2.27629,-6.91641,11.5604,8.82474,3.64643,6.73988,19.501,-0.580426,7.0068
1.05418,1.26496,-4.02314,5.08369,18.9782,8.3997,10.3686,16.3785,0.421184,8.45277
3.10791,1.03943,-0.853725,2.98074,25.5696,15.5831,-1.90503,11.0174,6.15844,8.89076
1.46971,3.14271,2.76607,7.93971,25.6927,-11.0932,-2.50731,6.16881,19.3582,-0.479898
6.19019,10.8601,9.98189,13.428,0.649806,-16.5993,0.385309,23.0125,4.97857,-9.55465
-1.96025,16.71,10.0881,-11.5092,-3.05489,-2.89298,-18.9044,6.66264,9.44162,-12.2593
-3.81502,13.2005,-2.22597,-12.4357,6.02296,-0.142162,-14.1251,-9.88624,10.4454,-8.87662
-1.98577,15.1495,-6.1126,-4.18281,3.80373,1.14747,-11.0743,-13.2688,1.55256,0.645273
