ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9
19.1335,12.8191,4.9546,17.9884,2.63567,-4.26021,1.75958,26.8746,5.71214,11.2631
17.8482,12.0612,4.99611,13.7339,-4.75497,2.77176,0.868736,26.6482,26.1986,-1.36231
8.62069,27.8114,0.729328,13.3834,4.2299,7.62379,19.4818,21.171,-18.927,-3.80248
-12.9118,24.8456,20.2608,-2.50833,10.417,15.6718,-0.779158,-22.859,1.18274,-12.3106
-8.26003,-17.9406,11.6785,24.4603,2.28586,-3.59146,-22.9672,-6.9713,-2.65324,-7.3607
2.27248,-14.9598,-20.7016,-2.02746,12.858,-12.5054,-11.8855,-3.00081,-4.0644,-4.01901
9.05249,-9.41676,11.9799,-11.555,15.9558,8.04955,-0.541554,-1.52109,-0.4488,-2.4789
12.3813,11.2527,17.6212,14.1808,9.05595,-3.38906,-6.22609,3.1992,4.27682,2.57401
23.464,15.8072,-4.17886,-1.16035,0.622258,-2.55789,-2.93489,1.85586,9.70488,15.8553
-20.8115,-1.4306,-4.69069,-0.48013,4.09795,1.18096,0.941081,3.82991,17.9096,19.3899
-4.11215,-8.26806,7.14626,5.28232,6.56871,4.98639,4.72861,10.3839,11.1597,-24.7199
-6.37312,5.3913,11.8738,12.8132,6.37798,5.77225,9.0048,5.22644,-14.623,-16.9619
-10.9187,-9.00278,0.713813,21.2597,3.75322,6.37995,8.16701,-8.46459,-8.39443,0.308759
-6.2239,1.70799,-7.34071,11.0701,20.5047,-3.26153,8.72273,-7.96916,-0.412741,3.48412
-1.25709,8.09137,3.06079,9.4974,24.6925,5.6304,8.79013,-1.65834,5.64956,6.59999
4.17516,11.4127,18.9483,20.0114,6.39077,-7.59206,8.62883,7.04853,8.62856,9.27929
11.2707,21.3498,4.29589,-17.3104,3.22518,-5.67108,0.651037,17.8541,14.6584,5.06451
14.4837,1.62039,-23.0845,1.82941,0.887319,0.926048,2.15428,20.7906,17.3694,-2.69783
23.2889,-10.7369,2.08211,-6.34836,1.28281,5.92749,12.0781,23.0911,-4.3095,-3.39615
4.39035,18.4631,0.811803,-2.5166,3.58622,14.0826,14.2667,-15.0153,-7.62915,-18.8609
-3.26399,14.6781,6.71062,-2.86435,4.31841,16.241,-15.6124,-15.0769,15.4234,-1.22604
4.83976,15.6826,2.58287,-5.65583,4.22933,10.3455,-23.9348,6.45881,6.54339,6.54934
4.69591,10.2823,-6.54576,1.21694,4.16672,6.59609,-18.3374,-4.25627,18.6523,14.8205
12.9923,0.372132,-3.21738,4.67668,8.85293,-4.73138,-15.1339,-6.02252,-9.69612,20.0136
19.5948,-6.96196,9.07296,11.789,2.32276,-11.8445,-2.59074,0.333864,-10.2619,0.155439
10.3998,21.185,5.0211,1.9615,-10.546,-0.328317,-2.92988,4.20912,-6.66133,-8.47247
-4.25785,24.1783,4.58265,-3.09339,-6.20116,2.89322,3.45196,6.99086,-6.03696,-1.31029
7.24828,23.1085,-6.95718,-3.53353,-2.65631,1.34058,8.44709,5.24269,-4.30726,5.29502
18.6482,-0.0480459,-12.6768,10.9134,12.3812,3.76738,10.8262,2.38075,-2.35617,5.33656
15.102,-14.0852,6.73208,4.32024,19.4024,12.0391,-0.996256,0.401552,0.953641,6.70324
3.70167,-10.4268,1.4151,26.7321,0.517797,-12.8235,-0.379926,2.70057,6.6272,11.572
-8.82712,2.38927,-11.5567,24.1954,7.73802,-4.65734,-0.613508,4.01325,13.0924,5.63779
-3.83264,5.61959,11.0133,20.5598,-11.6452,-7.4887,-1.70866,10.313,11.6783,-9.79764
0.254752,8.51327,15.2206,-12.002,-14.3414,0.099264,10.5818,10.7291,-1.51363,-12.539
-3.01871,6.51059,7.21505,-15.8193,12.1969,7.1822,8.75188,7.51143,-12.3905,4.70182
11.9269,6.23162,-2.13066,-9.69062,-2.33524,22.3524,1.74041,-2.39439,-8.33664,4.33127
15.0968,2.07123,-6.06689,0.812897,-10.4802,14.2585,9.51575,-11.8403,0.706481,-1.78856
9.44004,-8.80448,-0.663658,6.02651,0.786526,13.8566,2.01757,-12.736,4.16643,15.9972
0.971364,-9.77842,-1.72766,8.09013,12.5527,5.38689,-10.8415,1.02264,-7.48341,16.4056
-6.93821,-1.33075,-3.63831,4.71599,13.9574,-11.2315,-2.4267,3.36941,6.27026,17.2133
-7.78002,10.3908,9.03715,6.73519,9.71245,-8.66563,7.00762,14.5154,12.398,2.65516
-4.97654,1.42351,19.4317,5.401,-1.8276,-4.93252,-0.249689,22.1895,-2.83578,-5.97635
-1.81653,-1.98015,20.2131,1.38273,-5.72061,1.25815,-1.16139,23.1775,3.70609,0.80373
2.16782,1.92416,21.4144,-1.78224,-1.28987,3.55962,9.35327,22.7946,-5.44607,0.506081
17.664,12.562,12.9185,-6.02251,6.38462,11.9522,16.8619,1.15064,-10.9694,8.21689
20.1409,7.51738,-16.8283,1.50945,3.25289,20.2411,-6.62695,-10.8419,-0.731362,-4.04764
21.957,-10.699,-2.86739,-5.74301,5.12117,14.1057,-11.403,12.1847,6.14465,0.0746875
13.8967,0.487915,14.0775,5.81452,6.08881,15.372,6.70591,16.3632,18.9842,7.73281
11.8257,14.4623,15.3009,10.6567,12.1272,23.3291,21.3437,7.89568,4.10999,3.43074
26.7364,18.4398,1.75037,10.4339,24.1249,4.58129,-17.0526,1.44009,4.86891,14.0903
-2.7168,-22.874,-0.0449725,13.9509,8.8918,-19.9269,15.4631,8.22949,5.31638,26.238
-18.9271,3.51018,1.72367,11.6719,-0.616957,-15.9543,-11.2891,21.4423,10.6052,-20.6804
14.4618,2.4704,-1.22678,13.9656,-4.15482,4.49612,-17.9864,0.676269,6.83121,-22.5063
7.07346,25.3484,7.34416,12.9107,5.22868,1.76389,-13.285,0.708986,9.55639,-8.87139
3.59148,31.4164,1.64364,-8.492,6.30261,0.254473,-8.62466,-6.37975,9.21968,2.10279
19.5364,3.97882,-18.8768,8.61051,13.8913,-3.72394,-4.38303,-6.15177,1.56296,14.2041
-1.95719,-21.9556,7.885,-0.532981,16.6105,6.38821,1.45809,-3.18848,-1.66647,15.7022
-13.5494,6.2915,-4.9383,2.90205,20.4827,-2.02463,-0.00351912,0.743333,0.173459,18.6094
9.21975,13.3257,5.19991,6.87849,20.129,-0.175364,5.81098,5.83658,7.79446,19.8081
-2.00321,5.1856,9.49189,15.9618,13.2996,-3.04649,8.68112,20.3425,22.7586,10.7155
-3.14342,5.83043,21.0245,6.15093,-11.824,0.481325,3.58717,30.3475,-14.0306,-5.10264
11.0988,7.28637,14.477,-13.4459,7.09804,0.83724,5.06055,28.168,11.2693,16.6022
9.05147,12.2011,-0.90067,-7.9388,5.49289,26.2118,28.9027,10.5938,-11.4865,-0.599387
10.7575,8.10952,-10.2249,4.47795,1.73635,29.2211,-22.7423,-12.2413,-4.62627,4.66799
14.5069,-2.68578,-6.6207,-0.377916,16.52,6.70543,-12.6446,18.702,26.9361,-3.22651
-11.3783,-3.72657,1.43714,-0.185484,17.8632,-3.83433,-6.19458,-9.29848,28.9484,19.7732
-21.8444,-4.75215,16.4886,12.9679,12.1578,-3.64933,8.28886,-0.546406,21.5101,-8.35334
18.5465,2.958,-0.305851,22.1425,0.416961,-3.02232,8.67893,16.6997,-6.7482,-18.698
-2.93861,11.141,21.1329,6.45338,-11.0031,2.53733,10.286,1.77295,-24.4677,4.47633
-1.00345,17.5197,2.23653,-18.3332,6.46228,3.7966,13.4114,-15.2367,-4.9328,-9.01394
-2.96631,20.1015,-8.11677,-1.11991,-6.23063,9.01983,4.09186,-11.9038,15.9095,3.66517
9.31874,18.7866,2.96738,6.71627,3.40487,11.1127,-0.0276978,-6.1525,10.651,20.543
5.02277,-11.1164,2.43247,9.9023,11.5107,4.59582,-6.44421,-0.803864,2.46004,30.689
-5.91059,13.5869,7.24393,12.188,8.37799,-9.7374,1.08716,0.958613,5.95964,28.143
4.21415,11.314,13.111,-2.83929,-0.423432,-6.9422,1.41694,8.8187,20.6406,27.6615
