ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9
17.1881,-0.304156,13.3918,-15.1436,-0.746759,-5.70746,19.0364,-11.0775,-13.332,-11.9466
9.13262,18.0967,-14.7135,-5.86187,0.118538,15.0403,15.1155,-4.63131,18.4372,0.695805
-2.59247,5.37775,-13.9078,3.90918,17.1507,20.3147,6.77234,3.78593,22.1159,14.7248
-3.54312,14.9034,-1.62047,0.260161,21.3198,8.64276,-16.5148,-0.34621,27.5472,-7.34612
5.315,15.7731,4.91901,5.01026,20.167,-9.30616,13.0471,-16.5547,8.2585,21.5959
5.79572,-6.08593,5.70115,15.1035,21.1139,8.98475,10.5295,-5.68365,3.23105,33.43
2.97655,-0.640498,1.90287,23.8799,12.2327,-11.4214,15.8454,0.0439618,-4.02452,33.7238
-12.8754,4.03931,-0.651681,26.277,-8.92578,-3.97026,9.79557,22.41,17.6388,22.5779
-11.0744,-7.83007,10.0819,13.3116,-17.615,2.91506,26.0073,11.9298,-25.0638,8.0143
7.31811,-1.71206,7.82533,4.52492,-25.878,-24.7687,17.7566,-6.77666,-4.39347,0.750683
10.8611,8.12111,4.85413,-10.7293,-9.33247,-13.4589,-18.4762,-12.9041,-8.01691,-0.645567
-6.49652,13.5791,-5.06674,-3.44069,2.27892,-7.38997,-4.59482,-8.10428,-7.2674,-12.7257
-13.2441,2.05756,8.26671,1.58303,6.01813,-2.36156,4.44861,-2.96095,2.53646,-7.21095
-2.43924,-6.82076,5.18825,11.9591,4.86057,1.46205,7.99566,3.75347,5.13805,-6.69064
5.12038,-0.985995,2.94033,17.6996,6.41719,2.11309,11.1798,7.62362,-0.410127,-3.54258
7.93083,7.17671,9.87603,20.3911,2.17441,1.94976,13.7269,4.33562,-5.2094,0.265739
11.7531,22.9005,10.9299,-3.57431,-5.54348,1.85604,17.3433,-3.0671,-1.06268,0.509226
19.1421,6.3776,-17.0502,10.977,2.6464,-0.188917,19.2853,5.45917,2.70438,7.2398
7.52146,-21.686,2.86122,-0.619218,13.101,19.6254,13.5004,-2.28726,1.63351,11.9247
-13.3315,-6.87223,-7.98164,3.6574,24.5843,-1.14342,-15.0835,2.37625,3.32206,14.1389
-6.20651,17.229,1.38155,-2.34336,27.0781,0.62834,6.93625,2.2513,7.23097,10.2691
6.03267,19.4612,6.76617,5.73612,28.2747,2.51922,-5.00358,5.41229,14.1663,9.61004
8.74759,17.833,11.8462,11.5508,12.4103,-12.5796,8.20392,16.0307,23.4374,14.7229
5.32221,30.8794,4.42881,-4.76175,4.63595,-9.28681,-8.39539,21.0645,16.5445,-19.7
