ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9
-4.93389,9.92808,31.3327,-5.19758,-7.77908,-8.89968,18.2975,1.54548,1.69291,-6.93194
-3.64062,-3.3722,28.9257,16.939,10.0352,8.23056,15.6947,1.07524,-8.48299,1.0737
-1.05388,-4.54791,18.283,17.5138,-14.8389,14.7767,15.7159,-15.5967,5.37564,4.11611
-15.0534,-1.39795,14.5417,2.75244,-12.4443,9.54419,14.2556,-14.0353,13.0084,17.1094
-23.7372,-8.83499,13.923,-5.29144,-2.97304,-3.15894,15.5032,6.40072,13.6045,-2.49329
-1.66261,-21.3813,-3.78908,1.0856,1.35177,-0.410817,14.3836,11.3515,-14.7609,-3.02177
1.18749,-16.4082,0.70985,-0.453746,4.06898,7.20428,13.2603,-12.3747,-10.0787,0.179564
5.11524,-10.5849,4.01554,7.91166,8.46594,9.32401,-4.85781,-14.7053,2.10643,2.00041
6.01183,-6.36134,1.31527,15.3451,7.75083,-7.58976,-4.79939,-7.34781,-5.56753,1.37545
8.48461,-2.42749,0.357952,17.2826,-4.05248,-6.40304,4.86802,-2.81512,-1.67636,-0.614312
10.564,1.38211,2.80528,17.7326,-5.0888,3.84667,7.16596,1.34045,2.00262,2.95503
12.3876,3.48388,7.16367,17.0933,0.851202,8.29082,11.3958,0.686358,4.20425,8.48652
11.3946,2.10164,10.9811,18.1398,3.38842,9.13424,11.4765,0.140318,6.96908,17.2553
-1.73325,0.638315,13.5182,21.0271,0.269258,9.67063,12.3755,2.1003,10.0564,21.8037
-12.8563,0.984081,21.9156,11.6716,-7.47019,11.0648,22.1778,6.05905,11.6368,8.52773
-11.4218,-14.2654,7.8274,7.65718,-14.0566,-7.9559,26.5579,11.1743,-6.52185,3.36061
-6.84849,2.60747,-2.84829,12.6512,-18.3109,-3.11926,-5.52957,14.7514,5.58039,20.7855
-6.78209,4.72314,14.0968,3.2989,-10.5205,9.95552,20.8711,16.3422,6.2371,-10.8536
-6.06744,-6.59139,15.1477,-1.77525,-3.0866,-6.7907,26.5979,-3.67704,-9.51082,0.500603
-3.34757,-7.71172,11.0919,7.40584,-6.42332,-9.52791,24.4717,6.50025,-5.15172,5.47034
0.849092,-4.13962,7.94053,4.64601,-16.6156,-10.4263,-2.0208,14.2919,-1.03697,16.0973
-7.95475,-2.08316,9.19799,-3.88559,-13.4123,4.55735,-3.5092,6.9507,20.5235,-1.58862
11.3273,6.87695,10.5872,-8.85668,-4.47337,0.80525,5.12969,11.5167,12.3693,-10.4279
4.34386,17.6712,-11.7613,-1.18952,-1.46801,1.71929,9.42138,13.963,-6.94322,-6.05975
6.36622,16.7583,-0.0483926,12.5779,8.91719,4.832,12.0779,-0.771924,-12.4302,1.82346
3.93375,23.0314,12.9247,8.22863,9.75516,4.79477,5.68525,-9.04347,-0.94223,-3.7296
4.01652,27.2266,4.31812,-8.58903,10.6127,10.6085,-3.32089,-5.74504,4.83395,2.55312
15.7956,7.86061,-19.223,5.66482,11.5569,7.83352,-10.5772,2.65849,6.35924,10.3697
-9.93473,-9.06909,-4.85686,-15.5433,7.91407,4.18654,-9.90238,-1.30165,11.859,16.2769
-14.8801,12.3357,0.483502,-12.1312,-2.33501,8.08892,-8.22563,-1.64864,10.2185,3.88018
-10.2528,9.55766,4.74962,-12.3569,-4.72608,7.8581,-1.90962,0.226663,11.682,-5.32182
-0.906199,4.50182,3.56274,-12.6986,-3.31872,4.21109,4.66258,4.4254,11.2405,-11.4387
1.89607,9.13877,-1.94473,-9.35024,-2.05305,2.85652,10.4089,8.93598,-0.0284356,-10.0255
-4.06297,11.0962,-1.92584,-1.5584,-1.66725,1.85886,14.1478,1.31693,-8.07786,-1.99299
-0.1229,13.0368,4.11951,-0.0300389,1.64232,4.81554,14.65,-6.62158,0.193994,1.70249
6.62416,13.8262,1.76881,-0.833604,4.15912,10.882,9.07017,-6.10182,8.1552,9.56815
9.81774,-1.0704,-2.41332,1.90154,7.67518,14.1235,-2.69331,-3.94128,4.09775,21.5218
-8.15674,-1.59897,0.487785,4.33401,12.8684,5.3565,-9.98152,3.48746,8.18379,22.0976
-11.7718,10.8335,17.1554,7.53916,7.99177,-8.63939,-2.17355,-3.1178,12.4148,9.514
-10.3711,-6.60768,24.1691,4.5041,-4.19551,-5.83652,2.49465,2.76891,13.1178,-0.667658
7.5192,-9.487,12.1129,10.4819,-15.0144,4.88411,5.08698,8.51269,9.98594,-7.97496
11.448,13.295,7.96964,-6.5153,-11.9909,-4.63622,15.5977,10.0016,-4.42998,-3.5098
10.128,13.4943,-11.3992,3.96141,-3.56826,-10.8656,-0.295636,12.6454,-10.5827,1.48802
14.8148,-2.50555,-8.93137,13.72,3.0248,-6.62855,-7.7468,12.1213,3.7643,4.87496
-0.178332,-12.0554,-6.64103,6.87946,4.34592,-10.097,-5.38769,-0.0211227,15.8066,10.7632
-12.3679,5.0853,-6.728,1.95228,6.39619,-7.56838,3.99738,1.66496,16.0103,0.76751
-3.28645,3.48287,3.20813,5.20256,7.31946,-2.50823,6.55383,13.5829,3.62895,-15.5865
-5.62169,-0.182897,7.45995,10.5837,4.86378,0.613107,8.29006,10.0668,-14.3317,3.31062
10.5169,2.36702,10.5106,13.21,-1.19355,3.14724,11.013,-0.865668,-10.4067,10.1028
17.6156,14.8171,6.98943,4.47306,-3.95762,4.95108,11.6841,-9.78202,-1.06146,0.0297587
20.1062,-0.540014,-8.22382,7.87373,4.17157,6.40713,9.82348,-6.65095,6.93545,15.0838
-12.204,-7.19681,-6.26251,1.14842,12.4987,9.40947,0.465014,-4.01984,1.95657,22.8138
8.17074,11.1658,-1.85381,1.1324,14.4542,4.58346,-8.05194,2.62245,2.85517,23.5178
-8.0018,-0.133014,-0.699499,1.54464,16.2962,-4.50987,-3.24527,0.395178,12.1608,25.4831
-10.7432,14.4026,18.9695,4.78338,13.3166,-3.18742,6.11446,7.5755,15.9401,7.16261
-2.72656,-4.00809,26.7496,11.7696,-4.36139,0.733828,8.92208,17.6169,-1.81042,-11.3842
1.29553,-4.89351,23.5371,-2.82976,-14.0275,-4.8456,12.5272,4.1033,-16.0173,6.36008
12.4009,11.0586,20.5646,-6.14925,11.3076,-3.31999,11.266,0.563828,-12.1876,2.50078
4.57884,23.989,-8.2447,-2.58179,12.5062,16.4168,-4.3954,-6.31923,-3.65809,-6.93066
-5.96394,23.6212,6.63029,5.29902,16.0332,-2.44489,-12.6508,7.33046,2.42637,-3.95591
-7.16877,8.16031,25.9097,2.49376,10.8633,-11.5764,0.617053,1.68885,6.79368,-5.93415
0.0784559,-2.18759,27.507,4.63908,-11.2055,-6.69974,0.118508,8.90027,3.99667,-7.70698
3.54213,9.25333,23.2874,-10.9622,10.5913,-1.79406,-3.14577,9.28093,3.25814,-5.8903
1.12497,17.1391,14.7592,0.139504,21.0959,5.14002,-3.07759,11.2085,3.50525,-4.38919
-2.63882,16.5848,24.1525,5.75903,14.9452,-3.82464,-0.815768,12.737,3.00053,-5.6168
-4.46109,4.49798,33.1089,3.08875,5.66765,-3.56258,0.456431,14.5525,-1.09758,-3.4844
-1.39242,-2.5105,33.0498,2.09069,-7.15085,0.441253,0.48641,16.4084,0.743307,1.2488
1.56348,0.80991,32.9755,-1.69023,1.73816,2.32881,6.21858,17.9368,0.728204,1.58691
8.21307,13.7932,28.712,-4.84938,7.38066,9.78557,13.7377,11.183,-5.32617,6.56478
22.8148,11.6304,-19.0103,-3.57593,-2.90596,25.4623,1.26324,-6.88253,-3.16607,1.63533
24.0735,-15.5095,5.4181,-2.28332,-2.03862,26.0953,-1.42145,0.719021,-0.0890126,-0.0281343
26.1104,13.4048,7.24859,0.277376,2.78235,26.7626,2.24421,-1.60557,2.94009,6.1093
18.5593,-16.1229,5.79289,3.10219,7.82787,25.522,-4.81643,5.78091,7.7318,17.9554
-13.8242,-7.92384,-11.1763,8.13079,24.684,-3.02121,-7.64983,4.91373,24.2037,-8.17924
16.7099,-4.29458,-1.86095,-15.2826,17.5136,13.7524,-0.699611,4.73663,23.1317,1.67542
-7.77601,-4.78378,9.1579,-5.38557,2.68213,22.5629,-2.46855,4.99982,29.8425,2.46381
15.3566,5.95848,10.7418,3.53215,5.07906,24.3071,8.24126,7.99955,24.1087,-3.80602
10.4822,8.34947,1.81198,4.8814,15.7493,29.283,3.37472,6.27759,22.7463,15.0401
-8.66832,7.28071,11.4,14.8242,21.39,-11.2413,-12.2659,-12.1628,29.0991,4.67582
-15.7441,-9.55541,20.5593,0.464213,-20.8162,-13.8051,-1.51329,2.5082,23.1999,-5.7982
4.13812,-5.04621,24.3593,-4.88142,-10.4223,-0.605871,-7.95548,-16.021,15.8351,14.4016
6.20362,-0.867774,26.3534,1.83734,2.52552,2.28285,-6.02304,-9.1354,-17.2775,12.7522
5.43648,24.1072,9.37951,-11.3928,5.98047,5.04974,-3.55319,4.52267,-16.114,-6.54304
6.32189,24.2716,-11.1183,1.81738,1.47511,10.6852,3.9144,8.589,-11.0219,5.99141
18.9714,0.887584,-13.2976,5.22539,23.4367,6.26526,0.645195,2.76223,-6.66323,0.515704
20.8362,-2.99132,3.45664,-7.61376,18.0745,11.7854,-8.01937,10.3823,-1.66655,-2.8243
21.4892,6.20239,-2.52848,-0.342398,17.4662,5.49796,-6.66616,16.394,12.2277,2.63106
3.14044,-6.56115,0.873007,-1.13664,18.2587,1.30539,-3.92884,8.88692,29.9635,9.31992
7.04149,-1.85887,2.87418,6.78611,18.3711,-4.30916,0.95739,4.79216,31.8115,-3.58034
13.333,7.45753,6.19229,13.7439,7.38124,-9.11944,3.91149,21.7637,23.976,-6.16338
8.39192,30.8982,2.1038,7.49731,-4.60124,-3.67617,-9.57944,16.1769,10.9711,-12.9899
-19.1822,7.52212,17.5113,-13.5113,2.63092,2.97332,-5.39806,11.3228,2.95255,-21.7771
0.863151,-22.2266,0.470122,14.529,9.51572,2.03279,0.15797,14.959,-11.9464,-7.56619
2.38452,-19.8284,-4.80474,-2.501,14.7501,-0.111653,3.38383,14.8461,-8.10233,9.06832
-12.4663,-8.72657,-1.81365,-2.53037,13.9799,13.4767,5.64212,13.0719,6.00639,10.9043
-12.1733,1.45712,-0.143661,-2.01788,10.2472,25.218,5.46196,7.61263,5.88696,-3.71014
-4.93884,-1.54925,2.77907,3.02375,13.1627,26.1276,-4.33914,8.13572,4.44105,-6.98756
3.30669,0.951197,4.76381,12.7492,21.2642,0.0658736,-7.66899,17.0518,5.16654,-10.1987
3.30042,12.1425,14.5441,11.656,-10.93,-12.7631,-12.8298,6.42911,3.6608,-9.41838
-0.790866,16.3453,4.26423,-18.1858,-3.73043,1.88128,-12.2002,-1.39198,6.90193,-5.61077
-0.816616,17.9437,-10.4224,0.291301,-7.42707,4.44425,-7.28331,-2.74756,8.04755,-1.12517
3.82252,19.5311,6.50809,9.38405,3.54564,8.59753,-3.84639,0.0659707,9.22081,4.24711
13.7715,17.9616,0.927977,1.13451,6.36492,7.26948,-2.92457,2.12928,13.0214,14.7215
-9.0476,3.46511,-2.31773,2.93813,10.938,4.73664,-3.39274,1.83454,20.0959,22.9893
-13.1897,3.299,19.3024,6.88715,9.65801,-1.02998,-1.9697,-1.4398,22.5496,-7.6553
10.349,6.4163,18.3587,8.90446,-11.0833,3.58615,2.08509,1.62591,23.9939,0.288235
5.87644,14.8166,1.40271,-13.9807,-3.1153,-1.49622,7.96859,17.7349,24.152,2.39596
0.101857,15.9876,-12.4036,6.12635,-1.45538,-1.31579,5.36006,26.9224,-10.5936,-6.89824
20.3294,6.31264,-0.455542,14.2254,5.1302,-0.0274713,7.1944,22.5489,-0.477385,16.0682
4.18702,-10.9427,-0.971538,16.3488,6.03652,-1.37579,8.19184,31.192,14.7523,2.81192
9.22882,-8.66381,-4.31118,11.9216,10.1362,-4.21992,4.42097,33.0927,-10.0922,7.30616
3.63662,-12.0016,-4.6773,5.22904,10.0435,-10.0211,-7.33571,28.2702,18.2874,-7.68927
26.014,5.66165,-2.45641,5.2554,6.49979,-18.7647,-7.12286,-2.87083,16.8578,4.4391
-17.8589,-2.86165,-2.9918,6.81472,-0.577117,-15.9422,5.17769,6.46138,15.3277,21.2063
-3.18657,-7.64222,7.86718,6.34216,-8.42643,-6.31243,-7.60874,5.20232,15.4903,-22.9414
18.571,17.6472,-1.48452,2.07302,-7.74149,6.78896,-3.4247,-1.31899,15.3285,0.801727
