ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9
3.92881,17.6556,-10.0989,10.6102,16.3289,14.2277,4.16952,12.0659,-15.3665,-3.70406
13.1319,16.2196,1.44368,11.8369,25.0429,-6.98145,2.13464,11.1315,-9.97078,5.72672
23.9783,8.23237,-3.13555,13.6213,11.9823,-12.7566,10.4783,15.3061,-10.8172,2.24571
19.7398,4.94839,-4.7246,14.2731,3.03939,-12.6975,2.10317,15.2957,-20.7074,-6.59878
12.485,8.67053,1.29321,17.4634,-5.84478,-3.66186,-12.3494,21.8908,-9.73683,4.30976
14.5815,9.76096,5.38881,14.5331,-0.277967,9.84815,4.6511,22.8029,17.6501,0.611641
13.5214,21.6441,4.06091,10.7127,10.28,15.5626,22.3479,4.33218,-12.3292,-2.18774
-3.78082,26.9807,17.112,7.08769,19.5691,2.4381,-14.3756,-8.13069,-1.56331,-7.18361
-9.46074,-2.10957,34.9674,10.8985,3.61719,-10.8978,4.43378,-5.58992,0.976709,-3.52218
-2.19166,-16.3089,17.1252,3.79753,-26.4816,1.60215,4.54557,1.4968,4.87348,-1.84018
2.85053,-10.3383,22.0911,-7.59457,-13.5735,-9.13951,-1.97801,6.85209,5.99643,-0.441339
5.02675,3.65354,26.8601,0.609831,3.82444,-6.85722,-4.19554,1.12014,10.2662,2.74439
7.61896,15.8269,18.2265,-5.67038,11.8077,-1.82315,1.64972,2.01646,13.0366,11.1827
6.54632,9.51651,-0.794501,-3.64894,15.4268,10.8109,-0.640913,6.35731,21.2994,19.6203
-7.00422,11.7719,4.59795,-0.359088,14.4527,10.1246,-7.5875,2.24038,30.4474,-4.30209
-0.426964,12.0954,10.6001,5.17556,13.8187,-5.5351,-7.41806,-19.0351,17.9813,16.0823
24.6065,8.4136,9.41169,4.84252,5.52784,-4.10651,13.8517,-16.6631,-8.21371,11.6263
26.471,-6.16683,-0.518862,6.11641,7.09798,4.78313,15.0794,-11.2154,7.36981,17.0769
-14.1078,-4.64801,-7.78388,11.2974,15.9992,4.90806,3.63131,-9.37082,-3.84737,26.9667
22.4254,-4.72277,-1.04965,7.12894,21.245,-2.77636,5.85066,-9.02177,-16.4701,6.32631
13.7753,17.6228,0.929257,11.4632,20.1406,0.677922,11.1721,-9.07601,7.67164,-10.7557
15.3975,20.2846,2.57527,13.1197,19.8439,0.577687,11.1179,6.62849,13.8744,9.73417
11.8225,4.40333,2.86804,16.3199,17.8051,-1.23622,12.4916,26.9758,17.5206,10.1321
12.7197,11.1208,10.4438,19.0833,1.45558,-5.68625,5.57785,36.0291,-9.33535,6.00442
21.3231,13.5532,1.93905,4.57361,-8.45461,3.00312,4.17419,36.3287,17.0197,1.64564
22.4192,5.80335,-9.91013,14.5937,4.93133,4.77085,19.6887,20.1198,-26.1337,4.53022
1.26921,8.16404,-4.9876,7.11484,24.9964,8.1305,-2.90533,-19.7065,10.985,-26.1831
4.12744,7.2181,-2.2736,4.47359,26.0334,-2.9811,12.7384,-13.2874,14.4421,23.854
4.05075,7.50048,4.35915,8.6112,28.9988,2.70682,-3.20312,-4.39189,2.52578,31.7292
2.8419,-10.1728,3.18629,21.9379,3.54825,-15.0144,14.5889,7.53239,1.43984,30.98
-15.5037,3.9418,10.9232,20.4874,-13.9876,3.67768,0.767697,20.5104,19.2097,-13.71
-7.77224,-11.0474,0.03194,14.7791,-8.07734,7.73309,24.888,-12.276,-14.2015,-12.1513
-1.24548,-10.1071,-11.02,4.30533,12.3339,11.6771,13.2491,-2.16607,26.4135,7.56637
3.42288,-1.46795,-8.26728,-8.04376,1.16216,23.7327,6.11708,6.5136,22.9511,-10.174
15.6506,-0.836673,-5.03159,-0.777314,-8.46563,9.56201,29.4178,5.41931,10.6957,2.30763
14.596,-7.16458,3.85164,3.38453,-5.37114,-7.49605,28.6646,10.8332,-10.7163,6.66736
14.9331,7.70727,8.77939,1.51836,-8.92656,-15.5013,14.5821,2.86805,-18.7071,-7.93478
-8.23142,13.0248,6.93527,-6.19373,1.81994,-16.1593,3.15408,4.07635,-18.5029,0.524136
15.1962,11.0922,-1.94416,-5.14352,13.8185,-0.687741,8.97815,2.92743,-12.9046,6.9519
