ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9
16.3579,2.2689,7.14976,6.6188,22.7308,1.02035,-3.21521,-0.300199,-1.5305,0.100254
20.1099,14.0933,5.60425,14.4999,6.51155,-11.5011,8.40454,7.21199,1.29897,4.01411
26.4177,3.66345,-2.04163,15.0362,-4.3391,-5.35036,0.372311,15.8287,7.44057,9.88109
-1.14521,-11.6325,-4.43383,16.5833,0.964488,3.18805,3.04113,18.5713,28.0436,1.12192
16.7486,3.00626,-4.53261,9.25738,15.4904,3.25966,10.0322,22.7388,-14.6176,-13.0766
0.119129,9.24687,1.08225,8.75988,24.6414,7.44305,3.64014,-3.59056,-25.8965,-5.38242
-5.47886,5.17989,18.8082,20.7431,4.35294,-10.8806,10.004,-3.63135,-17.9307,1.47756
2.52291,6.30901,22.6507,-15.0646,-6.33401,-14.1184,5.88631,-3.55884,-9.66216,1.14977
6.84382,15.1313,6.53109,-6.33803,21.1019,18.4164,-0.457267,-4.15032,-3.85587,0.233545
10.9553,13.8278,-9.86126,-2.24978,16.7705,5.08382,-16.1344,12.7395,11.3651,2.01759
0.93677,-0.887927,-13.5093,-11.5293,13.1885,-3.29207,-7.12044,-8.05643,16.6881,18.2659
6.73822,9.69113,-14.6108,-5.9854,-0.719529,5.23,-4.43034,-6.33713,-2.904,22.7477
5.38302,-20.3999,1.84792,-3.40148,-2.00205,8.12283,-0.427228,1.1118,-4.14486,17.3732
-15.6653,-2.33813,-2.55852,3.87973,3.28065,10.7371,4.84908,2.19505,2.69008,18.4906
-4.18213,15.5051,15.3241,3.73213,9.3827,12.7577,2.50748,2.97811,8.64991,13.5534
4.97667,18.0823,15.2335,-3.39688,11.8061,15.184,-2.34025,6.19619,16.6015,12.3002
2.94748,17.4406,0.173169,-4.14119,9.96006,17.5289,-6.40947,6.07761,28.9095,11.3116
-2.86095,19.7352,2.42175,-0.124693,9.13579,13.7794,-12.6732,-4.33272,32.8124,4.54748
15.2956,19.5356,3.37902,-2.48096,12.4426,-2.75172,-20.6966,-14.1592,-13.2439,16.1302
-1.53448,13.2576,-16.5543,-0.28343,14.916,-11.6564,-1.15251,1.94618,-17.3311,-17.1006
-7.28437,18.1858,8.26175,2.17341,16.7405,1.38618,10.4184,-1.72255,-14.0181,9.54995
14.0752,23.0706,1.46993,3.39943,18.3341,7.86326,-3.33035,-6.69197,-9.79544,-2.59247
-2.24661,26.4776,4.39481,7.56912,19.775,-8.95271,0.649288,1.43459,-5.72941,-5.34684
-2.66423,19.4835,25.2256,-2.32606,14.756,1.43784,11.8815,4.88187,-5.37272,2.57592
12.587,25.4242,8.70144,-4.65417,18.9903,18.8317,-8.01289,2.34968,-2.08741,5.39673
14.8839,-7.47137,-17.1158,-9.03378,12.4463,6.72042,-12.7508,9.74202,22.8231,14.2486
-14.8002,-1.06957,-3.46312,-14.2021,-7.08544,9.19753,-9.56666,-8.41256,27.2991,-2.01309
-9.34856,3.96813,0.311607,-7.90856,-13.7005,8.73759,-6.43915,-15.3781,17.4372,7.34251
-1.15855,13.7244,3.00075,-9.86612,-13.1501,6.81958,-2.13599,-10.4944,-1.07189,13.8696
18.5312,-0.506487,-7.61118,1.15307,-11.9015,1.55348,3.00454,-6.26122,-5.86686,6.75681
20.2626,-4.62569,4.77655,6.4491,-5.59203,4.4485,6.86432,-5.47361,-0.470179,1.02836
21.4157,3.23948,6.33938,6.11714,-2.05006,6.95369,8.98837,-3.85626,4.88697,10.2491
7.45045,-8.62064,9.90469,11.8836,1.87621,9.71519,9.28788,-2.46429,5.64716,23.2968
-10.7085,5.71723,7.20262,20.4202,9.97322,6.0489,4.95159,-1.84903,4.7072,23.2099
3.52153,12.4829,27.3863,-1.99566,-7.55511,3.94826,7.89589,3.25546,8.56236,22.3043
3.82225,10.4393,2.75219,-17.0857,5.28554,16.4757,14.3103,13.8054,20.4142,19.3961
2.90743,12.1283,-7.99378,-4.14869,-10.9544,-6.74813,35.2702,15.9345,-8.70567,5.02833
24.2692,-9.08904,-5.30393,10.8866,-11.1533,-14.9856,0.509953,13.2335,-18.9152,3.91975
24.6725,4.52095,6.0654,10.5281,-10.7986,10.8093,1.82902,20.8931,-7.43465,-3.15397
4.81125,21.5987,-1.1472,11.4218,3.49986,12.5486,17.0052,-14.7169,-6.57367,-15.9703
-3.07989,16.2109,23.8377,1.76482,8.70317,9.96588,-10.3248,-15.78,15.7993,2.77981
14.1945,20.856,12.9719,-5.87681,17.217,-2.16473,-16.627,-4.31787,-10.0177,6.50438
15.5557,9.12304,-24.3813,-6.63943,18.1833,-5.45492,-0.298696,2.67855,-6.85563,-5.55911
15.4626,-8.68896,-10.8901,-15.4486,-12.4613,-0.336818,5.22879,3.81439,-6.36585,-8.03418
12.3384,7.56577,-0.698206,-10.1399,-0.979875,-10.0517,-1.35907,6.64907,-7.51064,-10.2112
0.490349,12.8308,-8.19782,-0.812706,4.3882,-4.76702,-1.6947,9.74968,-7.87765,-3.50903
6.06823,13.741,-1.76096,6.72182,7.48386,-3.76165,0.0363695,12.3764,-1.00085,4.82807
13.1476,9.65286,-0.0391992,9.9019,6.94471,-5.49324,0.57505,15.3572,9.95824,6.75245
10.7593,6.29247,2.40391,12.2841,1.95242,-6.71549,-2.78149,15.2984,22.4531,3.46041
8.05026,10.8958,7.04559,9.18014,-4.61063,0.0135919,-4.11761,4.33948,30.4461,6.85646
-5.45663,11.9623,13.3065,-3.70078,-2.52865,5.65437,2.43726,4.39005,33.5361,1.76921
8.05521,20.5025,-0.65446,-11.1048,1.92519,11.3027,13.7335,17.7637,10.8281,-18.3948
-20.6512,12.4355,10.7767,-1.45807,-0.547081,11.2618,20.8212,-14.9524,1.07253,-6.86813
-4.39914,-12.1145,9.92252,8.23435,3.79788,14.8676,4.08896,-7.39836,27.6348,-3.073
-8.92728,-6.34801,-4.67304,15.1044,16.7822,-1.29193,-5.87381,-8.07954,25.9162,5.08967
-8.83789,4.07987,0.986954,10.4731,14.5387,-8.02657,14.0671,13.3726,20.6731,-11.149
-4.09755,0.5183,6.79912,16.2904,5.0525,-2.8378,12.5449,13.5151,-24.104,9.86131
21.1308,6.5107,9.70938,15.2984,-7.67622,1.30488,14.0132,-8.33664,-15.3718,-4.88686
2.29666,27.974,3.80207,-3.20764,-7.40683,-2.90581,16.0551,-2.37167,14.5457,-5.49627
-6.30846,28.4791,2.90493,0.50664,-1.99711,-6.02327,8.7754,20.002,-4.52659,-5.66877
13.6726,23.2265,-7.57789,-8.95971,5.60928,1.43468,4.82423,20.5398,-0.441905,12.1121
7.35455,-18.3729,-4.05623,-8.323,0.52947,8.96834,17.9351,22.9026,8.03211,10.8149
-4.06876,-13.8905,6.72355,3.1102,1.27404,11.3938,30.1258,-8.72353,-5.13795,13.1224
-10.9089,3.92311,1.05581,9.29621,13.7734,13.5214,-7.4239,-21.7095,-6.2155,17.4138
13.9407,11.9664,9.28639,14.0184,3.60577,-14.1866,-7.51616,3.27779,-19.6412,-0.886809
4.0618,25.0836,4.84346,-3.84952,-5.17846,-3.25367,-12.2291,12.0979,-9.25759,-0.812799
10.9451,20.4277,-9.41745,10.0823,1.5727,2.76572,-7.9302,13.1992,12.3351,2.75843
10.145,9.73201,-0.727946,17.359,8.7774,-9.25563,-2.08875,6.71479,24.2239,9.76877
-4.54148,8.86549,14.8796,9.79981,-12.4559,-2.37817,-3.57995,2.25088,31.0619,2.72661
2.98033,9.20308,14.083,-15.5547,0.120041,0.675521,1.6055,2.84666,31.6801,-1.88587
9.1998,13.7035,-8.67733,-11.9314,-0.605912,12.1083,8.77639,13.9933,27.123,-4.3572
8.87813,7.06834,-16.1015,11.3385,6.68097,9.96635,28.4735,2.96376,-13.4571,-6.36423
6.08266,6.07641,-10.6873,-1.45617,27.005,5.26184,-19.9924,-14.6923,2.34563,0.0345059
7.19002,2.33516,-12.5298,-20.3144,17.7672,5.73636,-4.33331,-8.7404,-5.98551,-6.02929
6.11701,1.77478,-12.4678,-6.47265,-19.5509,6.04655,1.61134,2.99882,-2.3175,-5.51185
7.8941,0.5677,-8.31138,14.6498,-5.79086,5.84135,12.6269,1.49457,-1.72888,-2.08742
10.5302,-1.05161,-3.98343,13.716,17.0755,6.58148,9.16529,-2.84598,3.36838,2.28488
7.10124,-5.54991,-0.479838,10.7329,24.2794,-2.14082,6.78343,2.57184,6.91575,10.6249
-3.51427,-2.84352,-1.84551,10.3162,24.5214,0.734195,13.1357,16.323,8.11659,6.00902
