ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
0.1299995,0.9915864,0.46884,1.030064,0.4449782,1.208354,0.8275433,1.33801,0.7594366,0.5416189,0.4723597,0.6128057,0.824279,0.1653113,-0.04534854,-0.08952845,0.5079556,0.9881393,0.9879015,0.3104245,-0.0296296,0.3714619,0.200117,-0.2879571,-0.7570968
0.1177287,0.2575479,-0.74828,-0.130853,-0.2845238,-0.5630772,-0.6365148,-0.6699497,-0.5848423,-0.2447419,-0.8148178,-0.5854192,-0.9926063,-1.242235,-0.6949949,-0.2747495,-0.5941852,-1.073191,-0.1339684,-2.098576,-1.033748,-0.3573398,-0.898838,-0.7780965,-0.5673418
-0.9909324,-1.347295,-1.61799,-0.3520567,0.7002282,-0.2085336,-0.3610013,-0.4213146,0.1790391,-1.858437,-0.1147362,-0.1803974,-0.382801,-0.187225,-0.4223034,-0.5438945,-0.8856186,0.1837988,-0.4477851,-0.2676371,-0.7203926,-0.4925604,-0.203943,-0.285527,-0.5508814
1.940631,1.983776,1.04251,0.9562758,1.101899,1.456561,0.7709587,1.671531,0.8148339,2.091651,2.032115,1.584761,2.110745,1.697111,1.95266,2.184302,1.461646,0.6565627,1.539785,2.482647,0.4198479,1.66582,1.30826,1.745736,1.526384
0.788248,0.2053097,0.309855,0.6248883,0.9442757,-0.3106114,0.4611528,0.5421842,-0.2926501,1.476556,0.2727119,0.3116104,0.6454016,1.197744,0.9130113,0.1505715,0.6375038,0.8736021,1.023459,1.032295,-0.4301716,0.2471502,0.5212,0.4509412,-0.5105811
-0.2466839,0.4505475,-0.30555,0.5128942,1.537819,0.6111574,0.108297,0.501262,0.75265,0.8460496,0.0521716,0.1963509,0.4892399,0.2550707,1.038113,-0.6895056,0.2978665,0.1431171,0.3953634,1.469284,-0.7430465,0.06016117,0.652492,0.1305673,0.7876387
1.562815,1.316467,0.59006,0.8876234,1.295762,1.317227,1.007142,1.311082,1.099589,1.80564,1.006341,0.9615305,1.081507,1.209383,0.8008093,1.126478,1.085229,-0.1184069,0.6562729,0.5956953,1.103911,0.5264165,0.41869,0.5237174,0.9646721
1.525198,1.137105,2.093223,0.8024125,0.9926813,0.9541875,1.158911,1.235506,1.649355,0.9412068,0.5540426,0.8078988,0.6002414,1.533575,1.648586,0.899715,1.021279,1.843466,1.802898,1.284214,-0.2607853,0.5289105,0.14444,0.5891063,0.8252999
-0.6366845,0.04124759,0.78251,-0.6526,-0.3677532,-0.1817142,-0.1834351,-0.3768532,-0.568753,-0.6653809,-0.5700932,-0.8206444,-1.076916,-0.5766631,-1.167869,-0.9131204,-1.42647,-0.04067134,0.1203871,-1.011515,-0.880619,-1.239027,-0.87071,-0.7084892,-0.2633628
-0.6790147,-0.7621499,0.073166,0.1665996,-0.1931559,-1.343968,-0.747165,-0.151863,-0.951709,-0.7206947,-0.965882,-0.6869909,-0.622618,-0.5039867,-0.2866613,-1.2363,-0.6212614,-0.14905,-0.2231019,0.3728326,-1.630989,-1.393438,-0.74057,-0.7001103,-1.005369
-0.9000297,0.5516534,0.363803,0.8613369,0.3765198,0.1354407,-0.201621,-0.1384857,0.1763932,1.271789,0.6974385,-0.1370489,0.1768707,-0.2189346,-0.2297,-1.031634,0.2201126,-1.03103,0.5284787,-1.318217,-0.8739466,-0.5626847,-0.21219,-0.8928221,-0.9956457
-0.2823624,-1.042761,-0.767853,0.5873337,0.3490017,0.5479535,-0.3188861,-0.09837864,-0.2315087,-0.7437943,0.09788307,-0.5363041,-0.287751,-0.8864076,-0.4897181,-0.5600622,-0.4445148,-1.645306,-0.2004315,-0.4250369,-0.2463162,-0.945446,-0.04834,-1.190934,-0.5807075
-1.249002,-1.194058,-1.64603,-0.6684588,-0.7455264,-0.7171458,-1.03152,-2.011313,-0.8436525,-1.397682,-0.711515,-1.366941,-1.625056,-1.707282,-1.172344,-0.985764,-1.774955,-1.387887,-0.9047431,-1.414844,-1.294231,-1.028271,-0.79569,-2.493167,-1.064345
-2.86712,-2.377431,-2.832986,-1.04263,-1.388526,-2.540035,-1.718176,-1.901995,-2.787102,-1.933055,-1.652788,-1.661841,-1.624654,-3.241453,-0.6667172,-1.617859,-1.88009,-2.112757,-1.772965,-1.510624,-1.808718,-1.201816,-0.82438,-1.661579,-1.775218
-1.047736,-1.541359,-1.441226,-0.2678555,-0.8961285,-0.4071192,-0.9845716,-0.6332306,-0.9807009,-0.8614551,-0.588118,-0.7771603,-0.441987,-0.1023871,-0.848015,-0.3447076,-0.4241222,-1.414191,-1.002665,-0.3287414,0.9562721,-0.9983747,0.32495,-0.8850213,-0.9307823
-1.046781,0.3710428,0.05957,-0.358203,-0.03015116,-0.7755478,-0.6574752,-0.4246272,-0.3302733,0.4260081,-0.5579074,-0.6788087,-0.7249989,-1.40756,0.6613066,-0.317245,-0.9337804,-0.5363201,-0.4833306,-0.5206153,-0.9482875,-1.001038,-0.18202,-0.9167017,-0.9416188
-1.531607,-1.462868,-0.427662,-1.105903,-0.4853774,-1.461118,-1.088364,-1.375548,-0.7912746,-1.022384,-0.5230174,-1.157278,-1.033646,-1.213714,-1.212175,-0.04156361,-1.193969,-0.5031763,-1.435954,-0.5324084,0.6907949,-0.5135337,-0.06965,-0.2796081,-1.014524
-1.470754,-1.250535,-0.837582,-1.273509,-0.347996,-0.5814929,-1.132407,-0.5525838,-0.3196838,-0.6663667,-1.043174,-1.041696,-0.4574935,-0.6142799,-1.480145,-0.8827319,-0.5180411,-2.151109,-1.196004,-0.4711446,-0.7551954,-0.5649602,-0.372464,-1.158035,-0.5684652
0.08692711,0.06329902,0.60066,0.196323,-0.1847959,0.6452769,0.3285293,0.291466,0.719969,0.6599255,1.092306,-0.01358143,-0.5659094,0.487094,1.205006,1.20066,0.6147399,0.328689,0.3906355,0.3072293,0.5941384,0.7246495,0.932906,0.4926915,0.6337411
-0.2108525,-0.4488774,-0.2775679,-0.4887108,0.9021893,0.6242843,0.4726535,0.1453268,0.3333667,0.06590419,0.3808259,0.383072,0.06064355,0.1133592,0.6650657,0.246244,0.3509803,0.05747619,-0.06904476,1.380226,-0.3430693,0.1100778,0.009931,0.01578971,-0.2142256
-1.269024,-0.822446,-0.92978,-1.146649,-0.6934206,-1.082509,-1.08781,-0.8986874,-0.1591389,-0.5890706,-1.218673,-1.076531,-0.3526175,-0.3892844,0.3242969,-0.1002547,-0.9832678,-2.040275,-0.6741352,-0.5719512,-1.153336,-0.866379,-0.90029,-1.28157,-1.393097
-1.165943,-0.9547438,-0.701113,-0.4650761,-1.300922,-1.38092,-0.8663411,-1.176804,-0.7121837,-0.6584324,-0.6159394,-1.732706,-1.056317,-1.247657,-2.187336,-1.134321,-1.362789,-1.478547,-1.774997,-0.7690336,0.1792634,-0.4090881,-0.59254,-1.397699,-1.262796
-1.066042,-2.282379,-1.266007,-2.131871,-0.7818266,-2.157026,-1.244423,-1.246276,-1.868885,-0.6062127,-2.106959,-0.8321271,-1.246265,-1.473424,-2.491325,-1.197105,-1.358629,-1.34899,-1.348874,-1.248309,-1.283597,-0.9201621,-0.66396,-1.789139,-1.203445
-0.7849971,0.7542349,-0.141505,-0.6244113,0.09584768,-0.4937086,-0.2139741,-0.005373048,-0.702961,-0.9159237,-0.3395444,0.1699887,-0.7096698,-0.4234608,-1.265274,-0.6969782,-0.1390708,0.7735618,-0.08942675,-1.360334,0.1103172,-0.5642748,0.397191,0.4425124,-0.661592
-0.7452621,0.8915663,-0.420215,0.241514,-0.4910728,-0.6183214,-0.0898819,-0.4338457,0.1971544,-0.596931,-0.5792213,-0.6412174,-0.4557064,0.2257944,0.3865333,0.1836281,-0.06488403,-0.6635216,0.330199,-0.2549632,-0.2106968,-0.07424661,0.82638,0.4155372,0.1656612
-0.3468543,-1.74739,-1.61231,-0.4370287,-1.05125,-0.7366875,-0.8960603,-0.3685567,-0.4702091,-0.9288376,-0.7113814,-0.8962782,-0.592193,0.2162336,-0.8181398,-1.018295,-0.300273,0.2347501,-0.735472,-0.731081,0.7037874,-0.3117903,0.41876,-0.9151651,-0.3615263
-0.4437509,-0.06270677,-0.289932,-0.4655515,-0.5960521,0.6081426,0.2298862,-0.159746,-0.7416196,-0.4642325,0.3273733,0.3065507,-0.4284064,-0.3276857,-0.6151642,0.5762192,-0.4831898,0.1627686,0.2049363,-0.3086791,0.3765491,0.9589251,-0.23074,-0.3504493,0.0222414
0.4603214,1.309895,0.439918,0.4531575,0.5532169,0.1190757,1.247685,1.090284,0.1961108,0.4467776,0.2515261,0.6635678,0.2237763,0.1570899,1.139585,0.5648443,0.6022293,1.459337,0.4656365,0.5293363,0.6692852,0.3177059,-0.48181,0.6084804,0.4880344
-0.6536654,-0.5422299,-0.675262,-1.512009,-0.882599,-1.177795,-1.234597,-1.131623,-0.6008512,-0.9550885,-1.785805,-0.8753407,-0.8473837,-0.8441346,-0.8210716,-1.622819,-1.587226,-1.540084,-0.4308168,-1.241037,-1.008396,-1.16387,-1.20287,-2.100101,-0.412671
-0.5424852,-0.9913228,-0.999602,-0.2009491,-0.3241258,-0.9331051,-0.4745572,-0.2454824,-0.7404169,-0.5430638,-0.7629269,-0.5871194,-0.6472213,-1.480525,-0.6402923,-0.08465669,-0.4726468,-0.1675395,-0.7760354,-1.074039,-0.8413281,-0.4989474,0.65751,-0.5394612,-0.5848872
0.01360863,0.4913276,0.462659,0.8353167,0.2161248,0.528472,-0.2507833,0.1548832,0.3804318,1.113451,0.9497241,-0.2665511,0.4414598,1.148448,1.053711,0.6224883,-0.004096835,0.9006667,1.452277,0.6447984,0.3965657,0.8910973,2.15198,0.6811855,1.378103
0.6992341,-0.2933412,-0.999281,0.403158,-0.04444713,-0.194081,-0.2501311,0.220909,-0.8280502,-0.1504264,0.1666795,-0.2654323,0.09876678,-0.4289171,-0.133619,-0.7370134,-0.3316283,-0.5791103,0.1695597,0.4692884,-0.5202257,-0.627416,0.333,0.132778,-0.1871745
-0.8336188,-1.010369,-1.469955,-0.2686319,-1.083468,-1.90803,-1.569227,-1.081405,-1.534296,-0.8035703,-1.285867,-1.269258,-1.253117,-0.3690246,-0.3752243,-0.7960571,-1.754935,0.2325987,-0.8523003,-0.7692119,-0.864681,-1.629562,-1.41938,-1.628967,-1.76991
