ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
0.1299995,0.9915864,0.4905345,1.030064,0.4449782,1.208354,0.8275433,1.33801,0.7594366,0.5416189,0.4723597,0.6128057,0.824279,0.1653113,-0.04534854,-0.08952845,0.5079556,0.9881393,0.9879015,0.3104245,-0.0296296,0.3714619,0.1303855,-0.2879571,-0.7570968
0.1177287,-0.3039721,-1.158954,-2.228763,-0.07150383,-0.9607999,-0.6365148,-0.6699497,-0.587785,-0.1687109,-0.8148178,-0.5854192,-0.9926063,-1.115025,-0.9528249,-0.5325795,-0.5941852,0.2055587,-0.7359284,-1.771136,-0.5485786,-0.3573398,-0.9146062,-0.6939966,-0.5673418
-0.9909324,-1.090502,-1.756985,-0.2331787,0.3454681,-0.5556166,0.2409587,-0.4213146,0.1001061,-0.8317372,-0.1147362,-0.1803974,-0.777581,-0.3833649,-0.4512504,-0.5728415,-0.8856186,-0.7136212,-0.2430551,-0.1059571,-0.2243926,-0.4925604,-0.2041664,0.8019,-0.5508814
1.940631,2.559906,1.599364,0.005845772,1.794349,1.691001,0.5662287,2.51353,1.490054,2.17595,2.032115,1.584761,1.872332,-0.1788892,1.64842,1.808652,1.134206,1.652213,1.704725,2.065767,1.553925,1.66582,1.425453,1.378386,1.526384
0.788248,0.3407617,0.1541753,-0.05464267,0.6167358,-0.4293504,0.2962128,0.4629843,-0.2038091,1.290336,0.2727119,0.3116104,0.1344666,0.5221295,0.5235213,-0.3347985,0.4758238,0.3028571,0.9331642,0.6509854,-0.3557716,0.2471502,0.7717847,0.8551012,-0.5105811
-0.2466839,-0.02198847,-0.1133947,-1.260296,0.9138491,0.3712474,0.198592,0.06692498,0.3259,0.8750136,0.0521716,0.1963509,0.1632099,-0.7416093,1.370843,-1.100256,0.7147465,0.1308271,0.2588434,1.224794,0.0910335,0.06016117,0.2471048,1.032612,0.7876387
1.562815,1.488081,1.70428,2.154203,1.051222,1.228365,1.143662,1.224742,0.9596694,1.06416,1.006341,0.9615305,1.144857,1.73594,0.7432473,1.093676,1.466539,0.6256622,0.5568959,0.5563593,0.03586303,0.5264165,0.2563272,0.5434074,0.9646721
1.525198,0.4911697,1.410302,1.117352,1.010996,0.7136375,1.258288,1.200806,1.282435,1.219007,0.5540426,0.8078988,1.074819,1.498165,1.560736,0.455945,1.265769,1.577716,1.450659,1.205479,-0.2092033,0.5289105,0.3880063,0.3845783,0.8252999
-0.6366845,-0.6549464,-0.4535138,-1.2389,-0.3181962,-0.4804032,0.1688049,-1.050063,-0.941643,-0.6695293,-0.5700932,-0.8206444,-0.7831357,-0.5834731,-1.164317,-0.3941489,-1.387134,-0.2151114,-0.2249328,-1.110537,-0.954459,-1.239027,-0.5412784,-1.608276,-0.2633628
-0.6790147,-1.13109,-0.4332109,0.1864796,-0.2828539,-0.2235684,-0.401845,-0.291151,-0.372119,-0.5764548,-0.965882,-0.6869909,-0.754487,1.553983,-0.4923313,-1.87549,-0.5425264,-0.1126207,-0.4855319,0.1332927,-1.52925,-1.393438,-1.290131,-0.4667623,-1.005369
