ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
0.1299995,0.9915864,0.4905345,1.030064,0.4449782,1.208354,0.8275433,1.33801,0.7594366,0.5416189,0.4723597,0.6128057,0.824279,0.1653113,-0.04534854,-0.08952845,0.5079556,0.9881393,1.00067,0.3104245,-0.0296296,0.3714619,0.1303855,-0.2879571,-0.7570968
0.1177287,-0.3039721,-1.295943,-0.695533,-0.6636669,-0.1779799,-0.08602477,-1.68663,-0.587785,-0.1687109,-0.8148178,-1.021999,-0.9926063,-0.611075,-0.9528249,-0.5325795,-0.4802752,-1.271191,-0.800238,-1.771136,-0.5485786,-0.3573398,-1.536506,-0.2451265,-0.002661784
-0.9909324,-1.090502,-0.375525,-0.2789888,-0.06802687,-0.02076465,-0.1135413,-1.032805,0.1001061,-0.8317372,-0.1147362,0.2001625,-0.382801,-0.05454496,-0.4512504,-0.5728415,-0.2575986,-1.066231,-0.648569,-0.1059571,-0.4822226,-0.4925604,-0.5475065,-0.09440704,-0.6239494
1.940631,2.009416,0.9912125,1.134586,1.283419,1.831221,0.4199587,0.8382705,1.490054,2.17595,2.032115,1.881411,2.110745,1.051701,1.64842,1.880062,1.407296,0.7140827,1.134811,2.065767,1.524978,1.66582,1.032973,2.021246,1.348074
0.788248,0.09330171,0.2954953,0.5891873,0.3092057,0.1138806,0.6699528,0.1505643,-0.2038091,1.290336,0.2727119,0.8141004,0.6454016,0.8994545,0.5235213,-0.2389185,1.348794,1.227602,0.757671,0.6509854,-0.6600116,0.2471502,0.5877447,0.8306812,-0.47488
-0.2466839,0.3290115,0.5395393,0.07877416,1.200399,0.2496874,-0.110653,0.551132,0.3259,0.8750136,0.0521716,-0.03415912,0.4892399,0.6783407,1.370843,-0.3567756,-0.1515935,0.3086371,0.54832,1.224794,-0.2984565,0.06016117,0.1101348,0.7347673,1.221759
1.562815,1.279281,1.20734,1.000263,2.031112,1.263687,0.7100824,2.17462,0.9596694,1.06416,1.006341,1.18641,1.081507,1.159473,0.7432473,1.068915,1.013049,-0.3987949,1.25082,0.5563593,0.368593,0.5264165,1.068807,1.143047,0.8520321
1.525198,0.7101197,1.669787,1.005902,0.6008164,0.5241475,0.9295009,1.157766,1.282435,1.219007,0.5540426,1.274229,0.6002414,1.188015,1.560736,0.811865,1.258199,1.885539,1.03079,1.205479,-0.2667653,0.5289105,0.1838963,0.8105033,0.6218098
-0.6366845,-0.3578864,-0.5072191,-1.12505,-0.2596062,-0.2192642,0.1821849,0.03384783,-0.941643,-0.6695293,-0.5700932,-1.207674,-1.076916,-0.04135307,-1.164317,-0.909569,-1.44788,0.7285487,0.56831,-1.110537,-1.042309,-1.239027,-0.2047784,-1.836519,0.2090872
-0.6790147,-0.9016799,-0.1992729,-0.4759704,-0.1416739,-0.1436564,-0.484965,0.06712703,-0.372119,-0.5764548,-0.965882,-1.163851,-0.622618,-0.2333667,-0.4923313,-1.44197,-0.8359214,-0.6315,-0.15042,0.1332927,-1.525699,-1.393438,-1.611951,-1.20785,-0.3627993
-0.9000297,0.4548034,-0.04297283,0.7143869,0.3326438,-0.07991625,0.09894899,0.3073683,0.1250362,0.4087387,0.6974385,-0.08492386,0.1768707,-0.6394696,-0.1045,-0.9064344,0.5728076,-0.6644044,0.470704,-1.095197,-0.3281706,-0.5626847,0.001396003,-1.012958,-0.8486957
-0.2823624,-0.7340275,-0.238843,0.06684376,0.5045772,0.8981335,-0.3800521,-0.3032532,-0.6183187,0.05363575,0.09788307,-0.9239841,-0.287751,-0.5886046,-0.4959616,-0.5663057,-0.8933609,-1.693349,0.5315754,-1.156467,-0.5489616,-0.945446,-0.6055411,-1.010651,-0.06021747
-1.249002,-1.423514,-1.069298,-1.365089,-0.8994964,0.009344284,-1.29434,-1.811294,-0.9910526,-1.068172,-0.711515,-1.659431,-1.625056,-1.556752,-1.725324,-1.538744,-2.330265,-1.057297,-0.34343,-1.966574,-1.04004,-1.028271,-0.9861171,-2.016497,-0.3677154
-2.86712,-1.494991,-1.103519,-1.17598,-1.922076,-1.953455,-1.452246,-2.280094,-2.226082,-1.512925,-1.652788,-2.484621,-1.624654,-2.309783,-1.185727,-2.136869,-2.43694,-2.866597,-1.10533,-2.087344,-1.415118,-1.201816,-1.319305,-1.56515,-1.641868
-1.047736,-1.319257,-0.773236,-0.8998654,-0.1775585,0.3617608,-1.479032,-0.8001206,-0.6527508,-0.6344752,-0.588118,-0.3603403,-0.441987,-0.3331871,-0.858899,-0.3555916,-0.5017622,-1.726017,0.531719,-0.5065114,0.04733205,-0.9983747,0.3740407,-0.9332454,-0.2987723
