ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
0.1299995,0.9915864,0.4905345,1.030064,0.4449782,1.208354,0.8275433,1.33801,0.7594366,0.5416189,0.4723597,0.6128057,0.824279,0.1653113,-0.04534854,-0.08952845,0.5079556,0.9881393,0.9879015,0.3104245,-0.0296296,0.3714619,0.1303855,-0.2879571,-0.7570968
0.1177287,-0.3039721,-1.082923,-0.695533,-0.07150383,-0.6928099,0.1021752,-0.6699497,-0.587785,-0.1687109,-0.8148178,-0.5854192,-0.9926063,-0.805655,-0.9528249,-0.5325795,-0.5941852,-0.3964013,-0.7359284,-1.771136,-0.5485786,-0.3573398,-0.9146062,-0.4809765,-0.5673418
-0.9909324,-1.090502,-0.730285,-0.2789888,0.3454681,-0.9350467,-0.4605613,-0.4213146,0.1001061,-0.8317372,-0.1147362,-0.1803974,-0.382801,-0.567785,-0.4512504,-0.5728415,-0.8856186,-0.5088912,-0.2430551,-0.1059571,-0.4822226,-0.4925604,-0.2041664,0.382463,-0.5508814
1.940631,2.009416,1.683663,1.134586,1.794349,1.398274,-0.1066313,1.671531,1.490054,2.17595,2.032115,1.584761,2.110745,1.400461,1.64842,1.880062,1.461646,1.817153,1.704725,2.065767,1.524978,1.66582,1.425453,2.211056,1.526384
0.788248,0.09330171,-0.03204474,0.5891873,0.6167358,0.3903696,0.9653278,0.5421842,-0.2038091,1.290336,0.2727119,0.3116104,0.6454016,0.6952545,0.5235213,-0.2389185,0.6375038,0.2125621,0.9331642,0.6509854,-0.6600116,0.2471502,0.7717847,0.2568712,-0.5105811
-0.2466839,0.3290115,-0.08443069,0.07877416,0.9138491,-0.3211393,-0.06280297,0.501262,0.3259,0.8750136,0.0521716,0.1963509,0.4892399,0.4855807,1.370843,-0.3567756,0.2978665,-0.005692874,0.2588434,1.224794,-0.2984565,0.06016117,0.2471048,0.5037173,0.7876387
1.562815,1.279281,0.9627999,1.000263,1.051222,0.5641554,1.029357,1.311082,0.9596694,1.06416,1.006341,0.9615305,1.081507,0.9845034,0.7432473,1.068915,1.085229,0.5262852,0.5568959,0.5563593,0.368593,0.5264165,0.2563272,1.012157,0.9646721
1.525198,0.7101197,1.688102,1.005902,1.010996,0.9542285,1.721241,1.235506,1.282435,1.219007,0.5540426,0.8078988,0.6002414,1.067245,1.560736,0.811865,1.021279,1.225476,1.450659,1.205479,-0.2667653,0.5289105,0.3880063,0.5737233,0.8252999
-0.6366845,-0.3578864,-0.4576622,-1.12505,-0.3181962,0.1712038,-0.01292507,-0.3768532,-0.941643,-0.6695293,-0.5700932,-0.8206444,-1.076916,-0.1896331,-1.164317,-0.909569,-1.42647,-0.5604314,-0.2249328,-1.110537,-1.042309,-1.239027,-0.5412784,-1.569709,-0.2633628
-0.6790147,-0.9016799,-0.2889709,-0.4759704,-0.2828539,-0.8521984,-0.2682051,-0.151863,-0.372119,-0.5764548,-0.965882,-0.6869909,-0.622618,-0.02712669,-0.4923313,-1.44197,-0.6212614,-0.3750507,-0.4855319,0.1332927,-1.525699,-1.393438,-1.290131,-0.8210204,-1.005369
