ch0,ch1,ch2,ch3
0.178575,-0.29329,0.0399837,-0.120931
-0.147924,0.229362,0.136236,-2.17883
0.105067,-0.0603274,-0.168733,-0.374911
-0.099275,-1.38856,0.232325,-0.0642407
0.0956987,1.41658,-0.0602111,-0.658414
-0.092128,-1.45379,0.108742,-0.328483
0.0881582,1.44722,-0.0331792,-0.411074
-0.0767491,-1.52719,0.0714082,-0.172648
0.248001,0.955592,-0.167871,0.321023
-0.328629,0.0616189,0.125312,-0.159093
0.425091,-0.151636,-0.218264,-0.0607864
-0.408035,1.01641,0.322116,-0.106353
0.401631,-0.755066,-0.400988,0.147619
-0.533479,0.593813,0.343154,-0.361885
0.51382,-0.41229,-1.09519,-0.256004
-0.167479,0.214549,0.624166,-0.498718
0.035327,0.032324,-0.850113,-0.314742
-0.807579,0.0341775,0.318459,-0.336705
0.247576,0.251245,-0.13617,-0.160676
-0.236454,-0.424304,0.240221,0.910887
1.58422,0.44757,-0.240034,-0.0125992
-1.38322,-0.852113,0.241494,-0.15145
1.79955,1.21289,-0.635044,0.139045
-1.73231,-0.867521,0.914587,-0.302477
1.9409,1.42722,-0.90287,-0.483276
-1.87047,-1.65506,0.986591,-0.599385
1.82374,2.04376,-0.92086,-1.3715
-1.7576,-2.40589,0.940184,-0.811207
1.67545,2.44403,-0.956046,-0.740299
-1.6127,-2.78366,1.00349,-0.81759
1.54173,3.4553,-0.948263,-0.492717
-1.26018,-3.84288,1.06336,-0.842694
1.2139,4.14606,-1.00358,-0.999449
-1.1622,-4.4456,0.844118,-1.08777
1.11499,4.81722,-1.69685,-1.10291
-0.875024,-5.23863,1.08171,-1.44658
0.803157,5.52563,-0.928521,-1.84899
-0.74441,-5.74012,0.901857,-1.24547
0.712315,6.07154,-1.08555,-1.31657
-0.768645,-6.29563,0.795181,-1.70461
0.728248,6.50019,-1.38374,-1.45034
-0.753162,-6.75502,0.829527,-1.64228
0.724098,6.96168,-0.694437,-1.51166
-0.700981,-7.15815,0.376733,-1.5023
0.677868,7.34899,-0.600193,-1.40541
-0.634524,-7.52799,0.584019,-1.48846
0.610528,7.68316,-0.611122,-1.71165
-0.58775,-7.83779,0.592434,-1.5921
0.568236,7.89816,-0.544278,-1.57844
-0.56277,-8.03341,0.558212,-1.28312
0.577285,7.94011,-0.536674,-1.50462
-0.496003,-8.08152,0.509032,-1.57629
