ch0,ch1,ch2,ch3
0.0690232,-0.303904,0.151855,0.058744
-0.0137513,-0.253377,0.111231,-0.190489
-0.00704293,-0.19116,0.0973597,-0.0136972
-0.00360714,0.393854,0.303268,-0.191763
-0.542137,0.267449,-0.199013,0.169513
-0.172272,1.32312,-0.105157,-0.61022
-0.0665775,0.828043,0.1652,-0.124954
-0.058563,0.504565,0.20458,-0.262085
-0.0304987,0.319865,-0.451274,-0.0303641
-0.00271866,1.59912,-0.466553,0.312224
-0.00317765,1.10917,-0.452044,-0.110954
-0.00305793,0.782453,-0.44185,0.0635766
-0.308478,-0.598155,-0.62429,0.160817
-0.140935,-0.558009,-0.61496,0.461946
-0.0719915,-0.716552,-0.499036,0.344156
-0.034804,-0.535959,-0.474325,0.361517
-0.373548,-0.140065,-0.452442,0.320574
0.258466,-0.29607,-0.447044,0.221854
0.132745,-0.305499,-0.640233,0.268512
0.0621848,-0.283436,-0.694578,0.292343
0.867245,-0.233484,-0.715668,0.364318
0.444162,-0.617925,-0.678455,0.364109
-0.0778067,-0.536781,-0.884518,0.29095
-0.046504,-0.413894,-1.1942,0.469228
-1.22207,-0.31209,-1.1686,0.52233
-0.510336,-0.949464,-1.20869,0.493942
-0.2686,-1.40604,-0.973188,0.624922
-0.17851,-1.1184,-0.864027,0.569554
0.031928,-0.871822,-1.17049,0.524485
-0.433739,-0.620636,-1.08852,0.586422
-0.206796,-0.549714,-1.07842,0.491875
-0.985727,-0.436993,-0.963552,-0.0604899
-0.533887,-0.891945,-0.893634,0.619625
-0.448067,-0.899904,-0.585124,0.922186
0.0829948,-0.859646,-0.538217,0.227361
0.59343,-0.642582,-0.406681,0.425138
0.300359,-1.90058,-0.419665,0.280611
0.213259,-1.53136,-0.53902,0.462742
0.10864,-1.17655,-0.599501,1.55363
0.0739728,-0.833234,-0.6501,0.100795
-0.0047819,-0.621219,-0.664318,0.54594
-0.501015,-0.709711,-0.671008,0.245178
-0.842819,-0.51281,-0.628822,0.414879
-0.426038,-0.80121,-0.188922,0.323034
0.917213,-0.791859,-0.120226,0.213355
0.471719,-1.02057,0.695278,0.217121
0.22716,-0.927291,0.635624,-0.200273
0.815342,-0.764212,0.370905,-0.118687
0.418925,-0.983016,0.311664,0.0200708
0.214663,-0.924181,0.147165,-0.0984191
0.111554,-0.708843,0.206342,0.149986
0.0569019,-0.551731,0.0610892,-0.141439
0.0261791,-0.402571,0.521645,0.154739
-0.282068,-1.00994,0.372361,-0.225836
-0.131843,-0.864218,0.355166,1.05241
-0.0676104,-0.676603,0.39098,-0.352098
0.135203,-0.517841,0.224485,0.0797824
0.064229,-1.19328,0.0919764,-0.0136256
-0.659926,-0.873363,0.0378279,0.210739
-0.338089,-0.587485,0.0200068,0.101529
0.317742,-0.584495,0.132923,-0.0283631
0.157099,-0.590722,0.127558,0.0875942
0.00999763,-0.534819,-1.65811,0.0259819
-0.164926,-0.640874,-1.67035,0.721241
-0.200237,-0.531516,-0.997552,0.600361
-0.10526,-0.528519,-0.498167,0.0685443
-0.218206,-0.430517,-0.293036,0.692649
0.224152,-0.35106,-0.269742,0.0375467
0.112545,-0.286865,-0.20151,0.263131
0.0577696,-0.238625,-0.266053,0.121377
0.327092,-0.677861,-0.298961,0.18313
0.50727,-0.664986,-0.307427,0.302827
0.258843,-0.580583,-0.274216,0.480967
0.136228,-0.720633,-0.392925,0.165027
0.109482,-0.391871,-0.475346,0.478964
