ch0,ch1,ch2,ch3
-0.0199878,0.0282837,-0.335937,-0.115264
-0.00828314,0.0238615,-0.178044,0.119369
-0.0123258,0.128483,-0.0691133,0.082379
-0.351102,0.117416,-0.120614,-0.00439399
-0.0621823,0.910024,-0.503242,-0.0209039
-0.0103123,0.0267269,-0.556305,0.30207
-0.0286821,0.0257581,-0.282888,0.564039
0.0215992,0.0502719,-0.135032,0.538712
0.530007,0.0363722,-0.0524108,0.401524
0.078624,-0.10681,-0.00275894,0.404861
0.046691,0.238925,0.184015,-0.173831
0.612356,0.192232,0.117992,0.192108
0.0958164,0.54276,0.0639824,0.120656
0.380914,0.436282,0.443029,-0.0248174
-0.0184454,0.277663,0.25595,0.267581
-0.00290325,0.113654,-0.165053,0.307503
0.218058,-0.0040719,-0.12711,0.249845
0.0620653,-0.0666527,-0.0642658,0.944611
0.00890457,-0.079196,0.402607,0.451493
0.078676,-0.239609,0.691774,-0.427002
0.0167929,-0.231048,0.0534727,1.80169
0.0161766,-0.194596,0.0549004,1.2152
-0.00216293,-0.170487,-0.316563,0.796965
0.00059981,-0.117047,-0.141218,0.824561
0.00362806,-0.0995069,-0.0344973,0.589061
-0.011847,-0.0856628,-0.0156533,0.20181
-0.916962,3.82034,-0.00812085,0.0130607
-0.131565,3.46472,-0.00564055,0.148187
1.4611,2.96278,-0.276264,0.24238
-1.69838,2.19331,-0.182862,0.550218
-0.319754,2.15253,0.330301,0.687842
-0.0470331,1.59573,-0.437416,1.08053
-0.00479205,1.37029,-0.240152,1.19517
0.143779,1.16687,-0.366554,1.06036
0.133887,0.933786,-0.171851,0.318277
0.240839,0.845896,-0.000616377,0.75961
0.302755,1.75824,0.0585587,0.461501
0.0151322,1.39752,0.12345,0.784218
0.00215242,1.18078,-0.370487,0.643317
-0.012184,1.006,0.147306,-3.74232
0.00656472,0.859927,0.0411821,-4.107
-0.00436631,0.765433,0.103124,-3.00739
-0.079275,0.657595,-0.208604,-2.16381
0.693383,0.571542,-0.0944387,-1.48603
0.0991042,0.438247,-0.0915271,-1.07386
-0.0118453,0.442912,0.225548,-0.386287
0.0544059,0.246356,0.157824,-0.296699
-0.169722,0.234544,0.143718,-0.193216
-0.0370984,0.245823,0.0900712,-0.463056
-0.039903,0.19588,-0.0231614,-0.377371
-0.775244,0.0736728,-0.0313826,-0.388599
-1.98425,0.221861,-0.0313487,-0.489437
-0.284597,0.0832697,-0.325738,-1.81204
