ch0,ch1,ch2,ch3
-0.604052,-0.0442669,0.229588,1.52896
-0.2542,0.0777378,-2.26095,-1.05189
-0.11054,0.0482096,-0.808638,0.346299
-0.0461838,-0.355896,-0.322953,-0.692457
-0.0439213,0.0835784,-0.031705,0.181099
-0.0183364,0.0851335,0.133933,-0.177519
-0.0185196,-0.0221994,0.0262624,0.196973
-0.234533,0.132104,-0.00600845,0.114462
-0.0286415,0.0317644,0.00190838,-0.451395
0.056502,-0.155276,-0.116143,0.360828
0.523224,-0.00727519,0.127016,-0.393634
0.218349,0.170243,0.0677228,0.380643
0.0844878,0.0705067,0.330794,-0.290501
0.019036,-0.0200177,0.223993,0.703809
-0.361911,0.00201871,0.0994224,-0.419349
-0.0562189,-1.42419,0.0370726,0.400703
-0.156948,0.318109,-0.218579,-0.103422
-0.231913,-0.662186,-0.106893,-0.0980937
-0.0976448,0.17208,-0.137747,0.145512
0.28749,-0.0255595,-0.212164,-0.227721
0.121293,-0.0305534,-0.285754,-0.273962
-0.0566921,0.000890809,0.126609,0.306076
-0.0599027,0.00696346,0.106911,-0.0909066
-0.000554055,-0.211296,-0.0816708,0.162398
-0.000644757,0.0327916,-0.286621,-0.133276
-0.0457157,0.0665733,-0.0590639,0.504654
-0.0202939,0.842121,-0.0126547,-0.450475
0.0328903,-0.340867,-0.0312575,0.204476
0.785399,0.0778089,0.193939,-0.118498
0.135169,0.0340414,0.0607869,0.244847
0.0318241,-0.0130689,0.453471,-0.144082
-0.0386466,-0.00202558,-0.00345064,-0.0600161
-1.43177,0.188929,1.17668,0.0742165
-0.676298,0.695807,0.0794688,0.407996
-0.389548,-0.0772919,0.486104,-0.39369
-0.0205593,-0.00167523,0.494282,0.58509
-0.00880874,-0.300213,-0.186901,-0.190678
-0.431421,0.10794,-0.0408186,0.0971433
-0.152984,0.281602,-0.082343,-0.119044
-0.068361,-0.0438911,-0.404606,0.0166319
-0.558187,0.0181996,-0.179573,-0.210227
-0.254166,0.0585785,-0.131312,0.526312
-0.126453,0.954352,-0.58705,-0.50128
-0.119503,-0.280054,-0.241277,0.155922
-0.0498649,0.12225,-0.133734,-0.234661
-1.15723,-0.044251,0.0915284,0.125703
-0.484819,0.154432,-0.0208523,-0.0402905
-0.098303,0.0378748,-0.581467,0.0161475
0.0210001,0.203674,-0.604912,-0.347736
0.144857,-0.0476732,-0.186737,-0.121093
0.200711,-0.0410087,-0.0178111,0.641696
0.412916,-0.0303354,0.368286,-0.691088
0.0324516,-0.140801,0.203171,0.840136
0.0740555,0.119032,0.294203,0.0589174
-0.613507,-0.0353343,0.0788098,-0.00312174
-0.277923,-0.425875,-0.576137,-0.0219013
-0.817668,0.128889,-0.417454,-0.316822
-0.226054,0.0441842,-0.257661,0.0942935
0.142923,-0.552156,-0.466472,-0.221584
0.0588709,0.0985665,-0.909365,0.0146864
0.583467,-0.0290454,-0.0283001,-0.621547
0.212758,-0.0929148,0.0746994,0.228354
0.0891234,-0.0299547,0.363033,-0.119248
0.0375481,-0.201199,0.113783,0.326753
-0.104853,-0.17789,0.514023,-0.135889
-0.0353544,0.73222,0.232903,0.512624
0.714233,-0.435203,-0.056234,-0.378378
0.190375,0.0332842,-0.352765,0.320762
0.152181,-0.0226551,0.340621,-0.451684
0.0631348,-0.0140903,0.181705,0.681703
0.580519,-0.996964,0.136327,-0.426073
0.253568,0.2725,-0.190531,0.580093
0.136733,-0.141725,0.306805,-0.474536
0.0836623,1.01337,0.222182,0.567054
0.0364569,-0.244443,0.139889,-0.189039
-0.256703,-0.127055,-0.528759,0.313425
0.162407,0.213753,-0.0697866,-0.505625
-0.189741,-0.0747569,-0.0512871,0.320049
-0.0778195,0.0407925,0.127252,-0.270782
-0.00931704,0.0765927,-0.0927439,0.339877
-0.0627175,-0.116255,-0.0527594,-0.421423
-0.0258661,-0.228533,-0.0105505,0.256513
0.1485,0.0531926,0.814307,-0.197662
0.061966,0.0659607,0.148575,0.565738
-0.0443205,-0.0228376,0.123937,-0.455045
-2.49732,0.00326136,0.0645237,1.51667
-1.13389,0.389898,-0.0138578,-1.15504
-0.493814,0.130284,-0.906055,0.821421
-0.219836,0.0291661,-0.775471,-0.878321
-0.180208,0.987681,-0.475859,0.282054
-0.0698282,-0.204189,0.155466,-0.480068
-0.0481206,0.0554046,-0.087627,0.502439
-0.0202114,-0.0835101,0.654022,-0.454004
0.0228806,0.0424862,0.73801,0.676265
-0.0530507,0.119682,0.134822,-0.314085
-0.0248431,-0.0198741,0.0422115,0.304148
0.994815,-0.305532,2.37835,-1.11281
0.481955,-0.0266243,-2.21926,1.2673
-0.0153243,-0.0511099,-0.0093615,-1.43438
-0.00644537,0.0185189,0.0131933,1.11852
0.0152974,-0.207178,-0.631887,-0.799083
0.19405,0.0463557,-0.389306,0.335168
0.0813059,-0.0775027,-0.0815779,-0.517091
0.0189914,0.0708509,1.05791,1.46366
-0.031061,-0.0178438,0.294353,-0.613959
0.0138799,0.00677162,0.0635469,0.169614
