ch0,ch1,ch2,ch3
-0.0679968,-0.356397,-0.0496495,0.44545
-1.56089,-0.211778,0.00350192,0.657925
-0.452863,-0.746791,-0.0279865,0.456304
-0.0103204,-0.663554,-0.718262,-0.749526
-0.3506,0.363209,-0.00623129,-0.0607099
0.321694,-0.0320602,0.0203798,-0.256617
0.101087,0.216466,-0.173496,-0.00921759
1.85606,0.387369,0.0121726,-0.0569006
0.650871,0.811434,-0.0718258,1.28927
0.21681,0.8044,-0.836512,0.733252
0.263104,0.426779,0.190029,0.666771
0.0893107,0.374792,0.00713939,0.481615
0.0304854,0.706248,-0.12647,0.262762
0.0103765,0.375011,-0.897037,0.122024
0.00314358,0.15548,0.771022,0.283486
0.0265766,0.164272,-0.426974,0.526008
0.0622807,-0.0451337,0.000720602,0.300595
0.0255754,0.152596,-0.0332984,0.311214
0.604192,0.0948761,0.287635,0.163084
-0.0448172,0.651575,-0.143059,0.470309
-0.0251558,-0.454762,-0.206287,0.194926
0.0475549,-1.08094,-0.115329,0.991115
-0.146699,-0.374857,0.0395095,1.97304
0.333208,-0.260099,-0.0698168,2.20142
0.149136,0.044724,-0.507224,2.26587
0.0499533,0.406211,0.0756943,2.34247
0.032175,0.243309,-0.0668854,2.03063
-0.00928118,0.146921,-0.0141882,1.60365
-0.328544,0.0623821,-0.00861322,1.35515
-0.0483562,-0.563037,-0.0187681,1.25899
0.0674933,-0.5462,-0.111163,1.54419
0.0230253,-0.142537,0.631066,2.04381
0.00780287,0.0498235,-0.226141,2.39865
-0.959834,0.137169,0.0676998,2.43519
-0.38341,-0.456827,-0.0337045,2.33134
-0.140036,-0.508359,-0.431128,2.47198
-0.0461857,-0.395805,-0.0789696,2.70526
0.250041,-0.251819,-0.0559217,2.81593
0.0707154,0.0321749,0.0199301,3.02211
-0.0235155,0.18744,-0.0911097,2.86166
0.0792952,0.0791879,0.00893858,2.53503
0.0266719,0.0903684,-0.0148434,2.42438
-0.247315,0.0633494,-0.00789719,2.25181
0.097085,-0.123584,-0.00760546,2.10087
-0.0301479,-1.43124,-0.140269,2.24861
-0.0279183,-0.883342,0.0190822,2.70512
-0.119859,0.675284,-0.0207409,3.37307
-0.0360057,0.245655,-0.00321926,2.86448
0.11157,0.102453,0.067877,2.4667
0.0325194,0.123785,-0.0715115,2.31734
0.017249,0.0845001,0.0137468,1.0498
-0.00463226,0.0100618,-0.265038,1.06149
1.27416,0.0257056,0.113038,1.16449
0.771232,-1.13626,-0.0538053,1.01949
0.240279,0.0744394,-0.574822,1.46043
0.0961859,0.23455,-0.0983718,1.54819
0.115612,0.116453,-0.0675958,1.31942
0.0469307,0.128489,-0.324281,1.18468
-0.0276729,0.118099,0.0860653,1.17596
-0.00980718,0.0444588,-0.04622,0.911202
0.03507,0.132149,-3.31031,0.857928
0.020644,0.0900333,1.50862,2.12709
-0.0559064,0.0661114,-0.651565,2.61722
-0.0100211,-0.0632294,0.217832,0.0981388
-0.107856,-0.054437,-0.337828,0.223515
-1.00608,-0.0656398,0.25187,0.0828153
-0.340464,-0.545352,-0.165419,0.0773942
-0.0293299,-0.456097,-0.521458,0.42994
-0.00131168,-0.251847,0.0614578,0.88215
0.316571,-0.142995,0.0502819,0.679664
0.642788,-0.090627,0.0274423,0.718024
0.222278,0.352222,-0.163779,0.746008
0.0487098,0.317648,-0.752738,0.581274
0.0164986,0.203823,-0.385175,0.700623
-0.298665,0.0753985,0.107803,0.716869
-0.101231,-0.963062,-0.0569909,0.73224
-0.0343851,-0.55931,-0.162713,1.14543
-0.0111062,-0.313214,0.159069,1.44925
0.127393,-0.16912,-0.101817,1.61961
-0.918392,-0.0148103,0.152839,1.67978
-0.268837,-0.451624,-0.153253,1.66917
-0.106916,-0.295549,-0.29662,1.66254
0.0136727,-0.252511,-0.564142,3.18838
0.00515774,-0.111024,0.198532,3.40734
-0.109263,-0.0345879,-0.0471723,3.38381
0.0297918,0.899964,0.303215,4.35853
-0.0303548,0.470283,-0.185424,3.84744
0.00401296,0.486906,1.87904,3.47319
-0.0193744,0.253247,-0.924851,3.84182
-0.0174529,0.469907,0.421004,3.90997
-0.00577281,0.229022,0.653566,3.63081
0.689092,0.134947,-0.306862,3.23913
0.267001,0.47495,0.000986831,3.14004
0.0904935,0.41477,-0.417782,2.65902
0.490455,0.39575,-0.182634,2.21703
0.166232,0.25175,0.0466698,1.98313
0.0537078,0.234031,-0.195898,1.70182
-0.0725395,0.21326,0.010896,1.42889
-0.0241194,0.0630042,0.00190552,1.19659
-0.00801623,0.711598,-0.0311195,0.525483
-0.0344743,0.350126,0.0131377,1.50677
-0.712882,0.200613,0.00918681,1.20747
-0.24189,-0.48834,-0.0202072,1.0479
-0.0818316,-0.393223,-0.320896,1.3415
-0.0338983,-0.148284,0.0304082,1.60361
-0.0981276,-0.0919588,0.0459573,1.69536
-0.156736,-0.0962516,-0.0309556,1.68
-0.0644918,-0.2374,-0.0934003,1.7017
0.231321,-0.165344,0.183185,0.566843
0.0787574,0.0611998,-0.0265529,0.71201
-0.408474,0.127001,-0.0935359,0.899183
-0.111821,-0.163234,0.00863232,1.59912
-0.0468847,-0.17777,-0.194821,1.41821
1.26381,-0.124895,0.0408649,1.60661
0.425267,0.541897,-0.017898,1.61426
0.144114,0.503156,0.747519,1.75004
0.0495764,0.337957,0.318274,1.58296
0.0191639,0.0618139,0.550615,1.39588
