ch0,ch1,ch2,ch3
1.07157,-0.717364,0.0647214,0.263027
-1.26752,1.12706,-0.916997,0.269846
0.757344,-1.21785,-0.312864,-0.023856
-0.475431,0.984309,-1.0858,-0.185091
0.113328,-0.752847,0.00791831,-2.0523
-0.191458,0.508186,-0.599225,-0.230343
0.0482942,-0.346346,0.400202,0.875033
-0.0143583,-0.822588,-0.469225,0.591429
1.21363,0.257153,0.335819,0.193136
-0.782242,0.949955,-0.248416,0.360841
0.364482,-0.843737,-0.898907,0.189764
-0.219264,0.627399,-0.0518432,-0.0554871
0.120139,-0.308203,-0.20531,0.17903
-0.0774367,0.35166,-0.23968,0.42241
0.212136,0.580083,0.442194,0.274508
-0.178562,-0.0482123,-0.380242,0.146451
0.115093,-0.133666,0.07153,0.209562
-0.141892,0.0718562,-0.276455,0.332883
0.0910739,-0.142195,0.0654409,0.350744
-0.057013,0.120443,-0.181013,0.85776
-0.0599235,-0.826906,0.0416023,0.383841
0.0347342,0.0893204,-0.0847552,0.426574
-0.0237055,-0.244584,-0.11668,0.328688
-0.0106479,0.555939,0.0330269,0.38446
-0.16064,-0.197035,2.33223,-1.20756
-0.183525,-0.306337,-3.08038,0.18144
0.11793,-0.00386725,1.91017,0.271656
-0.0779596,0.111037,-1.52201,0.544507
1.16125,-0.101365,0.964852,0.139786
-2.19184,0.765416,-0.898841,0.411548
1.4129,-1.16409,-0.264971,0.0903408
-0.905603,1.8916,-1.69989,0.649551
0.835051,-1.37016,0.245956,-0.160216
-0.525595,1.12077,-1.0231,0.101197
0.278606,-1.54464,-0.0568847,-0.0673326
-0.179577,-0.676277,-0.427988,-0.00822738
0.1317,0.110009,0.051712,-0.427562
-0.0879687,0.0710339,0.0581484,0.189033
0.102534,-0.0983158,-0.327832,0.318563
-0.718008,0.552826,0.151738,0.410052
0.98163,-0.759384,0.0412871,0.483206
-0.316563,0.928187,-0.0388121,0.262444
0.200259,-0.331629,-0.84725,-0.150596
-0.106229,0.0883008,0.90129,0.0996163
0.0684814,-0.108163,-0.795378,0.451942
-0.10114,-0.134478,-2.09859,0.161496
0.0652575,-0.580764,1.35304,0.105141
0.0580479,0.272583,-0.917725,0.47704
-0.0429496,-0.0558792,0.847849,0.172611
0.0223815,-0.0132453,-0.611302,0.488397
-0.0144674,0.0414939,0.101175,0.308435
0.0174712,0.0409751,-0.0909383,0.324824
0.197658,0.00222706,-0.294963,0.506918
-0.152967,0.176702,0.182451,0.31963
0.111736,-0.179521,-0.511599,0.893551
-0.0710102,0.158922,0.224869,0.375475
-0.596277,-0.151578,-0.261496,0.368973
0.376959,-0.658578,0.121246,0.296248
-0.243202,0.541844,-0.739026,0.208127
0.15675,-0.656195,-0.144983,0.0675137
-0.0975689,1.38796,-0.621502,0.758536
-0.786481,-0.603978,0.303356,0.45409
0.506939,-0.349592,-0.142964,0.397532
-0.35787,0.532596,-0.6003,0.963204
-0.0675833,-0.663432,-0.0656241,0.325503
0.0579732,0.188049,-0.279483,0.138463
0.00238509,-0.0453351,0.123801,0.215136
-0.0294139,3.41431,-0.330204,0.424593
0.0787506,-1.31777,0.261724,-0.234035
-0.0563121,0.256458,-0.215896,-0.0328078
0.0363255,0.478483,-0.539042,0.693464
-0.156056,1.22943,0.494086,0.529448
0.498388,-0.504707,-0.224019,0.168162
-2.20218,0.573828,0.00254821,0.0417453
1.41934,-0.922569,0.451509,0.859976
-0.881254,1.12786,-2.03,0.427078
-0.272821,-1.05255,0.159991,-0.0107894
0.175168,-0.00600258,-0.808631,-0.159918
-0.112951,0.101816,0.434167,-0.0220533
0.128894,-0.12859,-0.621855,0.359127
0.111397,0.12369,0.335793,0.204705
-0.0783901,0.0305679,-0.361999,0.157127
-0.214871,-0.104179,0.19949,0.201388
0.394077,-0.133699,-0.254415,0.325282
-0.0733612,0.3627,-0.0547605,0.080972
0.0374237,-0.117338,-0.311802,0.104849
-0.0198013,0.0801563,0.161847,0.233552
0.0183314,-0.0506379,-0.146926,0.389803
0.00634307,0.0258627,0.186655,0.560178
-0.00323688,0.537071,0.117556,1.67882
0.280443,-0.193309,0.00180171,0.599188
-0.705711,0.269916,-0.175555,0.382983
0.567622,-0.478299,-0.114754,0.122265
-0.360354,0.610208,-2.1049,0.303787
0.231244,-0.500145,0.971538,0.0758151
0.0125673,0.320722,-1.00277,0.545563
-1.29532,-0.080009,0.505231,0.166249
0.991606,-0.878773,-0.365902,1.19912
-0.633387,1.09704,-0.897232,0.476581
0.262758,-0.895938,-0.235983,0.0295386
-0.161238,0.549913,-0.398786,0.144224
0.101114,0.741,-2.35976,0.169153
1.66277,-0.0715501,1.51231,-0.207733
-0.453522,0.846869,-1.33224,0.458343
0.300878,-0.672959,-0.552035,-0.0671591
-0.23114,0.452507,-0.111138,0.0623487
0.129124,-0.340915,-0.0876615,0.234093
-0.0866617,0.262472,-0.144399,0.271937
0.0382744,0.920401,-0.0126272,0.327
-0.098117,-0.341169,-0.0244838,0.515882
0.042602,0.0414003,-0.0169032,0.336584
-0.0295658,0.0207822,-0.0403195,0.227033
0.00524716,-0.0291364,0.0410509,0.471505
-0.0374752,0.0141591,-0.044003,0.400283
-0.0559938,-0.130166,0.0891419,0.337924
1.69508,-0.00441045,-0.0845716,0.230624
-1.41228,0.851101,0.0342567,0.482024
0.803728,-1.12468,-1.43492,-0.148089
-0.509961,0.924362,-0.255974,-0.247609
0.325309,-0.472863,-0.527025,0.0527009
-0.202065,0.43273,-0.088128,0.129188
0.181284,-0.355297,-0.0540142,0.306486
0.0844376,0.908815,-0.25398,0.288328
-0.0119046,-0.268288,0.0799225,0.171386
-0.0904668,0.0722687,-0.185881,0.27406
0.194757,-0.100887,0.120033,0.278335
-0.675292,0.193751,-0.164605,0.350132
0.435111,-0.583525,-0.0788659,0.262042
-0.292816,0.452556,-0.0997207,0.332242
0.0693639,-0.433177,-0.295739,0.438148
-0.0239962,0.237341,1.44041,1.64342
0.0148514,-0.117167,-2.21721,0.835127
0.096503,0.0484426,1.53874,0.197606
-0.388003,0.0605366,-1.12478,0.54262
0.310705,-0.192023,0.419661,0.163968
-0.18792,-0.115933,-0.638716,0.579626
0.121326,-0.0637369,0.0831094,0.242298
-0.363811,-0.232554,-0.206622,0.334813
0.232899,-0.218538,0.606998,0.0885225
-0.520112,-0.495648,-0.812006,0.412736
-0.568098,-1.37178,0.29992,0.109872
3.8941,0.0809677,-0.418541,0.419374
-2.41844,-0.694377,-0.0498622,0.259814
2.13484,-0.272296,-3.32387,2.96584
-1.38391,0.414205,0.246659,0.916533
0.92575,-0.956398,-2.11814,1.16196
-0.562773,1.07958,0.253049,0.21958
0.384501,-0.840957,-1.00508,0.228093
-0.247831,0.622916,-0.187912,0.0252843
0.158551,-0.689526,-0.206596,0.1748
-0.98867,0.390618,-0.0757866,0.214443
0.659964,-0.81562,-0.0601445,0.272525
-0.417786,0.98606,-0.863606,0.220712
0.408984,-0.757267,0.126209,0.0128213
-0.265674,0.509305,-0.529606,0.20227
0.699691,-0.409339,-0.0505089,0.768934
-0.459949,0.71281,-0.322653,0.390908
0.0985939,-0.630447,-0.122722,0.206656
0.0190236,0.317187,-0.300401,0.259018
-0.0225348,-0.104525,0.056451,0.235709
-0.183009,0.0268418,-0.840817,0.326018
0.118153,-0.269589,0.58755,-0.0405311
-0.0328616,0.236204,-0.579818,0.167119
0.0225885,-0.148866,0.273995,0.142024
-0.00225155,0.395074,-0.144726,0.353127
6.93748,-0.149387,0.107219,0.214468
-4.41621,0.502485,-0.0772641,0.333122
3.20587,0.385751,-6.12616,0.280169
-2.84949,-0.198091,0.365099,0.318195
1.84151,-0.159257,-2.88295,0.535464
-1.14057,0.851704,-0.512296,0.320769
0.730313,-1.06093,-2.38367,0.313824
-0.537943,0.403771,0.663516,0.0357843
0.352967,-0.376413,-1.11176,0.347102
-0.23062,0.434668,0.700515,0.0760088
0.127714,-0.410831,-0.798839,0.409219
0.0695711,0.17765,0.374069,0.104877
0.193388,-0.0101085,-0.37626,0.368245
-0.121877,0.0735044,0.177777,0.309895
0.0691843,-0.117598,-0.35106,0.314929
-0.0309838,0.145367,0.137785,0.248106
0.0770376,-0.488022,-0.14135,0.407296
-0.0245759,0.243941,-0.00709465,0.410261
-0.291149,-0.124794,-0.0617193,0.53541
0.183799,0.181364,0.00106074,-0.140127
-0.113836,0.0800412,-0.152046,0.234993
0.0974631,-0.0468366,-0.0572321,-0.0560659
0.0258699,0.0968308,-0.0604778,0.290534
0.0269413,-0.0942613,-0.00582343,0.181617
-0.163315,0.0575391,0.10168,0.0507969
0.0698629,-0.134765,-0.071601,0.0957368
-0.227254,0.108035,-0.147464,0.26652
0.734039,-0.224024,0.0499974,0.28756
-0.47254,0.632333,-0.223079,0.343942
0.321503,0.250732,-0.501556,0.232668
-0.096986,0.135019,-0.0687958,0.191392
0.0589513,-0.159227,-0.290689,0.271587
-0.190483,0.0658266,0.162034,0.535118
0.115017,-0.184241,-0.165554,0.504848
-0.0744596,0.027014,-0.0343817,0.428593
0.386464,-0.0685283,0.021497,0.328234
-0.183337,0.318478,-0.0898361,0.662196
-0.0102982,-0.311461,-0.279558,0.419617
0.0359425,0.0808082,0.0526481,0.324257
0.016521,0.0282895,-0.0541927,-0.271263
-0.130211,-0.0295531,-0.0215365,0.195621
0.0838002,-0.0943006,0.00183017,0.476247
-0.687591,-0.0113458,-3.21045,0.557301
0.446798,-0.511479,2.13113,0.645973
-0.291131,0.543901,-2.10297,0.767493
-0.0583893,-0.31919,0.951334,-0.524499
0.00360314,0.418569,-0.717285,0.336185
-0.000940855,-0.22068,0.511474,0.213447
-0.0163002,0.0903973,-0.357208,0.438571
0.0131936,-0.0478358,0.262483,0.272368
0.00837646,0.290236,-0.155561,0.403558
-0.0647633,-0.098992,0.148283,0.425962
0.0386983,-0.0150995,-0.0980707,0.879141
0.961533,0.0196547,0.0589461,0.428479
-0.619581,0.611276,-0.0510314,0.31229
