ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49
0.6411842,0.2213984,0.1469489,0.270111,0.7438596,0.42875,0.6945909,0.09838285,0.5726994,0.269456,0.7482421,0.3043797,0.1592185,0.03183872,0.5432118,0.6570175,0.6849894,0.7657164,0.7830684,0.161503,0.33065,0.3133786,0.1392331,0.5321025,0.08309317,0.1710791,0.4175772,0.7436617,0.7469918,0.7327943,0.4004563,0.31268,0.5776626,0.6260927,0.3700403,0.636815,0.125855,0.7381325,0.3036636,0.3506678,0.7422691,0.7185163,0.4105076,0.3463351,0.6798617,0.1173041,0.34289,0.1193501,0.7450292,0.5603946
0.625765,0.2435507,0.5336844,0.3936884,0.7767439,0.3980008,0.5936607,0.110254,0.5380865,0.3324372,0.6683502,0.2004476,0.1535932,0.1279748,0.4966881,0.4787126,0.7491228,0.7213841,0.774847,0.1352616,0.404446,0.2114385,0.3683369,0.55079,0.2251401,0.3014604,0.4313308,0.7687392,0.7687608,0.728264,0.440316,0.4373802,0.5501201,0.5371348,0.4706626,0.6492448,0.1769213,0.5792211,0.2588518,0.3951686,0.5250556,0.7213259,0.3749494,0.3401991,0.7172316,0.113718,0.3928986,0.1882367,0.7286438,0.5392032
0.6990851,0.3864932,0.7028182,0.5162131,0.8038622,0.3061749,0.5537837,0.1449554,0.5122971,0.2556853,0.7560131,0.1763138,0.1655069,0.2082894,0.5600941,0.4446692,0.658567,0.6806211,0.7806712,0.05450103,0.4840707,0.2097255,0.5992109,0.5873616,0.2787714,0.3395053,0.4942487,0.7591117,0.8038437,0.7221967,0.6045966,0.46797,0.4752652,0.5154913,0.558627,0.5417022,0.1540885,0.6149131,0.2390015,0.3716085,0.4241273,0.636303,0.4205224,0.294154,0.7786452,0,0.3437756,0.2113294,0.6213609,0.632713
0.6697956,0.4330078,0.7188864,0.5963854,0.7751778,0.3459499,0.6419629,0.1412699,0.4485555,0.3797351,0.5839491,0.09578195,0.09942026,0.2855107,0.4866474,0.361744,0.6942741,0.7409535,0.785401,0.1428276,0.5680566,0.07878608,0.6134204,0.5709932,0.2272227,0.2768673,0.5285236,0.7562913,0.7648605,0.7041463,0.4927546,0.4159756,0.4799764,0.5696803,0.5808935,0.5929466,0.1896012,0.5384224,0.3587414,0.3993226,0.4491287,0.6088313,0.4487178,0.4041158,0.7685874,0,0.3232794,0.2493937,0.5567861,0.571771
0.6602154,0.5230291,0.788258,0.6318516,0.7739465,0.4065126,0.6287135,0.1869746,0.4982101,0.3353491,0.5550657,0.1364432,0.08094688,0.2378372,0.5284005,0.2973987,0.8282186,0.6862772,0.7484515,0.09511058,0.6324356,0.141477,0.6540942,0.6598616,0.3455952,0.3119301,0.5424507,0.8300089,0.7393837,0.8603325,0.6257066,0.4725889,0.4404081,0.5164981,0.4968858,0.4439123,0.2329119,0.4812038,0.3191027,0.4874263,0.3071756,0.5405615,0.3557055,0.4127943,0.7997197,0.1217698,0.3943797,0.3024219,0.5380812,0.6065541
0.7912589,0.6015733,0.8002191,0.6007123,0.8299546,0.4165959,0.5909547,0.2140768,0.4360906,0.3328882,0.5149949,0.147628,0.1066156,0.3810859,0.5069456,0.2273776,0.7680948,0.753513,0.7277229,0.05323792,0.5884362,0.131426,0.7829233,0.6190959,0.3150574,0.3218603,0.5817468,0.748708,0.6903832,0.8002758,0.5913517,0.5837564,0.3708327,0.5280148,0.4800608,0.4377972,0.2131422,0.4776793,0.3454587,0.478647,0.2576939,0.5866518,0.3695827,0.3750376,0.7663584,0.03664926,0.3442142,0.2932525,0.4576621,0.5761517
0.7764328,0.6174348,0.8118768,0.7178378,0.8146193,0.4318067,0.6402427,0.3029935,0.4394532,0.4282637,0.4889986,0.1292916,0.1010469,0.3269689,0.6223042,0.2244623,0.6837301,0.7791508,0.7881742,0.09417775,0.6845258,0.02197715,0.7141175,0.7378582,0.3692977,0.4124887,0.5631,0.8381296,0.712007,0.7882136,0.6692579,0.5611766,0.5193479,0.5267406,0.475407,0.4989508,0.2487601,0.5016251,0.3907285,0.427215,0.2695628,0.4750057,0.3878867,0.5020145,0.7810103,0.04918202,0.4145259,0.2855961,0.4717319,0.5801784
0.7690584,0.6146476,0.7766206,0.729309,0.7538173,0.3682213,0.6236574,0.3580779,0.5078377,0.304979,0.5246542,0.07897766,0.1606083,0.3506925,0.590544,0.1914525,0.7267327,0.7645346,0.8355933,0.06269187,0.6431639,0.05414264,0.7238559,0.7940899,0.3688783,0.4564984,0.5856107,0.753647,0.6849121,0.7530877,0.702589,0.6257367,0.5610121,0.5378428,0.3988661,0.3894886,0.2737421,0.5091562,0.3672369,0.3749041,0.2764761,0.5093964,0.3492397,0.3744943,0.8322607,0,0.2775466,0.3823675,0.4842897,0.734532
0.8024549,0.6616527,0.7273495,0.7378982,0.7940496,0.3736001,0.6461873,0.3679453,0.4093311,0.4175408,0.4960597,0.1266328,0.1006926,0.4002714,0.6353586,0.1815582,0.742373,0.785423,0.8544727,0.03829167,0.7136251,0.05080161,0.7863086,0.8246366,0.3799322,0.4164822,0.6017996,0.8566161,0.7182379,0.7613241,0.6623939,0.5311381,0.5351106,0.3881825,0.2697869,0.4226032,0.2467954,0.5664182,0.3844782,0.474311,0.2405376,0.5470014,0.3835536,0.4179377,0.783721,0.02628891,0.265022,0.3686085,0.4339461,0.7116554
0.7556773,0.7162988,0.7593111,0.7499585,0.7284113,0.4684695,0.6169639,0.371961,0.5000801,0.3647698,0.449819,0.1255647,0.0706321,0.3961313,0.6087689,0.2053798,0.7623947,0.8261171,0.8200397,0.03364952,0.7210383,0.0263998,0.7120734,0.7592828,0.4612162,0.3899637,0.5759088,0.781843,0.6986844,0.8134153,0.7055227,0.5180309,0.6370496,0.5120087,0.3252758,0.422505,0.2493846,0.4791985,0.363764,0.3879552,0.2709125,0.5062392,0.4024703,0.4226399,0.8403252,0.04415796,0.3493787,0.4446278,0.4530952,0.6392187
0.6757697,0.6653954,0.7707748,0.7682393,0.8008349,0.3894704,0.7240102,0.3764194,0.3317837,0.3946034,0.445728,0.1056231,0.1171927,0.4111881,0.5747495,0.2322015,0.7884763,0.767247,0.7634481,0.1262121,0.6657138,0.04868311,0.8262047,0.7601451,0.3924854,0.3376032,0.7165283,0.78895,0.7225747,0.8247226,0.7307113,0.6886637,0.6215853,0.5115458,0.2851219,0.4215576,0.212059,0.5240431,0.3927369,0.5076334,0.1790305,0.5621381,0.3788974,0.4357874,0.8222284,0,0.3742724,0.3440064,0.4722458,0.753636
0.7668837,0.6492542,0.8182935,0.7914625,0.7848983,0.319434,0.5999806,0.3891321,0.4570568,0.4355919,0.4247142,0.1086901,0.1423304,0.4297227,0.6610096,0.1545542,0.7761739,0.7902939,0.7659059,0.04176684,0.7840889,0.06753237,0.818651,0.7668224,0.4472622,0.3320245,0.6294616,0.819355,0.7202717,0.831004,0.7508776,0.6488943,0.6317654,0.5006098,0.1757751,0.3876672,0.2271838,0.4663943,0.4227625,0.3496125,0.2802407,0.4906009,0.3033461,0.3810687,0.790272,0,0.4578618,0.3834281,0.440385,0.8337784
0.8191767,0.7361698,0.7988996,0.8289188,0.8042026,0.4501452,0.6126713,0.3282806,0.4085743,0.4088917,0.4702583,0.09847366,0.2136437,0.3860276,0.6835789,0.05212754,0.8368758,0.7189186,0.7892802,0,0.6633855,0.002814404,0.7484708,0.757444,0.4409815,0.4675629,0.6362748,0.8488149,0.6701766,0.7559103,0.7502748,0.5819371,0.6892172,0.4852626,0.170002,0.4023823,0.2926648,0.5081767,0.4552194,0.429982,0.125887,0.4267463,0.4275165,0.4656804,0.7860815,0,0.3739609,0.322116,0.416656,0.7488551
0.8008693,0.6469722,0.8073536,0.7870262,0.7791545,0.4054305,0.6058695,0.3980914,0.346211,0.3439218,0.4433458,0.08393987,0.1234347,0.4291568,0.6302593,0.08837562,0.7647455,0.77069,0.8218269,0,0.7644727,0,0.848029,0.7567178,0.4450732,0.4210422,0.634669,0.8316982,0.6718346,0.7966763,0.733756,0.6430525,0.6909894,0.4595756,0.2312779,0.3304447,0.2175864,0.5880111,0.4205928,0.4602148,0.2406579,0.4135456,0.3785142,0.4124767,0.7197896,0.09821884,0.3936756,0.2699768,0.3551328,0.7592496
0.8162838,0.7801067,0.7842575,0.755742,0.8206838,0.4329736,0.6426745,0.3871748,0.4447348,0.4228403,0.4149034,0.06551936,0.1759421,0.421255,0.5413207,0.1275342,0.8076384,0.7747373,0.7253401,0,0.8344622,0.08190448,0.818769,0.7818842,0.3833971,0.3700089,0.7102653,0.7496708,0.6641274,0.811924,0.7920201,0.648769,0.6266365,0.4503478,0.1063812,0.3292091,0.221582,0.4781621,0.451365,0.3480922,0.2038347,0.3925605,0.4129044,0.4390936,0.7418143,0.01095406,0.3783297,0.3929731,0.3542153,0.742744
0.82837,0.7606827,0.8619437,0.7765665,0.8138582,0.3716565,0.6710896,0.3792118,0.4531419,0.3998147,0.4004996,0.09379721,0.1208114,0.4196351,0.6649823,0.1585412,0.8200158,0.7281427,0.8543702,0.02368809,0.8253667,0.06702673,0.8097567,0.8823863,0.4282683,0.4511354,0.6757603,0.8199622,0.5963553,0.8230859,0.7667858,0.7001754,0.6647312,0.4524188,0.1270168,0.4069495,0.2333598,0.4789912,0.3796631,0.4288509,0.1368267,0.501476,0.375663,0.4763974,0.8291695,0.04147761,0.4346249,0.4352643,0.4160725,0.7895166
0.7710677,0.7801368,0.8076237,0.7504459,0.7959651,0.4112742,0.6834612,0.3884046,0.3841996,0.4705822,0.4101788,0.05598262,0.07428609,0.4139076,0.5892127,0.1106375,0.8336264,0.8351677,0.8186948,0.01540324,0.7640236,0.0140112,0.8256364,0.7577649,0.4643745,0.3803608,0.6807234,0.7331988,0.6653415,0.7829215,0.7745074,0.7520925,0.6876813,0.5123464,0.1595524,0.3991196,0.2900472,0.5214573,0.3877053,0.4303577,0.1715198,0.5042525,0.4150439,0.3868804,0.7669253,0,0.3812173,0.37125,0.3339572,0.795799
0.8484163,0.772332,0.7919913,0.7573176,0.8094732,0.3608053,0.7199069,0.371718,0.3710805,0.3721365,0.4169402,0.002353894,0.1701494,0.4042752,0.6680918,0.1397368,0.7854584,0.8425562,0.8084525,0,0.78035,0,0.8586782,0.7529672,0.4554912,0.3547198,0.6490199,0.7891619,0.6738976,0.7150127,0.7470177,0.6934067,0.7168857,0.4589347,0.08727115,0.3992509,0.2323773,0.5024099,0.4453661,0.4155908,0.1804765,0.493442,0.3328101,0.3914667,0.7756155,0.04539691,0.4059721,0.4330227,0.4271583,0.8465536
0.764134,0.8430916,0.7852463,0.7855424,0.8098378,0.3872834,0.6581697,0.3578927,0.3170421,0.4181941,0.400683,0.05333827,0.1439182,0.3547901,0.5943795,0.1210392,0.7574726,0.7912713,0.8506891,0.0268422,0.7589576,0.1308096,0.8614357,0.8030592,0.4271024,0.4051386,0.7490212,0.7696125,0.5985982,0.7791293,0.7980038,0.7378613,0.6435952,0.5064448,0.1437359,0.424103,0.293653,0.4469005,0.4413142,0.4587624,0.1702849,0.5276538,0.3846862,0.4851653,0.7873926,0.02696185,0.4350591,0.3842751,0.3658527,0.7941127
0.8552703,0.7787976,0.6861455,0.7946318,0.7501895,0.4053439,0.630284,0.4516082,0.3746451,0.4159829,0.4586262,0.1257606,0.07097001,0.4252952,0.6733657,0.07087903,0.7616189,0.7909987,0.7631009,0,0.7240644,0.06069132,0.7809682,0.7639435,0.3995259,0.4507758,0.6823183,0.7906795,0.6430188,0.8237477,0.7218965,0.7053869,0.679123,0.4851764,0.2127579,0.3746427,0.3362512,0.4620393,0.3620092,0.4548834,0.1753102,0.4766947,0.3705037,0.4869366,0.8055908,0.0552099,0.3742363,0.3702986,0.3937386,0.8202015
0.7136443,0.724309,0.8730531,0.7858369,0.7747533,0.3800701,0.5052555,0.3820702,0.4440714,0.399483,0.4467675,0.06220265,0.07207614,0.466887,0.6310973,0.09887806,0.7833172,0.7780991,0.77028,0.08414634,0.7709739,0,0.8024979,0.759971,0.4068661,0.3948184,0.6927788,0.7255484,0.5784137,0.8499987,0.7788273,0.66706,0.6602821,0.4843127,0.133106,0.4806107,0.2128697,0.4868357,0.4037499,0.4078052,0.1712965,0.4987275,0.3691354,0.3769856,0.7832281,0.01236711,0.3690516,0.3810142,0.3287557,0.7658669
0.4683572,0.471577,0.4531685,0.691265,0.6281847,0.7253129,0.3307689,0.1011381,0.3558744,0.1907399,0.2200592,0.3512193,0.4954763,0.5462941,0.5729671,0.7555705,0.43037,0.7612152,0.3856418,0.5020613,0.8168438,0.09173387,0.4478948,0.5601386,0.5583699,0.06586832,0.4291914,0.8004848,0.7361288,0.768328,0.09708455,0.4368343,0.5472538,0.4620401,0.1890882,0.3335812,0.2792918,0.5082711,0.3904755,0.6057528,0.04883797,0.5259466,0.002804894,0.1309761,0.5671601,0.4573136,0.5284485,0.4801835,0.5475862,0.4727064
0.5123322,0.5926064,0.6731469,0.7090418,0.6403342,0.6934122,0.4228752,0.102345,0.4793954,0.3173802,0.2146044,0.3076209,0.3324617,0.4681361,0.5783669,0.5800167,0.5327081,0.7831143,0.4782821,0.444601,0.7529436,0.1298257,0.5800698,0.6228527,0.46929,0.1317731,0.5108824,0.7600709,0.7019798,0.8099064,0.3111648,0.3456375,0.5348104,0.4148349,0.2849264,0.3841717,0.2380574,0.5377535,0.3647199,0.6081098,0.08878444,0.5607646,0.1176572,0.1919767,0.6648201,0.3729705,0.3966861,0.4339626,0.5471722,0.4834119
0.6318567,0.6711618,0.6835436,0.7397844,0.6625505,0.6096644,0.4794832,0.1540823,0.4195436,0.301194,0.3518157,0.1878862,0.2501035,0.485949,0.5687041,0.547314,0.6159475,0.7796978,0.5669374,0.2614245,0.8090311,0.1335251,0.6382326,0.6221358,0.4404879,0.2805048,0.5109545,0.7962005,0.7033945,0.7777484,0.2942151,0.4869349,0.5446012,0.4201297,0.3320569,0.2780237,0.3384874,0.4875159,0.4357798,0.5216995,0.08070352,0.5477442,0.1237057,0.2045637,0.5861061,0.3486328,0.4024804,0.4211966,0.4982676,0.6049085
0.6071874,0.6865072,0.7137195,0.7557479,0.6529617,0.4950764,0.5204978,0.1817328,0.4383942,0.3577868,0.3874497,0.1406917,0.265815,0.5054725,0.5897767,0.4056999,0.5833558,0.8358745,0.5448577,0.290467,0.7568115,0.1010367,0.7652088,0.6958874,0.4767827,0.2312742,0.530135,0.8263405,0.7108994,0.8156346,0.4124773,0.5288057,0.5953395,0.3562436,0.2501549,0.4249587,0.31662,0.5388997,0.3954819,0.526094,0.1460083,0.4513766,0.1748048,0.2929568,0.7222078,0.3493901,0.4410239,0.4765482,0.4862156,0.615459
0.6822663,0.6246946,0.8166432,0.713923,0.7614733,0.5387775,0.5505776,0.3143528,0.4334097,0.3323911,0.3175724,0.1653197,0.2701153,0.4390119,0.5830519,0.3669551,0.7419298,0.78761,0.6922206,0.2385449,0.7975755,0.05887825,0.7059009,0.7339709,0.434905,0.2328025,0.6308808,0.7747907,0.7243859,0.8238943,0.5132631,0.5061371,0.5954163,0.4162746,0.3114432,0.4042235,0.3342907,0.5254914,0.4098217,0.5332579,0.1895021,0.4434574,0.2257075,0.1810165,0.7962106,0.2057717,0.4248805,0.4167216,0.4613824,0.5874715
0.6385981,0.6668669,0.7296959,0.7975693,0.6961747,0.4510088,0.5001114,0.3492537,0.413582,0.388145,0.4021481,0.1480002,0.2523155,0.4413027,0.6112605,0.2737532,0.7286952,0.7840905,0.6780402,0.2618999,0.7675034,0.009363768,0.7646781,0.7287566,0.3940558,0.3114986,0.6103997,0.7799187,0.7089369,0.8245876,0.497135,0.6146645,0.5454339,0.472177,0.2271978,0.3892005,0.2976359,0.5432459,0.3539551,0.5341637,0.1787028,0.4920138,0.3094491,0.3343365,0.7705388,0.2452542,0.4003706,0.4548442,0.4270801,0.7073901
0.6892031,0.6922364,0.7855176,0.7904913,0.7807869,0.4397758,0.5345769,0.3237119,0.3467509,0.3354715,0.3816838,0.1097708,0.2510077,0.4369368,0.6749823,0.2988885,0.6207447,0.7881266,0.7667028,0.187631,0.8040099,0.07183394,0.8357292,0.7966487,0.4368668,0.4041164,0.654799,0.7948804,0.7633834,0.8216891,0.5630763,0.554938,0.6192001,0.3890575,0.1524326,0.4278214,0.2328582,0.4470011,0.4529418,0.5173703,0.256469,0.4352696,0.2745676,0.311523,0.7578191,0.08250739,0.4544328,0.3576168,0.3872731,0.6790137
0.7806724,0.7102562,0.7955875,0.7226039,0.8107018,0.4260526,0.5730913,0.3086894,0.4827071,0.4724818,0.322509,0.1043857,0.124512,0.5092021,0.6292244,0.2235891,0.6616077,0.8813437,0.7320936,0.1959886,0.7510739,0.02202347,0.8171902,0.7473791,0.4087148,0.3686277,0.6815713,0.8106371,0.5984897,0.8253087,0.5548972,0.5613811,0.6329851,0.5175583,0.1305636,0.4241476,0.2962631,0.4354085,0.4386528,0.5180162,0.2208042,0.5167145,0.26391,0.340354,0.7754768,0.09891998,0.4030946,0.4951736,0.3980365,0.6410098
0.7072688,0.6823087,0.7767456,0.7154146,0.7881262,0.4484618,0.68472,0.3560908,0.4626668,0.4013901,0.3857638,0.1269989,0.1256789,0.3894443,0.5383197,0.2775859,0.668744,0.8130389,0.7807924,0.1310414,0.7711704,0.01657933,0.7745752,0.7627248,0.4328994,0.3403058,0.6032282,0.867628,0.6584492,0.7105235,0.5839818,0.612355,0.5918046,0.4440252,0.1818471,0.312873,0.3153914,0.4191577,0.5028791,0.4731989,0.261013,0.416291,0.3319309,0.2867994,0.7707533,0.008028615,0.3785243,0.4035054,0.4575145,0.6337507
0.7536604,0.821024,0.8167702,0.7370678,0.7451607,0.4725946,0.5902731,0.3256655,0.4058092,0.3184341,0.3768746,0.04141712,0.1833507,0.419867,0.6302116,0.1794251,0.7228942,0.7430137,0.7506642,0.1295908,0.7437313,0.01791737,0.7954844,0.7757678,0.391008,0.4136656,0.6293885,0.818387,0.599552,0.833077,0.6789555,0.6476598,0.6579199,0.5129175,0.0989917,0.4326172,0.3544762,0.5204799,0.4063744,0.4472175,0.188549,0.4360465,0.3731829,0.436216,0.7924896,0.07021949,0.4500693,0.4128965,0.3547589,0.7169223
0.6820166,0.715793,0.7964219,0.7619522,0.6956067,0.4569062,0.5145342,0.4071177,0.3823407,0.3455073,0.3866695,0.1074271,0.1903466,0.4068324,0.5880278,0.1441702,0.764984,0.8386428,0.750734,0.1806736,0.656229,0.1172033,0.7984122,0.7550046,0.5060032,0.3590464,0.6545321,0.8433022,0.6600605,0.7785693,0.7073395,0.6825223,0.7585746,0.4636404,0.1302906,0.4738238,0.3155711,0.4600849,0.4020779,0.4883583,0.1619049,0.4857336,0.3307255,0.4282728,0.7888783,0.03781572,0.350336,0.412674,0.4480132,0.7276395
0.8080981,0.7661631,0.7608932,0.8545736,0.8002476,0.4179991,0.5925242,0.4267901,0.4161445,0.4028302,0.4699318,0.07598276,0.09060411,0.3955987,0.6312225,0.1443549,0.825563,0.7092721,0.7598447,0.09305528,0.7734842,0.08678221,0.7800248,0.7981424,0.4493073,0.3078511,0.6941842,0.8322991,0.6530781,0.8687836,0.7059776,0.6029234,0.6286013,0.4403902,0.201612,0.4458011,0.3213732,0.5022174,0.3962797,0.4833297,0.1691476,0.437945,0.3546247,0.3412667,0.6918669,0.09679572,0.3778451,0.4066322,0.3816933,0.7752429
