ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99
0.07616074,0.6962591,0.5467708,0.1396029,0.3370487,0.2853031,0.5550145,0.7792141,0.3571983,0.6770149,0.6578016,0.2793242,0.7945856,0.501878,0.5888777,0.2715819,0.5137056,0.1282722,0.1242427,0.6136408,0.4600513,0.4691343,0.1356719,0.1526338,0.4542432,0.2716941,0.4079898,0.2569618,0.381343,0.7579046,0.3784544,0.3957524,0.2252177,0.4660501,0.3394758,0.7468307,0.1588001,0.5970268,0.5851206,0.6379867,0.414263,0.3880852,0.7930316,0.388669,0.5195155,0.7402857,0.7064031,0.549172,0.290893,0.7448426,0.6602992,0.439208,0.6694466,0.7354475,0.3971827,0.6439275,0.6951011,0,0.6603724,0.3217212,0.6422821,0.8703902,0.2017511,0.5139966,0.3542947,0.4159702,0.4960419,0.2496149,0.6699576,0,0.4742338,0.3943575,0.5974274,0.0597396,0.6648254,0.06603454,0.4396815,0.7899608,0.0804763,0.4522083,0.2451273,0.5189367,0.2877567,0.8227107,0.610494,0.4533265,0.05059708,0.1509392,0.5337627,0.6984851,0.4164657,0.196513,0.732163,0.5635594,0.5413582,0.7154464,0.002324056,0.6301777,0.6035675,0.6155984
0,0.636296,0.5534946,0.1290421,0.3871163,0.2665724,0.5281224,0.7320067,0.5008984,0.6246367,0.4777853,0.2350333,0.7795469,0.4839785,0.5398018,0.238072,0.7330425,0.2126355,0.3091928,0.6611614,0.4557638,0.3217916,0.1614913,0.2234443,0.3750454,0.3780586,0.5949853,0.334387,0.2586863,0.6996794,0.3618126,0.4418567,0.1280098,0.4168094,0.397776,0.5806889,0.07838842,0.5375226,0.6457759,0.6471298,0.493636,0.4136582,0.7596954,0.3643551,0.5946998,0.8262758,0.5065544,0.4023237,0.2673896,0.684791,0.7410616,0.4146681,0.7333978,0.8318177,0.5430467,0.5755301,0.6112159,0.140436,0.5441924,0.3343301,0.593335,0.5780186,0.3094636,0.4893046,0.4105445,0.369484,0.4915063,0.2022707,0.7518317,0.2049312,0.4319434,0.4871846,0.5751342,0.153111,0.6680473,0.3134822,0.5722759,0.7730527,0.06496989,0.4389565,0.3033113,0.4877695,0.2714812,0.7423403,0.5218957,0.4739127,0.1130808,0.1609745,0.5401242,0.4374667,0.4355621,0.2994117,0.4858005,0.5515181,0.5427744,0.7060983,0.0383116,0.5966882,0.5185124,0.6730201
0.070658,0.7630237,0.6522279,0.1315356,0.4097345,0.2066437,0.586567,0.6863012,0.5594477,0.6686168,0.4746707,0.2877707,0.7370356,0.403079,0.5177145,0.143277,0.7611193,0.1994817,0.4059305,0.7017723,0.514112,0.1957543,0.04224163,0.3113359,0.3309142,0.5108619,0.6189572,0.3514799,0.4242285,0.8093488,0.4650151,0.4169086,0.07783598,0.5137292,0.3100728,0.3889097,0.2051505,0.5930722,0.639663,0.6964421,0.3023581,0.4892591,0.8597091,0.3501189,0.6137036,0.7578914,0.3755966,0.4415486,0.4392002,0.7745884,0.7996159,0.3312664,0.7700841,0.8105752,0.6051336,0.4879154,0.7486854,0.1595382,0.4484463,0.3807551,0.4671018,0.554261,0.3771409,0.4967311,0.5045868,0.42584,0.5213632,0.1136519,0.8621139,0.3242475,0.493592,0.534523,0.5924007,0.1355187,0.6702625,0.5038708,0.4746188,0.7420401,0.3352467,0.4617184,0.3473192,0.531468,0.3984983,0.659542,0.5150644,0.4748108,0.1551062,0.110252,0.5735474,0.287603,0.5364159,0.3059705,0.4939522,0.5987778,0.627655,0.687562,0.1453486,0.5171236,0.4677007,0.5964193
0.04808797,0.796943,0.6745559,0.2176424,0.410039,0.2157866,0.5768373,0.6720721,0.5977333,0.6197522,0.4378993,0.353164,0.7544858,0.4828917,0.4897837,0.1383201,0.7626472,0.2255277,0.4774381,0.6060125,0.5801579,0.1934598,0.07137182,0.3107156,0.2073078,0.5041497,0.6852803,0.2885522,0.4221402,0.8208576,0.5277485,0.3898035,0.03487495,0.3064641,0.4332692,0.3485058,0.2473475,0.566065,0.6787539,0.7221196,0.3082434,0.5580725,0.7574064,0.3343295,0.64452,0.7353572,0.3336095,0.2875342,0.4328744,0.7673495,0.7098044,0.4030235,0.7632169,0.7956766,0.7233502,0.489885,0.8464395,0.2352976,0.3148443,0.3373447,0.3911343,0.7121316,0.3981325,0.4803988,0.6062433,0.4570442,0.5459509,0.1900773,0.7671424,0.4284062,0.4143995,0.5679039,0.5160443,0.06056608,0.703198,0.5548055,0.4052018,0.7810166,0.2717885,0.4619136,0.2303635,0.5054489,0.3791476,0.5896112,0.5274238,0.4833668,0.3202781,0.07875513,0.435469,0.2616056,0.6163173,0.2870041,0.2775406,0.6058358,0.5311984,0.7054208,0.1676427,0.5139641,0.3825427,0.7244782
0.05008369,0.7655383,0.6474187,0.1456547,0.4323537,0.07067077,0.4592393,0.5143124,0.6772741,0.5672091,0.512472,0.3421288,0.8347191,0.4018863,0.4902058,0.1484894,0.8231874,0.2786718,0.5613438,0.6479543,0.672533,0.06339022,0.0205439,0.3629073,0.2347361,0.6298018,0.6882421,0.401747,0.4825287,0.8842454,0.4542205,0.3867132,0.002375566,0.2176681,0.404876,0.261336,0.1534553,0.5561015,0.7504595,0.7568791,0.3143454,0.6154334,0.7759931,0.3203621,0.6582778,0.7731092,0.2814525,0.3159572,0.4899633,0.7911817,0.741151,0.3299531,0.813562,0.8410734,0.7035816,0.4274226,0.7610424,0.2138998,0.2796659,0.4298123,0.2347993,0.5620308,0.4528567,0.4029203,0.6821365,0.4132053,0.5732296,0.1129084,0.7475115,0.4705256,0.435344,0.625246,0.5313687,0.1451559,0.7796183,0.6428377,0.4366294,0.743802,0.3454307,0.3546308,0.1586031,0.4538291,0.3617419,0.6013241,0.4746505,0.3990159,0.3586522,0.1363346,0.4421896,0.2494964,0.5875735,0.3377056,0.3097599,0.5791711,0.6131272,0.6823551,0.207604,0.4662048,0.2772656,0.68202
0.03690258,0.8169208,0.7434577,0.175358,0.3966305,0.1399532,0.6255841,0.5390652,0.6542609,0.6734148,0.4600362,0.3382151,0.7727594,0.2568097,0.5105559,0.1217827,0.7925372,0.2964303,0.6653703,0.7029117,0.5903973,0.1586857,0,0.43074,0.1756759,0.5407504,0.591861,0.3720379,0.4842077,0.8206137,0.4723447,0.3243134,0.05875262,0.2202541,0.4316335,0.2619488,0.121303,0.6341171,0.7949694,0.7720363,0.2577387,0.5877749,0.7829396,0.3055182,0.5859759,0.7900074,0.2508525,0.2833794,0.449073,0.8333048,0.7926099,0.3309923,0.823948,0.7955545,0.7146941,0.4667715,0.7815092,0.1824921,0.253982,0.4086163,0.2469195,0.5749156,0.4462574,0.4236945,0.5702162,0.4744295,0.7004998,0.1941168,0.853825,0.4912483,0.3034494,0.7121123,0.486007,0.1286805,0.6355846,0.6954305,0.4554836,0.665181,0.4142754,0.47182,0.2676807,0.4535691,0.3655769,0.5986602,0.4946677,0.4892693,0.3960571,0.08951719,0.464386,0.1554298,0.5773547,0.3965634,0.2661957,0.6739185,0.6801063,0.6837624,0.2184025,0.4581512,0.2045942,0.7206083
0,0.8193145,0.7597541,0.18094,0.4790624,0.05715027,0.4832359,0.5111461,0.6394309,0.6319464,0.4114579,0.3909574,0.8153484,0.3841241,0.4330119,0.100074,0.7156643,0.2928383,0.626113,0.6758667,0.5594991,0.1248575,0.01189321,0.5141951,0.1406297,0.580944,0.7017614,0.3833606,0.4386668,0.8463724,0.4170174,0.3431609,0.02025667,0.2195637,0.4289676,0.2441822,0.1817454,0.5047122,0.7608659,0.7668745,0.3024817,0.6118903,0.7481805,0.1929263,0.5976381,0.7442176,0.2153874,0.2980407,0.5745372,0.8266511,0.840804,0.3921391,0.8518283,0.7885547,0.8325251,0.4265265,0.7550175,0.2550661,0.2667536,0.4004771,0.1303971,0.5574552,0.5142316,0.4216141,0.6706678,0.3774466,0.5846487,0.06729732,0.8196125,0.4194075,0.271746,0.7326448,0.4273439,0.1364025,0.7391102,0.7089326,0.5127195,0.7934696,0.3424949,0.4719065,0.1879965,0.4501352,0.402302,0.5298887,0.4165787,0.5115485,0.4831978,0.156739,0.5106107,0.1419063,0.7360443,0.4606053,0.2117479,0.6076806,0.5695336,0.7484551,0.3666125,0.4070335,0.1413969,0.7938755
0.06084968,0.812369,0.6935408,0.1610335,0.4025677,0.000142,0.6178063,0.5308494,0.7568451,0.6790154,0.4374703,0.3261962,0.8147718,0.4519263,0.5140203,0.1112874,0.7876381,0.3924706,0.7397018,0.6734782,0.6604462,0,0.08548824,0.4813434,0.1464161,0.589718,0.7057109,0.3614956,0.4791814,0.7788055,0.4286135,0.3702368,0.08224531,0.1929945,0.4888491,0.1573022,0.02476705,0.6051636,0.8116141,0.7945988,0.2200895,0.6524267,0.8087176,0.2835327,0.6021733,0.7532887,0.1599398,0.2851968,0.5155612,0.8203037,0.8544744,0.2057439,0.8124135,0.7833367,0.7732921,0.407966,0.7931514,0.2549594,0.1696059,0.4911532,0.2707191,0.5135401,0.4105419,0.3088995,0.779978,0.461233,0.6070815,0.102333,0.720509,0.4090315,0.2372535,0.7008803,0.4621164,0.1528382,0.745998,0.6830301,0.4470842,0.6779414,0.3653537,0.4021442,0.2320986,0.4960446,0.390906,0.5956566,0.4263504,0.5232744,0.4961402,0.1633454,0.5877067,0.1278004,0.6563334,0.3518583,0.2012498,0.626108,0.6644236,0.7105994,0.3312692,0.4025208,0.1916163,0.7431691
0,0.7700997,0.794897,0.1275217,0.4541185,0.09172938,0.6062645,0.4693609,0.7229316,0.6214501,0.4276863,0.3951587,0.7680673,0.4354292,0.4794531,0.1156685,0.8570935,0.3803474,0.7373291,0.7304115,0.668222,0.05047741,0.07960217,0.5110226,0.1610349,0.5808253,0.7191331,0.3769163,0.4808696,0.9183554,0.4151651,0.3991053,0.1216945,0.1249452,0.4640393,0.1565904,0.1672823,0.6092193,0.7980667,0.8231785,0.3004831,0.6563407,0.8656403,0.3441841,0.7071949,0.7950738,0.1513204,0.1791771,0.6036399,0.7742282,0.8462191,0.2395381,0.7797459,0.8438983,0.7791235,0.4116313,0.7988987,0.2161379,0.2169619,0.4787208,0.2167166,0.5636771,0.4969,0.4373474,0.7230277,0.4321822,0.6145048,0.03286367,0.8838577,0.4720873,0.2730589,0.7805394,0.4636973,0.1747892,0.807674,0.7716299,0.4473572,0.6839293,0.4115002,0.3905791,0.1809536,0.4245697,0.3323804,0.496014,0.4569792,0.4719559,0.4186845,0.1610243,0.468812,0.08888938,0.7885161,0.4480798,0.2352787,0.6447616,0.6223426,0.6982947,0.3426598,0.4368191,0.09547666,0.8275728
0,0.8638578,0.8121669,0.2123689,0.3763428,0.09385478,0.5072289,0.4634288,0.7661785,0.5999903,0.4511675,0.3442179,0.8504049,0.4060862,0.4690552,0.08726924,0.7471583,0.2686194,0.720227,0.6345636,0.6328279,0.06563164,0.02867692,0.4746668,0.09555698,0.5246465,0.6912801,0.3480852,0.4865946,0.8647654,0.4906037,0.4571035,0.1088405,0.1315557,0.4476398,0.1212967,0.1695414,0.5262741,0.8276803,0.800276,0.2341397,0.6638603,0.813915,0.2441965,0.7708147,0.9239413,0.07534723,0.2592175,0.5511585,0.8089865,0.7755898,0.2721073,0.8443479,0.8383317,0.8463886,0.4254044,0.8193948,0.1903892,0.2258627,0.4410995,0.07083409,0.6184192,0.5307038,0.4655994,0.6552672,0.4541617,0.6261163,0.04212034,0.8366005,0.3624677,0.2330957,0.8644621,0.4277831,0.2334941,0.8146745,0.8129283,0.5048031,0.5998641,0.4018186,0.4320099,0.1997502,0.3971007,0.4465738,0.5200986,0.4807799,0.4934789,0.4675471,0.1472185,0.5438389,0.08005242,0.7084677,0.5027148,0.2218836,0.6174429,0.6218033,0.7400911,0.322243,0.4027125,0.1019969,0.7685429
