ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99
0.1889252,0.3580502,0.223153,0.8297079,0.5718673,0.8306227,0.4630716,0.4400577,0.3241802,0.6128354,0.5953552,0.1365682,0.7401026,0.07768524,0.4477912,0.225352,0.7424279,0.1585854,0.7287753,0.4913827,0.3494157,0.4462979,0.037872,0.4003805,0.6032067,0.5266785,0,0.4252704,0.06796016,0.4199067,0.3931858,0.6830597,0.07400389,0.1026044,0.6384309,0.6059657,0.03002941,0.5809795,0.4108333,0.7206984,0.3641682,0.002852631,0.5066441,0.6963232,0.1759962,0.2513515,0.2434866,0.8205764,0.2020103,0.5231689,0.504944,0.6962216,0.3479889,0.7054775,0.5962928,0.1779556,0.1173948,0.6701214,0.2044295,0.3634218,0.7076988,0.1593727,0.6434309,0.2389726,0,0.6969208,0.6724002,0.5551701,0.5596982,0.8801244,0.3822242,0.5358481,0.333925,0.4089116,0.3977267,0.7295541,0.08602616,0.2340407,0.5577798,0.6542125,0.8211538,0.6861619,0.6155092,0.3794599,0.2044493,0.7716858,0.771279,0.1929724,0.4530446,0.3897104,0.08836873,0.2983817,0.3280608,0.6848373,0.7774034,0.4080752,0.4885359,0.590399,0.5507799,0.6231605
0.2439904,0.3962519,0.2831027,0.7354817,0.5220435,0.7559159,0.3667931,0.3592291,0.4079505,0.6304774,0.5499598,0.1435272,0.7809999,0.2618233,0.4302524,0.2853684,0.9213215,0.2042663,0.7094111,0.3878729,0.3539269,0.4737992,0.03261795,0.4933991,0.6604545,0.5873597,0.07728833,0.4278428,0.07111994,0.3018524,0.4082849,0.6144629,0.1997702,0.1474097,0.6686749,0.5027293,0.2448873,0.5706557,0.5312337,0.6585062,0.3182175,0.04152738,0.4809354,0.576439,0.2313601,0.2988144,0.3523955,0.7954271,0.3169398,0.6551154,0.6206802,0.4529371,0.4355229,0.6823442,0.4022377,0.3029812,0.08853304,0.7143083,0.2810169,0.3381775,0.6724964,0.1708126,0.5722339,0.405692,0.1399676,0.7899632,0.6459507,0.4756725,0.6786131,0.797497,0.3465689,0.5641649,0.2765311,0.6226999,0.3263524,0.7488354,0.06100013,0.1715509,0.5593781,0.5609866,0.7663402,0.7203841,0.5843506,0.2212367,0.337816,0.8004152,0.7887328,0.2196302,0.4232505,0.3687231,0.1303311,0.4096913,0.3050661,0.5907238,0.6290054,0.3376925,0.4971453,0.4562646,0.5926197,0.6649032
0.2567311,0.3245319,0.3902742,0.7529819,0.5160933,0.8700466,0.4394434,0.1267519,0.4410093,0.5742812,0.3897575,0.07407001,0.7831386,0.4124033,0.331967,0.3866985,0.842696,0.2717534,0.6680427,0.4259113,0.4212972,0.4409466,0.01538145,0.4457132,0.7263563,0.5916632,0.1118236,0.4886914,0.0444761,0.3197417,0.3904466,0.5659549,0.1938913,0.1757738,0.6120508,0.4503081,0.3184631,0.6002572,0.571115,0.8640926,0.2663818,0.01921331,0.4253623,0.4792516,0.2852222,0.3727332,0.4997358,0.8396326,0.3075623,0.7139376,0.6880527,0.3463241,0.4920771,0.8214316,0.4354863,0.4646794,0.08426198,0.8311729,0.3178563,0.2688153,0.7617047,0.2389659,0.6759732,0.4555792,0.2555391,0.7485849,0.6590318,0.5146489,0.7190456,0.7495318,0.217609,0.5120876,0.2599627,0.7644814,0.3947891,0.6811128,0.04505203,0.2088535,0.4880745,0.6084543,0.8583493,0.6230441,0.653826,0.2128954,0.322908,0.7788151,0.7630752,0.1097426,0.4215005,0.5024346,0.134589,0.4726446,0.1460661,0.5765726,0.5598834,0.4141259,0.4187992,0.5678591,0.6141754,0.6963319
0.3301827,0.2532342,0.4428414,0.6657703,0.5111562,0.842475,0.4709858,0.08896725,0.3407043,0.5772695,0.3163274,0.04631418,0.78771,0.4905362,0.2642335,0.4317082,0.7633014,0.3543932,0.6395721,0.4739592,0.4014393,0.4913234,0.05985048,0.5321059,0.7269214,0.4757783,0.09778126,0.5361146,0.04700679,0.3920632,0.3799561,0.5849322,0.2867271,0.2517626,0.5158638,0.3836861,0.4103816,0.6802575,0.5672629,0.7268849,0.2195029,0.05533338,0.3986448,0.4382798,0.3334707,0.4224866,0.5411744,0.7758204,0.4878779,0.682306,0.7360691,0.2602437,0.4981177,0.8151643,0.4722528,0.484598,0.09827412,0.8316944,0.3297123,0.1900666,0.7592916,0.2537056,0.6350279,0.6159267,0.3299237,0.7947559,0.6237196,0.5152823,0.7761891,0.5889683,0.2027643,0.4741018,0.2913233,0.7325993,0.4051991,0.8045442,0.1013332,0.1164726,0.4851454,0.5309216,0.8232428,0.7415119,0.7376164,0.1446165,0.2982272,0.8628841,0.7989214,0.1261691,0.381582,0.4070064,0.1380834,0.6386852,0.1331756,0.3887481,0.4952168,0.4765057,0.3677145,0.4741892,0.7034358,0.7919708
0.384474,0.2452275,0.4824437,0.5943364,0.4426653,0.7978078,0.4966467,0.1470108,0.4161839,0.5106272,0.2809364,0.1133134,0.7616094,0.5962631,0.2541129,0.3429259,0.7965397,0.4167563,0.5509793,0.4310297,0.4073989,0.4295106,0.09351324,0.63796,0.771569,0.5100619,0,0.6767865,0.0789187,0.3654776,0.4247052,0.5702191,0.3297095,0.398713,0.3889616,0.3955136,0.5526592,0.6591926,0.5607145,0.8047284,0.2174303,0,0.3086163,0.4366392,0.3781193,0.3957056,0.5389595,0.7966176,0.3252026,0.7656246,0.7869349,0.2668402,0.4753575,0.8011363,0.3563224,0.4747894,0.07960875,0.7365532,0.3400254,0.2701776,0.747084,0.3208057,0.7111516,0.5825142,0.3529472,0.7722205,0.5642637,0.4959643,0.7958876,0.6803584,0.08435526,0.4980498,0.2226451,0.8140751,0.4135959,0.7785674,0.09011089,0.1780798,0.4672622,0.5027502,0.7531118,0.7729651,0.6721386,0.09049208,0.2622764,0.8576989,0.7949979,0.1405609,0.3829823,0.3613528,0.09275336,0.637094,0.1381791,0.428809,0.4394529,0.4719387,0.4172201,0.4521324,0.7522739,0.8128704
0.3655471,0.225197,0.5098121,0.5856789,0.5066089,0.7921686,0.3772075,0.1154211,0.489516,0.5131383,0.2703447,0.08918501,0.8190374,0.6734973,0.2262685,0.4179585,0.8475327,0.4024315,0.6116267,0.4646013,0.4710173,0.4228499,0.08664249,0.6737636,0.8462536,0.4617623,0.1599659,0.6643243,0.09854508,0.3081518,0.4633089,0.5605936,0.3843539,0.3162143,0.4137272,0.4231734,0.553329,0.6338639,0.5990661,0.7058228,0.1832017,0.008729604,0.2574948,0.4147356,0.3378208,0.4474474,0.6534628,0.8992789,0.3874218,0.7734597,0.752435,0.09930372,0.6631386,0.7950569,0.3878576,0.5290738,0.07318902,0.8448341,0.3521632,0.1517306,0.7483043,0.2667232,0.6985757,0.7294186,0.3757179,0.8254626,0.569424,0.5696933,0.8707898,0.6871698,0.1604833,0.415152,0.2119032,0.7399665,0.3859672,0.8277866,0.07379074,0.1622278,0.4493258,0.523805,0.837647,0.7134261,0.7853644,0.05947339,0.3599811,0.8241484,0.7800475,0.1196693,0.4322058,0.4756572,0.05211226,0.7133304,0.06957992,0.3236817,0.4580303,0.5516806,0.4021894,0.4541377,0.7767019,0.6932407
0.4233635,0.2941353,0.4369889,0.6155488,0.3654497,0.8164581,0.494074,0.1147897,0.4669114,0.4500022,0.247436,0.1302092,0.7964605,0.7097691,0.2349058,0.4412984,0.8442189,0.5019634,0.5257787,0.4091639,0.3498595,0.3553273,0,0.6117054,0.7854595,0.4952294,0.07806314,0.6827595,0.02028563,0.3498042,0.3958506,0.5389165,0.400402,0.3601699,0.5384582,0.4694036,0.5457696,0.6262386,0.6515485,0.8062335,0.1613249,0.02329483,0.290218,0.4875569,0.336214,0.4252112,0.6941494,0.7802132,0.4578878,0.7801453,0.8447044,0.1831133,0.7109951,0.7724404,0.3117438,0.5790817,0,0.7859508,0.2749403,0.1617602,0.7761884,0.3027562,0.7221975,0.6525843,0.3942639,0.7580385,0.6328084,0.449553,0.7960796,0.6682338,0.09049344,0.4441943,0.2946854,0.9341842,0.4293554,0.7826285,0.0834711,0.1519932,0.4828863,0.5017413,0.7869372,0.7007765,0.7630019,0,0.4163441,0.8119948,0.9039049,0.2095225,0.4793029,0.4320548,0.1277212,0.7002908,0.1595529,0.2029233,0.4743319,0.4516138,0.4805674,0.50239,0.7457891,0.805159
0.4019414,0.09649353,0.5402849,0.4895228,0.4556184,0.8483487,0.4629402,0.07392526,0.4464195,0.5325423,0.2221382,0.1266531,0.8039619,0.7429828,0.1897506,0.4285539,0.8307515,0.3394736,0.5862386,0.4341111,0.3147131,0.5258421,0.02430565,0.7507917,0.8487245,0.4294032,0.07759114,0.6966444,0.09165794,0.3858106,0.4415872,0.4738967,0.3877822,0.3703144,0.4886285,0.3358982,0.5783773,0.6408024,0.5749913,0.7857934,0.1585087,0,0.2906131,0.4647793,0.3605512,0.3813222,0.7028329,0.8541791,0.431774,0.8046167,0.864468,0.08349172,0.599706,0.7511486,0.3527719,0.6160139,0.05356958,0.7903116,0.4874107,0.1718125,0.7966746,0.287055,0.815663,0.7319835,0.4301637,0.8069407,0.5807022,0.4159726,0.6877365,0.616311,0.06436002,0.4934317,0.2688009,0.8867634,0.3960576,0.8269558,0.009217168,0.04876364,0.4719107,0.5224844,0.8455065,0.6617964,0.7518268,0.07722731,0.3687219,0.848483,0.8417841,0.1609752,0.3429874,0.4564408,0.1577797,0.7485048,0.07608406,0.2831549,0.4134342,0.5017276,0.5344107,0.4149187,0.7631168,0.7870989
0.4442116,0.1246333,0.4609262,0.4998885,0.4455157,0.8596753,0.421264,0.05908595,0.3852762,0.4966469,0.2623596,0.04779787,0.8086011,0.7046461,0.1673662,0.4414211,0.9127275,0.4128509,0.4546305,0.4658064,0.4463757,0.5166593,0,0.7176476,0.8845342,0.4973357,0.04617766,0.7581837,0.02825016,0.4420473,0.5424975,0.500569,0.3980887,0.2796129,0.4623685,0.4321706,0.6716039,0.6047658,0.5878435,0.8504409,0.1752283,0,0.2339071,0.4556693,0.4613379,0.4283085,0.6826564,0.8741553,0.4297528,0.8003097,0.8344412,0.1041483,0.6328138,0.7974151,0.3394926,0.6691982,0,0.793189,0.4300522,0.1679329,0.7531745,0.4038209,0.7172837,0.7279214,0.4382019,0.8205366,0.6310003,0.4780864,0.8107314,0.6360516,0.02848453,0.4556025,0.2626101,0.811704,0.3871754,0.7669032,0.09518959,0.08586349,0.5365546,0.5348732,0.8868992,0.7620861,0.8166407,0.05962828,0.3733454,0.8248291,0.7503472,0.1544435,0.3974065,0.3917051,0.1044156,0.7313538,0.06240144,0.2485113,0.4376414,0.573617,0.452107,0.4075946,0.8507698,0.8210247
0.3929355,0.1854829,0.5032335,0.5478935,0.3698421,0.8038558,0.4774345,0.04582993,0.3979355,0.4814519,0.1966585,0.02996015,0.8065183,0.8123612,0.1618576,0.3838635,0.9015136,0.4199436,0.5396874,0.4486557,0.4742819,0.5423325,0.004179897,0.7254449,0.8331524,0.4623671,0.06420342,0.7376211,0.09689724,0.3962038,0.43704,0.5186766,0.3603902,0.3968298,0.4248922,0.3418529,0.6636213,0.6931033,0.6034302,0.8170859,0.1196665,0.124236,0.2550185,0.4254999,0.2767916,0.4494764,0.7376478,0.7455154,0.4117938,0.7662378,0.7945626,0.07898201,0.7272946,0.8029771,0.3065614,0.6946823,0.01273516,0.8441316,0.4604704,0.1647745,0.7684107,0.3504415,0.746609,0.7662139,0.404988,0.8464184,0.6889023,0.4663417,0.8099607,0.6412166,0.03687311,0.4054956,0.1861074,0.7891543,0.4216676,0.7866898,0.06866102,0.08178619,0.4602792,0.4757648,0.8201841,0.7804984,0.7834945,0.1099746,0.3431268,0.8112426,0.8228132,0.1650011,0.3868068,0.5239927,0.09602771,0.7658271,0.06533127,0.2658944,0.39599,0.563171,0.3669017,0.3644566,0.8517241,0.9092121
