ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99
0.7647789,0.1593715,0.5945726,0.3485484,0.126546,0.507632,0.4363398,0.5780551,0.3797165,0.8218157,0.3665431,0.317908,0.5436113,0.7498303,0.1569719,0.3044916,0.847607,0.7914432,0.5294202,0.6651748,0.8019789,0.5387282,0.3615244,0.2532202,0.05573361,0.2040542,0.1968692,0.5447124,0.7097766,0.521594,0.3958315,0.338887,0.05912582,0.3939252,0.1713304,0.6308877,0.1770049,0.6465489,0.5304216,0.4617493,0.3137272,0.5414894,0.4857167,0.5602799,0.04676647,0.7422091,0.6124896,0.2106655,0.7068201,0.2120163,0.1665644,0.7110443,0.5955333,0.8328642,0.4774704,0.09459616,0.3856647,0.4118348,0.3408317,0.4003952,0.836309,0.7344426,0.1346141,0.6118859,0.1189675,0.4408749,0.6570916,0.3874549,0.7442672,0.1565012,0.6516188,0.4648078,0.7264863,0.4272247,0.6755621,0.2996225,0.6202133,0.1213892,0.02743441,0.7145073,0.3752023,0.6115818,0.5878329,0.1704093,0.6600311,0.6672454,0.4165622,0.3568177,0.1712456,0.2781706,0.2946741,0.5385601,0.6176146,0.4537952,0.4840327,0.5355085,0.09034929,0.1322805,0.1078514,0.3936198
0.6395949,0.1760906,0.6453478,0.2014644,0.09501015,0.6689292,0.5013168,0.5983539,0.2415991,0.7466104,0.3821656,0.2141958,0.5011615,0.6806296,0.2173921,0.3238004,0.7562922,0.7107746,0.6132843,0.608182,0.7809915,0.5614123,0.5511867,0.1604915,0.02721614,0.2872629,0.2636264,0.5696318,0.6618289,0.5546657,0.4079747,0.3948417,0.1020978,0.5099307,0.1606136,0.645466,0.2094102,0.644531,0.4145248,0.3513934,0.2704428,0.6544944,0.4713192,0.6343413,0.1075923,0.7217097,0.4883182,0.2060572,0.6160426,0.4030015,0.1635264,0.5892604,0.6544457,0.7423373,0.4901508,0.1430421,0.5700993,0.4665638,0.3623639,0.4148414,0.848814,0.7727829,0.1594594,0.5708956,0.1909149,0.3973533,0.6275933,0.3917135,0.7903013,0.3058627,0.630169,0.4869491,0.645851,0.4511828,0.6952652,0.1865271,0.628286,0.09255836,0.05759623,0.7535284,0.3210929,0.5954691,0.5476261,0.210219,0.5688441,0.6596088,0.3447892,0.4036426,0.2808742,0.249832,0.2393044,0.5911345,0.5743426,0.5257805,0.5118691,0.6311126,0.08011682,0.2153477,0.08006375,0.4348026
0.6493435,0.147757,0.7111587,0.1677915,0.129721,0.6047454,0.4616059,0.4574096,0.2932267,0.725017,0.3960623,0.1697346,0.5927539,0.6711494,0.2576261,0.4769845,0.7525397,0.6715486,0.6384152,0.4656411,0.7219118,0.6617289,0.5514782,0.2885063,0,0.1916629,0.4125476,0.5706301,0.5701285,0.681598,0.3677157,0.4940518,0.1067686,0.5246971,0.2383089,0.5805088,0.2038617,0.6458942,0.3743137,0.2448455,0.199081,0.6668579,0.3495934,0.4760398,0.037003,0.7311096,0.496292,0.1205007,0.4983133,0.5213949,0.1585119,0.4351219,0.7243391,0.7249855,0.4994697,0.0449907,0.6066619,0.377213,0.4479263,0.423171,0.7999481,0.7411327,0.09820836,0.6101795,0.4029691,0.3941846,0.661097,0.4640492,0.8345776,0.342096,0.5594475,0.4193237,0.6315522,0.5837278,0.6722707,0.08946948,0.5927529,0.1187809,0.09209837,0.7341487,0.1914028,0.4788978,0.549287,0.2453391,0.5696403,0.6269501,0.316954,0.4479862,0.3357407,0.3191819,0.2146013,0.4746292,0.6163927,0.5049567,0.5510212,0.7374298,0.07026866,0.2870809,0.1234475,0.4206937
0.5400407,0.08900766,0.7835686,0.1698837,0.1049292,0.6823205,0.5550557,0.5278106,0.31081,0.7654498,0.4324363,0.1378254,0.6183534,0.7588064,0.3275231,0.5568634,0.7222275,0.6240692,0.7664958,0.3712173,0.7302504,0.7606544,0.6599484,0.1886057,0.04124589,0.0694093,0.5231915,0.6362703,0.4999756,0.6345521,0.3338345,0.3403297,0.03367841,0.5842522,0.291608,0.4938266,0.2289952,0.604216,0.3538455,0.3129628,0.1975667,0.6889535,0.2870342,0.3859645,0,0.5316312,0.5233623,0.1815472,0.5461618,0.621957,0.03577702,0.3731474,0.6646639,0.7738116,0.5578284,0.2270529,0.6142523,0.6285107,0.5422211,0.4953098,0.7544952,0.764555,0.1173798,0.5743867,0.4726254,0.4402404,0.6107813,0.3732228,0.7471412,0.5029076,0.5604163,0.4427096,0.5960216,0.4565447,0.6524739,0.1249103,0.7002582,0.0720189,0.1527746,0.7178903,0.1582607,0.4967731,0.5390984,0.2370204,0.5988378,0.5233203,0.4026802,0.3434974,0.3654222,0.3112911,0.1688648,0.3949756,0.4911371,0.4672404,0.5611598,0.7671462,0.05805385,0.4259352,0.2567568,0.3464544
0.4860905,0,0.6645128,0.1132933,0.1332004,0.7462344,0.6023972,0.4604665,0.2920968,0.81757,0.4833243,0.2777137,0.6220418,0.8128685,0.4121553,0.57167,0.7378147,0.5235969,0.776092,0.3631887,0.7155404,0.7584263,0.6920953,0.2306929,0.08893396,0.1455246,0.567053,0.5827398,0.5289544,0.7189049,0.3471586,0.4685589,0.1062828,0.5585604,0.4096226,0.5684037,0.1368244,0.7213011,0.4260519,0.2487807,0.08150734,0.7268263,0.2260984,0.4471324,0.06785481,0.5438692,0.3839924,0.09599411,0.573179,0.6677629,0.1086733,0.3515372,0.7661047,0.8231205,0.6030455,0.1402232,0.6454819,0.6164175,0.5694164,0.3621472,0.7583835,0.7984182,0.08033282,0.4992134,0.5813609,0.4602513,0.6104163,0.5533863,0.8499044,0.4308433,0.5672433,0.4373226,0.6105866,0.373141,0.6557575,0.07608277,0.7606992,0.196269,0.08603279,0.7069211,0.1516905,0.4814487,0.4903503,0.3555824,0.5778947,0.5630603,0.3612748,0.3000825,0.4318918,0.3490675,0.1181689,0.4614258,0.5801555,0.5736237,0.6351357,0.762478,0.07869658,0.433787,0.1346885,0.3217157
0.4148372,0.06311983,0.7917653,0.09545323,0.2225326,0.7465521,0.533859,0.4133391,0.2651444,0.8083395,0.5377811,0.08617555,0.7048897,0.8155902,0.4664913,0.6748625,0.7220119,0.5733497,0.7625799,0.2412406,0.6935686,0.82222,0.6756255,0.1952138,0.1087586,0.1865695,0.5620753,0.6134773,0.4279386,0.6932012,0.3308618,0.4135456,0.0554687,0.6693165,0.4340695,0.5005608,0.1275766,0.6721574,0.3809713,0.2615017,0.1684828,0.6564724,0.2036573,0.4461955,0.01972677,0.4886675,0.3671894,0.106116,0.4107376,0.6815852,0.1054691,0.2819093,0.8168724,0.8344391,0.6950814,0.1383166,0.7361686,0.719807,0.5641518,0.4751944,0.7920923,0.7941769,0.1205787,0.5558528,0.6010797,0.4279496,0.6283037,0.5009811,0.8220525,0.439338,0.6926348,0.3446699,0.6068692,0.4620529,0.6253622,0,0.700051,0.0713545,0.1763484,0.7103598,0.1819619,0.501509,0.5158405,0.4058268,0.5913749,0.4069588,0.2602699,0.3846345,0.4465615,0.3949282,0.1617588,0.4375428,0.5532006,0.5410745,0.6511707,0.7628503,0.07333899,0.4446716,0.1245796,0.3058711
0.4342384,0.0489869,0.7226979,0.06905362,0.1520728,0.7870576,0.5683805,0.3702695,0.2263559,0.8157521,0.5442784,0.1414421,0.7595791,0.8162755,0.525767,0.6731009,0.7100571,0.4636267,0.8663321,0.2321676,0.6267071,0.759842,0.7134593,0.1359631,0.009860776,0.1817085,0.716003,0.6543293,0.388014,0.7888399,0.2454817,0.3562973,0.1404895,0.7166741,0.3576093,0.4500889,0.2014507,0.586147,0.3206843,0.1562368,0.06740376,0.786094,0.1534799,0.3806275,0,0.509012,0.3448584,0.1661165,0.5298961,0.7492421,0.1023152,0.2419363,0.7578775,0.7830685,0.7213184,0.1503627,0.7658183,0.6617262,0.6522923,0.4589825,0.7665017,0.8195326,0.07267421,0.5253462,0.5709608,0.4922984,0.6726549,0.3649517,0.880538,0.4547657,0.4472126,0.4158197,0.6598344,0.4521632,0.5652291,0,0.7638972,0.1148186,0.1323883,0.7343415,0.2139226,0.4365371,0.5047039,0.384988,0.5390395,0.3993607,0.3142461,0.370426,0.4355591,0.3693448,0.1242752,0.3590627,0.5398887,0.5570296,0.6674916,0.8034495,0.08019284,0.4040976,0.2484196,0.2606794
0.4239417,0.005873252,0.8484292,0.01061971,0.2213303,0.8196596,0.5091549,0.4305482,0.2146877,0.8270553,0.5767064,0.02719233,0.7650217,0.7545719,0.4755781,0.74084,0.6545575,0.5465234,0.7966881,0.2485957,0.6817868,0.6897818,0.6969401,0.06718102,0.06128889,0.09889934,0.6328707,0.5970069,0.3984751,0.6994115,0.3764413,0.4026426,0.1717487,0.6802637,0.4239638,0.4088133,0.1278514,0.6892752,0.2742361,0.2011026,0.0591799,0.7658042,0.1165851,0.3143608,0.07917774,0.4395324,0.3601004,0.1610969,0.4800903,0.7350389,0.1421977,0.2004722,0.7368957,0.7843347,0.6535033,0.1279635,0.6974279,0.7919011,0.5253264,0.4120109,0.732406,0.8299058,0.03734915,0.4871724,0.703692,0.4608957,0.6085333,0.4456522,0.8339364,0.452553,0.5775458,0.4237695,0.6429043,0.4490627,0.6812398,0.09217849,0.7820047,0.175621,0.1457229,0.7293152,0.19694,0.4230515,0.5536551,0.3736519,0.52634,0.4177635,0.3109069,0.2904135,0.3949567,0.4954112,0.1031666,0.4077906,0.6130462,0.5927867,0.6522248,0.7883818,0.08389819,0.4590153,0.2216998,0.2645575
0.4094585,0,0.8359368,0.1046697,0.2067725,0.7299174,0.5305417,0.4281661,0.1456385,0.8554676,0.5943916,0.06768356,0.8443009,0.8503038,0.5650492,0.7113466,0.7506589,0.4902785,0.8229014,0.1559608,0.698041,0.8079132,0.7981929,0.1404274,0.04736995,0.08190652,0.8311884,0.720618,0.3919971,0.7675638,0.3736272,0.4013084,0.08824857,0.7694455,0.4339611,0.4424993,0.1008599,0.6905701,0.3064284,0.1516576,0.07824815,0.8439147,0.1440015,0.3581092,0.02150539,0.4212759,0.3293467,0.05534732,0.3696252,0.8517005,0.16667,0.1339488,0.8417324,0.808646,0.7458666,0.1605389,0.6507153,0.8304956,0.702999,0.4405565,0.7967066,0.8059208,0.02410426,0.5346771,0.7689156,0.3690387,0.6607606,0.3858916,0.8183812,0.4507875,0.513235,0.3584003,0.5843133,0.568521,0.5868718,0.1668432,0.7980064,0.2353141,0.2015545,0.7321969,0.2030952,0.4782285,0.5147255,0.4502599,0.4964938,0.3952501,0.3172962,0.3643826,0.4865004,0.4205714,0.05041702,0.2495112,0.4886301,0.5137889,0.7024427,0.8224701,0.07484777,0.579738,0.1962528,0.3054185
0.4948026,0,0.7532293,0.02154372,0.272363,0.7610714,0.522476,0.4107608,0.2102321,0.8399231,0.6079235,0.03265107,0.7758566,0.880306,0.5381778,0.7593602,0.6804903,0.4796477,0.8098568,0.2277466,0.7396581,0.8515319,0.8472158,0,0.06264047,0.1397393,0.6692595,0.7196622,0.3876083,0.8044765,0.2260128,0.4881343,0.3040179,0.7518318,0.4480281,0.43069,0.08603109,0.6523859,0.3801993,0.1316716,0.1007456,0.7600215,0.1111951,0.3846214,0.0654998,0.4788118,0.2947262,0.1748232,0.4126736,0.7834508,0.1717866,0.1644153,0.8252776,0.7784936,0.7304,0.1146479,0.7071913,0.7138364,0.6511988,0.4628099,0.8380899,0.8248017,0.01581988,0.5837061,0.7034709,0.4206659,0.5876496,0.4456379,0.862331,0.4827929,0.5418121,0.3121957,0.6730139,0.4183233,0.6453035,0,0.8017756,0.2350646,0.2173276,0.6251386,0.2208314,0.4677309,0.5096839,0.4772505,0.5797216,0.257882,0.272053,0.264232,0.4636683,0.4855207,0.06312854,0.4056133,0.5271547,0.5264198,0.6420693,0.8385726,0.09746247,0.4990238,0.2379867,0.2918423
