ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49
0.04411751,0.1881759,0.09381737,0.3716784,0.5053203,0.6278434,0.5973623,0.811909,0.006539236,0.02600071,0.2149222,0.1685981,0.2989032,0.5291958,0.3946323,0.4241872,0.7600045,0.2600569,0.3370157,0.4964591,0,0.775858,0.3024921,0.7402749,0.7066142,0.435393,0.6025071,0.432826,0.5661006,0.6697704,0.5652543,0.6990387,0.3685242,0.1950439,0.4871868,0.7555377,0.106713,0.3913051,0.5313995,0.09460051,0.1510343,0.7008975,0.09317251,0.4067621,0.924952,0.2296082,0.3868186,0.78012,0.3558861,0.7281703
0.1714509,0.2064389,0.1775825,0.3513429,0.5111749,0.5651047,0.6321821,0.5841686,0.05472133,0.00825297,0.3040046,0.1980892,0.3883567,0.3782928,0.3577842,0.2586018,0.6869037,0.2814755,0.4058634,0.3740418,0.07941179,0.6723256,0.4450615,0.6885118,0.8267035,0.4192585,0.4129374,0.3794602,0.470276,0.5494263,0.622382,0.6938115,0.4836837,0.3315913,0.5697399,0.7674433,0.1906737,0.4485284,0.4337762,0.1313365,0.2967259,0.773553,0.1938439,0.4408378,0.8318567,0.3366446,0.4582857,0.6983889,0.3258751,0.5518372
0.3279684,0.3299791,0.1222262,0.3965491,0.4835442,0.398333,0.5741889,0.4899658,0.1214727,0.05308831,0.2939243,0.1292535,0.4692484,0.2220362,0.2866504,0.3214684,0.5837035,0.3301295,0.3607585,0.5201662,0.04544342,0.5421023,0.4933614,0.5228841,0.7168493,0.4215368,0.3483751,0.3477456,0.3714149,0.4969795,0.6087035,0.6740449,0.5632639,0.2710146,0.5771521,0.7304737,0.3729394,0.5236655,0.2386227,0.1117388,0.4409567,0.70718,0.3207429,0.4837365,0.7699506,0.3246385,0.4073287,0.7951123,0.2794996,0.5682448
0.3917132,0.2183497,0.1639556,0.3481846,0.5197884,0.43516,0.6598942,0.4479848,0.03329607,0.06483142,0.2976807,0.2373924,0.5688341,0.2147306,0.3304026,0.2062897,0.5426756,0.3386046,0.4134233,0.5337626,0.1584202,0.462034,0.5252737,0.3447483,0.8267838,0.358631,0.3500451,0.3459778,0.3153636,0.3385404,0.6231238,0.5903302,0.5738328,0.3656109,0.6973031,0.7001813,0.3989698,0.5790161,0.1709741,0.08854415,0.5855112,0.750304,0.4203061,0.6483272,0.7863783,0.3185522,0.4296734,0.7757437,0.3186382,0.5485017
0.3976883,0.2705839,0.1441009,0.3045758,0.4545373,0.2702047,0.6719432,0.4428636,0.08837865,0.07183667,0.2094965,0.1698987,0.5806937,0.1775676,0.3306853,0.1325961,0.5059769,0.3758213,0.4760613,0.5668871,0.08850515,0.3735378,0.5647618,0.4221301,0.8041419,0.5183547,0.3279119,0.2555925,0.2412431,0.3092604,0.7017144,0.6140682,0.6067285,0.3861546,0.7351406,0.6361659,0.4159508,0.6580422,0.1654688,0.2348562,0.5885812,0.7495502,0.4440364,0.6101108,0.7710415,0.3574426,0.4163423,0.7186657,0.3136233,0.4139792
0.4736981,0.2207614,0.1566427,0.2880409,0.5099559,0.2946905,0.6082201,0.2576968,0.05123163,0.1080563,0.2964603,0.161822,0.6397499,0.1748109,0.2543884,0.1108363,0.5010542,0.3852713,0.478081,0.5037035,0.1321066,0.3346147,0.5877104,0.4174891,0.8252761,0.4334304,0.3520263,0.2166258,0.2405049,0.308392,0.5871234,0.5809412,0.7082098,0.3989023,0.7437426,0.6427947,0.3249641,0.6058667,0.1595757,0.2153948,0.570362,0.8057951,0.4789035,0.6236941,0.8082938,0.3468708,0.4675974,0.7039041,0.3634903,0.4167031
0.5532791,0.3773458,0.09050073,0.2883794,0.4549888,0.3267619,0.6261883,0.2478933,0,0,0.2571134,0.2191766,0.6436736,0.2421099,0.2692336,0.1074705,0.4299195,0.3437474,0.3963625,0.5472716,0.1454512,0.2967188,0.5202809,0.4178248,0.7834772,0.478136,0.3669726,0.2474499,0.1666659,0.3055085,0.7393833,0.616967,0.7547233,0.4936709,0.776411,0.6199964,0.4723272,0.7554945,0.109038,0.1432264,0.6898201,0.8300449,0.5849526,0.6930665,0.7423944,0.4064441,0.5028887,0.7352066,0.2968425,0.4503893
0.5486001,0.2913447,0.1507925,0.2011129,0.440045,0.2039212,0.6798456,0.1760662,0.03510878,0.02792528,0.2224467,0.1923521,0.6115556,0.2505778,0.2051805,0.08317698,0.4638906,0.2468045,0.5074244,0.4928777,0.09766467,0.1919948,0.5051798,0.3880575,0.8344987,0.3965868,0.4381313,0.2714879,0.1701888,0.2552549,0.6898995,0.5779637,0.6985526,0.4524013,0.8513297,0.5984365,0.4286817,0.7028143,0.08089641,0.219652,0.6625865,0.7655327,0.5560104,0.7399885,0.7696891,0.3521785,0.498769,0.755738,0.2721224,0.35711
0.5783424,0.3453479,0.1107543,0.1902185,0.5220659,0.1442342,0.6781922,0.1711068,0.09504024,0.1009982,0.1687208,0.2463681,0.6187509,0.2014697,0.1943879,0.04807686,0.4001199,0.1981187,0.4162616,0.4718062,0.1391339,0.2277463,0.5774041,0.3060574,0.8754399,0.4454293,0.5125936,0.2821044,0.09646332,0.2483686,0.6330929,0.5511029,0.7953725,0.4230935,0.8234375,0.5624989,0.5581168,0.6121635,0.05048413,0.1794592,0.7041633,0.801028,0.5655629,0.7862889,0.8197206,0.4390247,0.50216,0.6520801,0.3065622,0.4462314
0.6332953,0.4024582,0.1499255,0.2195671,0.4143636,0.2489491,0.6601573,0.1207017,0.06535889,0.03243235,0.2636422,0.1825069,0.8206139,0.2852006,0.2006832,0.02747113,0.4623953,0.2213926,0.4811279,0.5902999,0.07249894,0.189613,0.5649131,0.2772017,0.806506,0.427513,0.4506262,0.3170839,0.1086777,0.3237762,0.6338472,0.5952772,0.7431594,0.414926,0.784578,0.4709623,0.4908164,0.7892738,0.07767544,0.2260471,0.760488,0.7772641,0.5224085,0.7291304,0.7474179,0.5295577,0.6583029,0.6292418,0.3568396,0.3733205
0.6434447,0.3368929,0.2202682,0.3017729,0.5074302,0.2945709,0.5893322,0.1335874,0,0,0.3231377,0.2027972,0.764306,0.3262249,0.241914,0.02320543,0.478602,0.2799809,0.504321,0.517869,0.1018483,0.1270135,0.650705,0.3166663,0.8877653,0.3979416,0.4741006,0.2741131,0.1303231,0.2938044,0.6401479,0.4769647,0.8802984,0.4594774,0.8650001,0.5085191,0.4700603,0.6961673,0.01364673,0.2598906,0.7398679,0.8068523,0.5925725,0.8166831,0.6783547,0.4294347,0.5979754,0.6226673,0.3785064,0.4214491
0.6016791,0.4449421,0.233268,0.3249043,0.4403792,0.2376346,0.6305122,0.05614887,0.01291666,0.07493637,0.2748926,0.193012,0.8072833,0.3396904,0.262068,0,0.3426079,0.1950394,0.5278206,0.5325262,0.1209112,0.08953442,0.5905783,0.2549465,0.8523802,0.3677939,0.4439364,0.3846909,0.06755909,0.2787687,0.6649942,0.5409081,0.7953312,0.5246083,0.9152691,0.482116,0.4312287,0.6757117,0.03769794,0.2173374,0.8241063,0.8479395,0.5726734,0.7801018,0.6777667,0.4353375,0.5353233,0.6499664,0.4253585,0.5344371
0.6882471,0.3517061,0.2310207,0.2289645,0.4703943,0.2845822,0.6304688,0.1521342,0.01357052,0.005304286,0.285442,0.2049401,0.766409,0.2512297,0.1789557,0.05331995,0.3865953,0.173686,0.5373869,0.5114916,0.1362005,0.1945444,0.5535433,0.266034,0.7774231,0.4233427,0.5352998,0.352972,0.0186017,0.2602007,0.6643876,0.4778295,0.7447879,0.4878489,0.8476945,0.3833186,0.5368294,0.712293,0.04042375,0.2560171,0.7521586,0.7839473,0.5730464,0.8314863,0.675505,0.4079877,0.5132664,0.6091706,0.413624,0.4213679
0.6510057,0.3280523,0.1171672,0.2549824,0.5000658,0.3618354,0.5614042,0.0598885,0.06282157,0.06489524,0.2765126,0.1794199,0.7588784,0.2793627,0.1027668,0.05733425,0.4655766,0.1794457,0.6161742,0.6015435,0.1501822,0.09406622,0.5668831,0.1943413,0.8302048,0.4472506,0.4451853,0.393683,0,0.2131289,0.6793342,0.6136044,0.806197,0.4015332,0.8505728,0.4150627,0.4678914,0.7524354,0.06153186,0.29094,0.7436239,0.9120259,0.5463822,0.8072642,0.750068,0.3871495,0.6011367,0.6831021,0.4462409,0.551394
0.651526,0.4190107,0.0592102,0.2380319,0.4483942,0.2718103,0.604651,0.07576777,0.06610913,0.04205615,0.3115388,0.2626701,0.7731551,0.2634377,0.1908513,0.1498546,0.4519856,0.1070996,0.5880147,0.4923502,0.1719191,0.02688801,0.523819,0.1912053,0.8845119,0.4642535,0.6121908,0.5135502,0.0239565,0.2435223,0.675233,0.5635388,0.7352889,0.3450606,0.8648269,0.441498,0.5043142,0.7574807,0.1004836,0.2351043,0.8042167,0.9252082,0.4765186,0.8234673,0.7596625,0.4477531,0.6076846,0.6385962,0.536302,0.5522305
