ch0,ch1,ch2,ch3
-0.04934898,0.02527852,0.029928,0.004168972
0.5334041,1.00036,1.176592,0.8400379
-0.8121377,0.6626511,-0.6305291,-0.5909488
0.09746162,1.032969,0.7512514,-0.3715312
1.010101,-0.08594587,0.1441899,-0.2430096
0.1163957,-0.006400974,0.4333644,-0.5176125
0.7889395,0.7744309,0.4457912,-0.336906
-0.9934499,-0.4942546,2.400497,0.3340597
-1.443414,1.54193,-1.673521,-1.192855
-0.2041868,0.815467,2.475972,-0.8292769
-0.294991,-0.3236606,0.3252922,-1.523705
-1.472517,0.9056751,-0.2260971,-0.3402129
-0.8883464,0.7804626,0.7941446,-1.167761
0.8868159,0.5150705,1.181201,-1.039647
-0.4826008,0.4197999,-1.07279,-0.9522449
-0.1390037,0.9347963,1.604292,-0.3689567
-0.4493854,-0.3476782,-0.7988814,-0.6097491
0.03139041,0.07577565,0.2949618,0.4705371
0.3080747,0.3202741,-0.1469289,0.4257612
0.6136396,0.3167148,1.480999,0.2997344
0.6258402,1.211407,-1.262741,0.4711807
0.9224352,-0.2042728,-0.02804501,-0.4402362
0.6163402,-1.025995,-0.3218791,0.473317
0.313953,-1.787917,-1.073679,0.9023773
-0.4486876,-0.2249286,-0.1499624,1.788951
-3.112809,-0.7797576,0.6153657,0.6834496
-1.235012,0.3931399,-0.2978479,-0.05032304
-1.12662,-0.4803245,-0.4487226,-0.4355632
-1.009384,-0.9580104,-1.001333,0.4355297
-1.973994,-0.08977405,0.5010325,0.6276309
0.1673719,1.261142,-1.043524,-0.4132085
-1.786468,-0.7649164,0.2840825,0.7092064
-0.103174,0.525895,0.6373094,0.7713374
-0.2900116,0.1642273,-0.2075615,-0.9499702
0.3032974,-0.6447275,0.4739778,-0.002368683
0.8810262,-0.9057866,-0.2912213,1.010278
2.128562,-0.9173963,-0.1582642,0.7795031
1.84353,-1.871006,-0.2680862,0.2339729
1.467167,-3.062694,-0.5529422,1.633675
1.740474,-1.060384,-1.769175,2.763574
0.4681488,-0.08769648,0.5759222,2.521007
0.1736335,-0.6873074,-0.7564387,0.08271923
-0.4529881,0.1367516,0.6712581,1.095324
0.1339368,0.8410067,-0.1922617,1.386215
1.070097,0.3655353,0.6332573,-0.4096925
0.2263372,-1.398917,0.1958278,-0.4278909
0.02234542,-0.950519,-0.002796023,0.7146972
-0.6450994,-0.9889064,0.2356057,0.9481173
1.328954,-0.318289,-0.2156006,0.5764045
0.3308915,-1.44838,-0.1840232,0.5917392
0.5909741,0.3389319,0.3771513,1.725746
-0.07206001,-0.6577936,-0.5325842,0.6253661
0.3905267,-0.5478666,-0.4780345,0.3339585
-1.684628,-1.173334,1.209501,0.4140841
-0.3512846,-0.9012743,-1.891474,0.5593568
-0.7226718,0.0501289,0.9900773,1.147932
1.032797,-0.02330086,-0.2326132,0.401212
0.9818813,0.8495665,0.07684267,1.300284
-0.04793084,-2.238313,0.1444408,0.9336214
-0.7457798,0.3447395,-1.55226,0.5974103
-1.140379,-0.6931873,0.4349341,0.3372247
0.2044772,-0.04860963,-1.46771,0.1102783
-0.6494497,-1.278213,-0.4756755,0.2613303
1.430873,0.1496275,-0.43686,1.123561
-0.6725343,-0.7590132,1.234621,0.3807009
-0.8495413,-0.4656342,-2.197563,0.479264
-1.232712,-0.6198001,1.298755,0.5752892
-1.764629,0.4678158,-0.8588613,1.372059
-0.1243428,1.663555,1.533819,0.2394163
-0.8491309,0.2214226,0.726546,-0.7493562
0.8546871,1.33871,0.2375291,-0.02238464
0.2188745,0.5033802,0.09684714,-0.3480407
-1.804668,-0.1460184,0.3580142,-1.202679
-1.343315,-0.03465482,-0.4277713,-0.6854982
-0.4445573,-1.619139,-0.5238289,0.1249659
1.031637,-0.05495563,-0.2084693,0.2411862
-0.2787351,-0.879765,-0.4436399,-0.2077207
-0.4330311,0.2810246,0.503597,0.5660817
-1.647624,-0.2968209,0.2696658,0.3451679
0.7034629,1.105775,-1.210313,-0.5516869
-2.024475,1.275841,2.206245,-1.172897
-0.3558317,0.8838961,-0.3354762,-1.488807
-0.1830202,-0.4525558,0.7858312,-1.627364
0.1861572,-1.619205,-2.439956,0.3036905
0.588768,0.7128183,0.01972554,1.809435
1.107072,0.03116824,-0.1573874,1.030536
0.2613301,-0.332035,-0.4274891,0.4096236
-1.655272,0.1298707,-0.719181,0.08683076
1.019653,-0.2216829,-0.4232205,-1.141076
-0.3895195,-1.527436,1.062733,-0.2286951
0.7076072,0.4222934,-1.855503,0.2769512
-0.1568106,-0.683367,-0.2922312,-0.319434
0.6224974,0.1892459,-0.7873536,0.3782298
0.06414082,0.3991058,0.002665694,-0.04623281
-0.4536613,0.09339676,-0.0009520119,-0.5125852
0.6659053,0.09598759,-0.02472901,-0.3969021
-2.301966,1.92073,0.1862315,0.0193039
-1.014472,2.884112,0.545082,-1.08532
-0.3233433,1.129939,1.364008,-2.693618
0.1829938,0.4685806,2.045957,-2.777332
-0.5944805,1.023993,-1.444758,-1.263544
-2.098132,2.224863,0.2098841,-0.7053509
-0.3216142,2.829053,1.845697,-0.5361475
-1.311022,0.8295304,0.2862364,-2.097576
0.1708308,0.3095107,-0.260064,-1.381668
0.3150798,0.01258939,-0.5711756,-0.8557187
-0.02931796,0.7325824,1.201281,-0.8003961
1.377743,0.5684308,-0.9797546,-1.757285
1.411647,0.4961034,2.268288,-0.09531479
-0.7093388,-0.4913466,0.2225454,-1.103421
-2.00459,0.7502305,0.3621859,-1.0386
0.7198325,1.079305,-0.04289685,-0.702184
2.309773,-1.019296,2.736905,-0.7216855
-0.1829065,-1.57985,-2.959996,0.4216895
0.1499572,-1.546814,0.7986638,1.639424
-0.9691506,0.4937513,-2.067609,0.8831676
-0.9819036,0.385255,1.652375,-0.3586922
2.497624,0.4315669,-0.4616991,-0.8741165
0.991664,-0.3595501,1.107438,0.2710539
0.2626377,-0.7689778,-0.929419,-1.206058
0.1361464,-0.1068886,0.6027614,-0.5760428
-1.236976,0.972152,-0.5911664,-0.7670645
-0.03238731,0.07916922,1.101837,-0.9171863
1.718264,-0.00763296,-1.107062,-0.9498235
1.810337,-0.1806638,1.216082,0.853813
-0.06880628,-2.120426,-0.2740767,0.1872661
-0.9309746,0.5839742,-1.352894,0.6639745
0.3456855,0.2998297,1.137357,0.397668
0.07023215,-0.7864378,-1.090983,-0.3184566
-0.149574,-0.4345719,1.382993,0.03999088
