ch0,ch1,ch2,ch3
-0.01725446,-0.01814716,0.0172591,0.007202771
-0.09490953,0.6208369,0.5598658,0.8254497
1.197393,0.4245187,-0.6455539,0.3423337
-0.3485927,-1.156253,-0.8100456,0.2743322
-0.3145683,0.3250055,1.547841,0.3014944
-0.5610744,0.5311874,-2.098012,2.661212
-1.570586,-0.3051669,1.424018,0.5076998
-1.593749,1.609109,-0.5200911,1.550137
-0.9584276,-0.1444886,1.467493,-1.195559
-1.749007,1.320234,-0.452625,0.1694624
-1.119897,0.244382,1.210257,-1.612044
-0.8610071,1.138333,-0.4921188,-0.1160077
0.2648312,-0.8183676,0.8331083,-0.5134001
0.3929683,0.9735775,-0.8165237,-0.732649
0.1913605,-1.386472,-0.04401565,-0.8533868
0.05102008,1.137256,0.04614259,1.121633
-0.3207239,-0.39919,0.5110028,0.9241406
-0.565392,0.3887532,-0.9585715,0.5145349
-0.2957012,-0.2849093,1.59032,-0.1795365
-0.9353696,1.626176,-0.9286881,0.9907952
-1.66249,-1.047001,-0.1643157,-1.320096
-1.25151,0.3837727,-0.3689545,-0.7396532
-0.3817778,0.06002901,0.4332334,-1.134317
-0.8539344,0.8890934,-0.1934354,1.646237
-2.593522,-0.9323103,0.3965873,-0.03870055
-1.12505,2.700142,-0.4100491,0.7449944
-0.6643693,-1.04151,1.028325,-0.4240798
-0.6980164,-0.5837874,-1.036191,0.7688443
-0.5331645,1.854436,0.2029119,-0.1257611
0.03194705,0.4320643,1.107891,0.5450336
0.9326955,-0.4206418,-1.320972,0.8784109
0.274987,-0.833792,0.5066868,-0.36231
0.06310523,0.1701927,-0.3253487,0.04095124
1.454314,0.2888604,0.7807788,-1.503402
1.402839,-0.5068824,0.05492919,2.132869
-0.0706459,-2.012761,0.2915891,0.7381757
-1.148544,-0.03656728,-0.9990214,2.020835
1.00228,-1.599774,-0.121742,-0.3349185
-0.7874126,1.129478,-0.8316378,1.129839
0.08718778,-0.6208132,0.156602,0.2194263
-0.4930258,0.2026906,-0.6555963,-1.363468
-0.09419837,-1.524831,0.2178052,-0.3640332
0.7487984,0.496577,-0.4897033,1.359361
-1.06351,-1.73676,0.9336525,-0.5875848
-0.7387729,-0.4225159,-1.440255,1.914639
0.621264,0.6988613,1.04365,-0.0241404
1.09668,0.4610536,0.07341384,0.9486018
2.231267,-0.2160762,-0.2170105,0.07207285
0.6224567,-0.3727242,-1.087415,0.8846892
0.04619821,0.1710635,1.041075,-0.7312814
-0.122261,-0.08097198,-0.9092,0.5530728
0.1331324,1.787153,-1.349145,1.437804
-0.3728309,-0.8548089,0.7329402,0.1571872
-0.6191657,0.7725587,-0.9834286,1.723082
-0.6986909,0.03064864,1.31929,-0.9196723
-0.2983618,0.7228968,-1.749358,2.309441
0.02888803,-0.7657465,1.698868,-0.3675486
-0.4143158,-0.495653,-2.19308,1.034537
-0.1516478,1.7442,2.254622,-0.5000992
1.285634,-0.3312283,0.3036247,0.1187386
-0.2572578,-0.2933968,-1.260947,0.7035306
0.6801205,-0.254761,2.207019,-1.927376
0.5544484,0.05724833,-0.8305325,-1.489276
-0.01179337,-0.06942906,-0.2320168,-0.8905367
-0.1231059,0.06296381,-0.5391134,0.4852314
-0.882234,0.5022932,0.6678792,-0.8005521
-0.6364254,-0.8959628,-0.2755227,-0.6452127
