ch0,ch1,ch2,ch3
0.05356998,0.03867903,-0.009332096,0.01401753
-0.9365429,0.001977283,0.143351,-0.4187861
-0.8484829,1.692744,-0.5330131,0.1548737
-0.2351442,-0.7523873,0.8255436,0.340856
0.796054,1.239648,-1.881392,-0.7253277
1.121553,-1.638728,1.486878,1.045547
1.981822,-1.249901,-1.871338,-1.380043
1.000882,0.5822449,0.5735699,1.210469
2.064309,0.2079461,-0.1158152,-0.8509083
1.572627,-0.3664117,0.6801736,1.317786
0.7601354,0.4181787,-1.480637,-1.303707
0.5030541,-0.4774445,1.020412,1.367067
-1.156673,0.6779101,-0.859726,-0.7400921
-1.245622,-1.794373,0.3279397,0.2439039
-1.848707,2.825801,-0.9560312,-0.5030333
0.926287,-0.2935168,1.202168,1.037424
0.6615097,-0.02355951,-0.2031672,-1.121948
0.8963176,-0.4958819,-0.4964068,0.8793592
1.228882,0.1651343,0.4534663,-0.9300412
0.11931,-0.5042647,0.5499557,0.2650766
0.03615324,0.7078386,-0.5369339,-0.006312534
-0.316814,-1.270799,1.063298,-0.1765264
0.2796713,-0.7787772,-1.81332,-0.6460322
-0.1944155,-0.2505841,1.507793,1.122479
0.3534614,1.126819,-0.1240607,-1.245606
-0.4289849,-0.9433573,0.6453448,0.8490044
-0.351846,-0.279503,-1.369048,-0.9829952
0.277554,0.6375954,0.2948369,0.849462
0.4582684,0.9660579,-1.128498,-0.7101915
-0.04659078,-0.02401521,1.451652,1.283161
-1.285677,0.1767622,-1.487538,-2.149245
0.8247443,1.13211,0.4931463,2.441151
-0.9260233,-1.052034,0.2873527,-1.611567
-0.4609284,-0.9209777,-0.619572,0.655542
-0.6067996,0.8532843,1.142695,0.02880339
-0.6412894,-0.9559329,-0.4144319,-0.7711989
0.3341622,-1.463086,0.002322366,0.3373617
0.9348059,0.9594546,-0.2158661,-0.7849776
-0.04187015,0.2104718,0.1683163,0.3983832
-0.6461015,-1.350591,-0.1839391,-0.3163445
-0.305484,-0.07349796,-0.5576893,0.371935
0.005204043,0.5588525,0.2369083,0.6456245
0.7306024,-0.7807588,1.823209,-0.8329049
-0.7712858,0.8291618,-2.342867,0.05934532
-0.9013953,-0.4119173,0.9706492,1.693449
-1.570155,0.2633684,-0.7806171,-1.554016
-0.4563832,0.4289455,0.2360534,1.339024
-1.331656,0.1323344,0.3300235,-0.8770497
0.2849037,0.6442452,1.145618,0.6702557
1.197077,-0.2587199,0.2145162,-0.3383487
0.5643615,1.139604,-0.8177894,0.04938717
0.9104332,-0.7943385,1.215333,0.374275
-1.66102,0.6408587,-1.009578,-1.030212
0.02871334,-0.2099705,1.508977,1.927391
0.3713198,0.8839407,0.5424208,-1.661817
-0.5951307,0.4041219,0.2963571,0.9082282
-3.706686,0.07719656,0.7881734,-0.8508186
-0.7140685,1.786107,0.252881,0.9708315
0.2503373,-1.18581,1.148191,-0.6090377
2.546358,-0.341718,-1.223779,-0.5496526
0.8674199,0.3575811,0.9936293,0.7219023
0.05326994,0.1339501,-0.3062389,-0.7410527
-1.036139,-0.2112648,0.08958116,1.237704
-0.09157386,0.02610638,0.168941,-1.102854
1.329077,0.1389199,-0.002622867,0.4837704
1.429981,1.517747,2.179983,-0.4473228
-0.02310961,1.048573,-1.437252,-0.6639075
-1.181823,-1.160491,0.555759,1.331323
0.4174887,1.211404,-0.4463011,-1.866837
2.473439,-0.9596529,1.299565,1.098986
-0.3546838,0.4760831,-2.092372,-1.553404
0.6093027,-0.1943605,0.615368,2.417187
1.129922,-0.8497736,-0.8223613,-1.342957
0.1594985,-0.4286198,0.2813397,0.6898889
-0.3148538,2.037773,0.1376739,-0.4328975
0.2964081,-2.013756,0.370982,0.3620466
0.4688465,1.131086,-0.5308413,-0.9933727
0.8079585,-0.7467561,1.275117,1.603111
0.1008362,-0.3217954,-0.5517788,-1.463673
-0.2462446,0.9080065,-0.6278499,1.398654
