ch0,ch1,ch2,ch3
0.03161104,-0.0164932,0.009874331,0.02482647
-0.3793806,0.7290308,0.08501759,0.3550846
-1.023442,-0.7682144,-0.6759687,0.8208545
-0.506321,1.211002,1.075757,-0.7559751
-0.3542209,-0.4061904,-0.2966432,1.159428
-1.456987,0.3618134,0.01393242,0.02401195
-1.260824,0.1175428,-0.1848862,0.3792066
-1.810168,-0.8211175,0.2474091,-0.7987889
-1.465141,-0.09598622,-0.2589291,0.6422234
-0.4851078,0.4816663,0.9270025,-0.4018399
-1.52175,-0.7829392,-1.117477,0.08468524
0.5954353,0.5315183,1.193775,-0.03927185
-0.08443863,-0.7166929,-1.055872,0.8229456
0.5289674,1.199879,0.9919379,-1.046333
2.161436,-1.306606,-1.115818,0.2712577
-0.2135309,-1.167624,1.896631,-0.6546249
-0.4920912,0.4776607,-0.664385,0.8846224
-0.4964578,1.117882,1.085575,0.4004352
-1.021058,-1.349798,-0.4145278,-0.01015359
0.3963233,1.425466,0.04923719,-1.067657
0.06733432,-1.805939,-0.8130829,0.5653651
1.111869,1.281495,1.249716,-0.9768033
0.1438584,-0.0254809,-0.6549073,1.496312
0.3852133,0.4055361,0.4562783,0.3112561
-0.1465932,-0.802554,0.2281611,0.5734301
-0.4151655,0.624765,-0.3412492,-0.9789881
-0.01570537,0.6710153,-0.2486382,0.6020772
0.4872682,-0.8123774,-0.08683348,0.726644
-0.4361615,0.5778644,0.4379107,0.5456019
-0.9146606,0.4581032,-0.2123041,1.647576
-1.014019,0.3450936,-0.3002542,3.402197
-0.6442293,-0.1566316,0.9382946,1.445708
-1.49862,0.6710099,-0.5743853,1.787412
-1.00361,0.1072313,0.07266069,1.247301
0.4207734,0.5145715,-0.1552851,1.612255
-0.8749202,-0.114155,0.6428806,0.999724
-0.6555682,0.4169627,-0.2691032,1.304226
1.131643,-0.4809713,0.1165486,1.660589
0.1228835,0.4073213,-0.5341744,1.090289
-0.6737039,-0.06010488,-0.813245,0.5277416
-0.1163654,0.7133865,0.3200765,0.2030786
-0.05056316,-0.5071141,-0.6829579,0.2320972
0.6971599,1.442188,0.3683582,0.04454211
-0.9358504,-0.6305456,-0.9184355,1.554366
-0.4343474,0.7027493,0.1809235,-0.3762533
-0.1273327,-0.5853412,-0.1469005,0.379469
-0.127999,1.115401,-0.4271619,-0.09895137
-0.6455979,-1.050079,0.1190783,0.5816019
-0.1580004,1.636083,0.4464515,-0.1594502
0.9299246,-1.630894,-0.9366909,-0.1009812
0.5774685,0.661208,0.4389063,-0.1569929
0.4568642,-0.8983853,-0.5411496,0.6505331
0.5671672,-0.3138567,0.292239,0.8106696
0.1269317,-0.01998166,0.05468481,0.8966279
-0.4751864,0.6932807,-0.5214056,1.022884
0.02392053,1.640619,1.065204,-0.473156
1.2599,-1.544634,-1.178398,2.025042
1.223695,0.5841599,0.8548026,1.146358
0.4700075,-0.3841429,-1.064287,1.354237
1.247417,-0.392039,0.9176976,-0.4721411
1.440225,0.936433,-0.6203461,0.2772471
1.78773,-1.778668,0.1539352,-0.8617008
-0.6016088,0.6859431,0.2516319,-1.934806
-0.1201061,1.035151,-0.1023624,-0.7473643
1.459378,-1.345986,-0.508384,-0.0873744
2.234878,0.3269549,0.9571886,-0.7139598
1.148532,-1.198523,-0.4888885,-0.06569176
0.1338321,0.5135497,0.486023,-0.4653765
-0.5966879,-0.7126976,-0.3709821,-0.01001396
-0.3445672,0.2437433,1.146643,-1.194186
-0.2384248,-1.510018,-0.4793285,0.380253
0.2464255,1.008559,0.3477303,-1.249318
-0.01787917,-0.9262858,-0.5536073,-0.3918383
-0.5430276,0.7683436,1.627674,-2.241365
-0.4774317,0.08418269,-1.037314,-0.1087481
-0.4120048,0.3112144,0.9328836,-0.2925247
-0.6236401,-0.9088502,-1.146795,-1.348439
-1.509835,-0.4899219,1.54207,-1.734875
-0.954304,0.7692423,-1.636461,0.002065978
-0.9617381,-0.360887,0.7121175,-0.3178214
-0.7841486,0.9889967,-0.8157879,-0.06047091
-1.25578,0.4239615,-0.5258678,0.09002295
-0.1639856,0.01688883,0.01752956,-0.5115311
0.236691,-0.2925041,0.06440854,0.2174991
-1.858162,-0.1859741,0.4358751,-0.6556409
-0.1691548,1.648143,-0.3873483,1.483358
0.00537758,-1.383625,-0.6141572,1.315258
0.3736756,0.8053567,0.1957439,-0.3919871
0.7087176,-1.341171,0.2113184,0.07523801
0.9964096,-0.7479663,0.1705497,-1.255162
-0.4464589,0.05159262,0.02813125,-1.232541
1.035765,0.9621804,0.6616677,-0.02073603
-0.01564513,-1.174047,-1.227502,0.903565
-0.2642654,0.3683636,0.6586619,-0.0895597
0.52506,-0.2005833,-0.1841096,-0.04629507
-1.107645,-0.4269121,-1.259817,1.158558
0.6040194,-0.6852373,1.187765,0.9695017
-0.1874925,-0.9805105,-0.5327275,1.723794
-0.5129997,0.677125,0.2391194,0.9662492
1.774275,0.4656146,-0.2967911,1.743583
-0.3587943,-0.5419346,0.7079127,2.16477
-1.674234,0.7847403,-0.5707914,2.419424
-0.5582064,-0.6891704,1.060607,2.247588
-1.130611,-0.09060245,-0.6854065,1.996323
-1.37936,1.270948,-0.5618164,0.5969091
-0.8827471,-0.734745,-0.3367216,1.472052
-0.2004324,0.5986257,1.245236,0.9304059
-0.2893669,-0.08991924,-1.274789,0.4358962
0.3262251,-0.1787436,1.850704,-0.9869341
-0.9570648,-0.09899028,-0.9345868,0.5899762
0.6450988,-0.9498207,0.5607214,0.06831713
-1.148096,1.441387,-0.1181798,0.05515865
-0.4839929,-1.351874,-0.6308647,0.2529112
1.219802,0.7222897,0.78784,-1.204829
0.2217809,0.2449268,-0.9880328,-0.4853964
0.944391,0.1735666,0.8457551,-0.6756214
-0.3657249,0.9592172,-0.03129614,-0.9650489
-1.314327,-0.006316564,-0.9130078,0.5220903
-2.211104,0.3603641,0.9869162,-0.2670448
-1.586428,1.112209,-0.3476714,-0.8453412
0.5255681,0.1373297,0.5216162,0.261463
0.5610195,0.377772,-0.7552006,0.4464214
0.8919766,-0.4604343,-0.3212599,-0.1546501
2.972682,0.4143859,0.1406493,-1.541772
1.779222,-2.065689,0.1249635,-0.3474932
