ch0,ch1,ch2,ch3
-0.008631832,-0.004844472,-0.1178532,0.03732009
-1.910373,-0.2092713,-0.1730822,0.1424655
0.1479582,-1.385943,-0.835615,-1.03568
-1.242661,1.173877,0.3048196,1.673277
2.255778,-2.366842,0.5275216,-1.642988
-0.0437551,1.928524,-2.150708,1.637027
1.480346,-1.44786,-0.07395983,-0.7620712
1.348778,0.9090225,-1.622601,0.58431
-1.421229,0.2879501,-0.2353373,-0.02762301
-1.091537,-0.9222254,1.644288,-0.2430817
1.852153,1.572921,0.1077099,-0.07770201
-1.365045,0.7262419,0.8249999,-1.336098
0.7121228,0.7003542,-0.07336331,-0.3784881
-0.6422565,-0.7378207,1.309008,-0.3715263
0.2590616,0.9450359,0.8950141,-0.004614021
-0.4856429,0.5714503,0.2620145,-0.7755759
0.5299208,-0.3505772,0.5113038,-0.3459155
-0.6787827,-0.604619,0.4328005,0.9328547
0.9872085,0.01633736,-0.2957229,0.1017822
-0.9852359,0.4632829,-0.02987546,0.7480341
1.139071,0.2168909,1.62955,1.248671
-1.558377,-2.29331,0.4959601,-1.615607
-0.04672418,-0.1304801,-0.9361492,1.97368
-0.9261558,0.002957623,-0.4312064,-0.2903574
0.488397,-0.2417924,0.3508448,0.3426444
-0.6799683,1.09056,0.2599403,0.7443835
0.7511989,-0.2733657,1.008176,-0.4574577
0.04583349,0.4477307,0.7520838,-0.7160804
-0.9029106,0.309327,2.08406,-0.01198994
-0.3083283,-1.014145,1.52894,-0.1996266
-0.02411399,0.705892,-0.445695,-0.1770043
-0.3447276,0.8100313,0.07596344,-0.6184489
0.1607172,-0.8071431,0.6216686,1.197468
0.4152831,1.762774,-0.6139611,-1.272123
-0.07803282,-0.9837254,1.037122,-0.1712869
0.9552867,1.075802,0.4768526,0.2881627
-0.9731202,0.5727236,0.4961456,-1.897828
1.626766,-0.7967133,1.574526,0.6712149
-1.34887,0.9017226,0.05983504,0.0648377
1.78704,-1.789165,0.7500734,-1.127035
0.2499742,2.452233,-0.02450574,1.94149
1.385133,-1.908155,0.3047263,-1.546795
0.9620689,-0.1341163,-0.5896872,0.7913058
1.305456,-0.8689881,-0.8822613,-0.6659026
-1.635131,1.301656,-0.5812744,1.175374
-0.7357024,-2.968371,-0.01062434,-2.842492
-0.5561077,1.618086,-0.4870088,2.836842
1.343708,-2.724738,0.7478298,-2.222473
2.188906,2.437748,-0.3580056,0.9244957
-1.120746,-0.8851581,0.3335894,-0.7262751
-0.6314217,0.04341319,-1.526076,0.5418799
-0.7670478,-1.428436,-0.9521207,0.7267147
0.158777,1.443782,-1.047339,0.6737456
0.2522117,-0.1137321,1.068598,-0.07896413
-0.2556306,1.229317,1.077333,-0.6053382
-0.4980251,-0.7935338,0.5149758,-0.02809762
0.6558438,-0.3700666,-0.2409811,0.496192
0.3370828,1.311126,-0.3814544,-0.2676283
-0.9559713,-1.828324,0.3527957,0.3182106
-0.5231317,0.8301838,-0.1971005,0.5577671
0.8552903,-0.3861195,-0.05695642,-1.69146
1.217306,0.7288084,-0.823189,1.634881
-0.4924513,0.5639469,0.3238242,-1.361541
0.7603741,0.4034386,-0.0109994,0.6749855
0.3735615,0.8933373,-0.7930134,-0.4982833
-0.8282105,0.03396842,1.275101,-0.6984018
-0.7386215,0.1719496,-0.1760804,0.3462409
0.06516345,-0.2074474,-0.09818643,-0.7572717
-0.5494164,0.3497512,-0.4031684,0.9863774
0.8237308,0.2406724,1.018246,-1.128292
-1.68994,-0.3232126,-0.4058515,0.3919586
0.08314449,-1.578543,0.8033766,0.008706345
0.7135605,1.565235,0.3481589,-0.3014958
-0.3533089,0.2320142,0.3240337,0.5932137
-0.06431569,0.842681,-0.5549588,-0.3065965
-0.06687484,-2.076515,-0.213489,-0.4069628
-0.2152249,1.913193,-1.007395,0.4235172
-0.1408833,-1.092387,-0.009091848,-0.5949428
0.1439294,-0.1248053,-0.1712852,1.406971
-0.03490835,1.752122,0.2780066,-1.200336
-0.8522963,-0.6464741,0.07283314,-0.1533147
1.411432,1.298184,0.5567649,0.1756707
-0.3300107,-0.6957252,2.153494,-1.505293
0.5120669,0.9917985,0.3844314,1.290549
-1.126843,0.6456562,0.7371686,-2.168375
-1.482085,-1.499661,-0.831325,0.2854639
0.1376745,-0.1103216,-0.8911564,0.6754163
