ch0,ch1,ch2,ch3
-0.01755841,-0.01916132,0.02426509,0.006891662
-0.7891786,0.3243812,-0.7227759,-0.7190632
0.7589428,1.116956,-0.7376499,0.1447559
-0.4662631,-0.9124921,-0.2797061,-0.385631
1.909498,1.873243,-1.110911,0.5097602
-1.408525,-1.681109,-2.391648,-1.257524
-0.350086,1.798782,-0.8698165,0.7253914
-0.6693184,-1.429132,-0.6727673,-1.729991
0.2782376,0.7665245,1.731096,0.8905316
-0.2900521,-1.063974,0.290575,-0.4118507
2.097167,0.766245,0.5675314,1.25036
-1.293767,-1.558239,-0.3924665,-0.3279657
0.5857623,2.339821,-0.04414318,1.360998
0.5116603,-1.902607,-0.8672919,-2.255262
-0.3441851,1.344669,-0.03987273,1.462434
0.6216834,-0.9954894,0.09177541,-1.377367
0.05811867,1.400428,0.3073607,0.6875865
0.698906,-0.8058438,0.1000864,-1.392982
-1.589044,0.8887291,1.30457,1.139567
1.388422,-0.05329219,0.9487473,-0.9481159
-0.7523138,0.717008,-0.08812296,0.4622566
0.4692735,-0.3774101,0.04013512,-1.207087
-0.5751992,-1.159071,0.7830531,0.9347523
1.709722,1.171631,0.7449782,0.769843
-2.60042,-0.967867,1.159661,-0.5812447
2.357326,1.042419,0.9023696,0.7457848
-1.657342,-1.475248,-0.3846572,0.00965532
2.063563,1.320438,-0.08972255,1.04392
0.1711337,-1.287139,-0.3478498,-1.02524
0.8089215,1.478321,0.9770235,1.542448
0.3645143,-1.342592,-0.2617636,0.07922745
1.844881,1.363345,1.307936,-0.4269291
-1.359423,-2.642114,1.758555,-0.287874
0.04528978,2.222912,1.361409,1.990939
-0.6319358,-2.562451,0.3757237,-2.282685
1.077491,2.350997,2.469315,1.480511
-1.656254,-0.008665542,-0.1342163,-0.09974268
1.59961,-0.4482742,-1.086842,0.03027513
-0.9784874,0.9650469,0.1293955,0.8775603
-0.5556468,-0.9680813,0.02441359,-0.3708105
-0.7482466,0.7125081,-0.1254636,0.1709236
-0.4131926,0.2913271,0.09715955,-0.3827336
-1.175732,-0.713314,0.2363754,0.2272955
0.945915,0.7764512,0.3010303,0.7020374
0.3261604,-1.508037,0.3427114,-0.1990646
0.6911476,1.67419,0.5920054,0.2615607
-0.886276,-1.512331,0.09976145,-0.373731
0.635569,0.8205187,-1.397705,1.514104
-0.2967221,-0.9972064,-1.441539,-1.439696
0.7227191,0.0416138,-0.2742576,1.571627
0.05892587,-0.3622069,-1.106841,-0.1108431
0.03001038,-1.252334,-0.6304726,0.05972945
-1.701563,2.134444,-0.3077745,1.381713
0.565143,-0.5194186,-1.008559,-1.821909
-0.1715358,0.2031692,-1.393517,1.278482
-0.5725108,-1.276411,-1.908928,-0.3248772
-0.01732718,1.333934,-1.400297,-0.6065887
-1.180546,-0.6689558,-2.129848,0.1102849
0.2004203,-0.041921,-1.786238,0.4595329
0.3405008,-0.02579751,-0.9856326,-0.07469272
1.696682,-0.2804309,1.061119,-0.4609948
-1.668937,-2.209884,1.393978,1.216017
0.6786064,1.910528,0.3148022,0.03410894
-1.180659,-0.899,0.4239437,-1.258635
0.405026,-0.02872157,1.157191,0.9770434
-0.4014509,-0.4036704,0.526432,0.4864464
0.8947563,0.363139,-0.4824504,-0.49858
0.4578837,-1.057811,0.9476211,-0.1621034
-0.0784342,0.6899842,0.13181,0.9570058
-0.09358172,0.1204409,-0.4942263,-0.9358342
1.077441,-0.1123358,1.098325,-0.4217271
-0.3324769,-0.3394513,0.8934213,0.5929898
1.476602,-0.4200435,1.222788,-0.4196273
-2.129421,-0.3193389,0.8220127,0.5275923
2.495148,0.1915519,0.4401892,-0.9284686
-1.662385,0.6228093,0.2625946,-0.4325911
-0.2751775,0.3495785,1.00243,-0.633598
0.05433553,0.8717882,0.4183535,0.661355
-1.090387,0.4012948,0.415288,-1.136697
0.9578863,-0.9512673,-1.014158,-0.4019696
-0.8555428,1.661649,0.3136606,0.2722775
0.6037969,-0.9951994,-0.2197096,-0.5504382
-1.162354,0.8600731,0.4180341,1.785711
0.2808296,-0.7782095,0.8722886,-0.8773046
-0.06046595,0.3735511,2.053308,0.1780339
-0.1675282,-1.145568,1.816239,-0.6604912
1.472196,1.42011,1.578468,1.221465
-0.1406088,-1.328449,0.4477387,-2.128355
0.2182165,1.056753,1.00092,1.757704
-1.781718,-1.276554,0.8810409,-0.6412163
1.087578,1.205931,0.1742743,0.06858365
0.6086159,-1.161625,-1.75457,-1.042002
-0.9072365,0.3188083,0.5234246,0.6191212
0.1915204,-0.9870249,-1.106941,0.2449428
-2.816641,0.6287864,-1.884855,0.6239707
0.08389823,1.031745,-0.002504616,-1.670755
-1.926993,-1.028107,-0.9327323,0.8250731
0.9054008,2.468406,-1.472388,-0.4425465
-0.553108,-1.716485,-0.8844561,-1.608097
0.1204577,1.927435,0.207322,1.433761
-0.4686359,-0.9130775,-0.9647843,-1.313383
1.090652,0.2095169,-0.2858136,0.9555792
-1.602578,-0.1162058,-0.2589916,0.3499672
0.6048818,0.1320567,0.2105345,-0.3943524
0.2457594,-0.05553939,-0.4108718,-0.5689547
-0.2925533,0.4845383,-0.01331383,1.194796
0.02067616,-0.8141332,-0.2107165,-0.2974298
-0.7726713,1.346068,-1.779258,-0.1579377
0.01076496,-1.022503,-2.710698,-2.467976
0.6131021,-0.06519762,-1.848258,1.287026
-2.099163,-0.08351432,-1.130773,-1.187188
0.7455779,-0.2238081,-0.205214,1.545731
-0.8720959,-0.8636497,1.516866,-0.007596071
0.2908608,-0.1642013,0.1291284,1.069968
1.435523,1.583243,0.3619366,0.4035998
-1.04877,-0.8385967,-0.03414537,-0.04195775
1.763648,1.125751,1.177043,-0.2110137
0.1932452,-0.7871492,-0.02793124,-1.035864
-0.08240616,0.8796099,0.5839783,0.496132
0.08858696,0.2628839,0.1443037,-0.1899703
0.09853161,-0.01472217,0.4971559,-0.8051657
-0.8065867,0.07666975,0.7405742,0.3986443
0.8863815,-0.7687514,-2.115524,-1.188737
-0.9587774,-0.2577537,-1.021039,0.4864105
0.4234494,0.6413425,-0.2000653,-0.003931644
-2.174726,-1.514921,-1.744254,-0.9812665
0.1471688,2.054429,0.9342966,0.8454179
0.389805,-1.441525,-0.7013441,-0.9462775
-1.200152,0.5718754,1.170958,0.4989834
0.7952691,1.039167,-0.5359407,0.09961899
-0.8247836,-1.536196,-0.8121346,0.02470202
1.219476,1.20589,0.2639299,1.62139
0.5708142,-1.38072,-0.8017438,-1.909016
-0.1142563,1.957811,-0.5239895,1.333915
0.01115537,-1.838321,-0.7136121,-2.086677
0.006156565,1.150463,0.6089685,1.620347
-0.0470584,-1.1916,-0.4346099,-0.5588265
1.061868,1.134729,1.147058,-1.093937
1.755376,-0.424719,0.5196679,-0.5891903
-1.981536,-1.195144,0.1436075,0.2275859
-0.08446039,0.907635,-0.6588657,1.165652
1.231636,-0.4372468,0.105933,0.1396346
-1.582815,0.3482759,0.2992389,0.5856355
-0.5654084,-0.1507091,-0.7387796,0.3305868
2.113905,0.2075051,-1.748338,0.1669096
-1.1893,-0.06242963,0.3415617,0.1135143
0.2677381,0.966604,0.3590166,0.04220494
-0.5969718,-2.337249,-0.8953613,-0.3863671
0.7545677,1.546792,0.2906819,2.384595
-1.367289,-1.566958,-2.07865,-0.859985
2.157169,1.450216,0.3839907,1.836135
-0.2885849,-1.018105,-0.2451652,-1.559945
0.05385445,0.1407511,0.9937864,0.7240128
-0.5424025,-0.3501725,-0.9911637,0.09446757
0.3074146,0.4108417,-0.09511062,-1.006216
0.7756392,0.03531994,-0.5345625,-1.301615
1.980524,-0.7619068,0.1599159,0.5710615
0.4645965,-0.01688939,0.4785238,0.8126991
0.6795271,-0.9784856,-0.0156195,-0.2750765
-0.2819553,0.446339,-0.3129877,-0.3522013
1.200506,-0.2108851,-0.7714638,0.8276732
-0.85694,-1.046512,-1.453625,-1.044199
0.6442596,1.586802,-0.4610517,1.303689
0.7426877,-0.7821945,0.7308535,-1.511657
0.1951692,-0.3526072,1.440534,1.093369
-0.704943,0.3397639,1.708106,1.027099
-1.090777,0.09016353,1.037068,0.03037414
0.8976901,-1.149736,1.051434,1.354432
-0.2947809,0.1900825,0.9976987,-0.7675877
0.9353102,0.1120404,-0.4050219,0.305367
-0.3798224,-1.411764,-0.9943097,-0.09387591
-0.199884,0.6055466,0.9820375,0.6804829
1.005027,0.03171067,-0.2418297,0.5786831
0.4298294,0.003726414,-0.1791527,0.4359368
-2.099835,-1.081453,0.5964852,-0.07286666
-0.4723873,1.945831,0.4258711,0.2014638
0.2963021,-0.815579,-0.2027073,-0.8381713
-0.2123416,0.8644191,-0.6385059,0.7361813
-0.1002767,1.09807,-0.9793245,-1.721627
0.7558585,-0.8756119,-1.43459,-1.182061
1.450342,1.072369,0.1513736,1.10019
-1.57866,-2.158603,0.09289636,-1.532708
0.6004013,2.178479,1.377648,2.594303
-0.3088171,0.1008457,-0.2311394,-1.723303
0.2927612,0.5198302,0.2530086,0.01364999
-1.247645,-0.7099215,-0.6214895,-0.513618
0.9353668,-0.419506,-0.3799438,1.365855
-0.398812,-0.3037982,0.5591051,-1.829599
1.973061,0.5538045,0.3242392,1.03095
-0.5381726,-2.263725,-0.7661354,-0.4567678
-0.4183361,1.730459,0.5442005,2.560697
-1.183443,-1.435945,0.7420302,-2.406966
0.4014219,0.5755975,0.7800632,2.170982
-0.8706136,-0.2702322,0.185659,-0.5065599
-0.02606633,-0.06861251,0.849524,-0.1954808
0.2955193,-0.4120041,1.424261,-0.3396465
0.0567461,-0.2100799,1.248884,0.4538772
0.1237049,-0.679431,0.4403341,0.8330477
1.167216,0.6103012,1.238671,0.3420388
-0.1672683,-1.999585,-0.1397162,-0.3389514
2.476233,1.443245,2.515656,1.581353
-0.956856,-1.122973,0.05971516,-0.3989281
0.02642536,1.629029,1.178709,1.587506
-1.376664,-0.8037576,-0.7913273,-1.636125
-0.6033898,1.699966,1.018205,0.7600841
1.048677,-1.910645,-2.181989,-0.7313006
0.09993329,0.7408546,-0.960133,1.831203
-0.1489016,-1.118495,-2.326808,-0.4225694
-0.1613149,-0.5881699,-1.695946,1.954166
-0.7495492,0.7315185,-0.2410077,-1.320794
0.1516262,0.2267096,1.049882,0.3556038
0.01945103,-0.2581863,-0.211431,-1.087716
-1.839596,0.9657651,-0.2237077,0.3378345
1.423319,-0.4050184,0.420923,-0.3232091
-2.458216,-0.3987002,0.1726016,0.9582669
