ch0,ch1,ch2
-0.258085,-0.504203,-0.000909206
-0.158081,0.218864,-0.0762098
-0.0728402,-0.564145,-0.101685
-0.0819539,0.268088,-0.248864
-0.0483263,-0.233963,-0.0837201
-0.0294727,-1.38682,-0.105481
-0.0180525,0.855853,-0.0204912
-0.0115897,-0.781096,-0.0439932
0.00102085,0.386446,-0.0924438
0.174741,-0.487566,-0.0395772
0.0171499,-0.381929,-0.119295
0.119229,1.23216,-0.182329
0.0742247,-1.25748,-0.0610153
0.0542841,1.78966,-0.106271
-0.113584,-1.34836,-0.0790858
-0.0693251,0.827073,-0.115287
0.284707,-0.771852,-0.151989
0.0484846,0.415076,-0.812109
-0.743873,-0.270262,-0.000666202
-0.985505,0.165788,-0.451397
-0.601754,-0.202368,-0.00973266
0.988002,-0.0553975,-0.10678
0.747053,-0.107281,-0.440213
0.925526,-0.0461749,-0.00147302
0.566997,-0.0752426,-0.0777779
0.620518,0.646792,0.144919
0.378082,-0.410925,-0.109171
0.254639,0.285166,-0.0273738
0.15406,-0.323551,-0.0814707
0.0777894,0.0873116,-0.0854773
0.0478809,-0.539071,-0.105477
0.0185332,0.270782,-0.101822
0.235376,-0.0417098,-0.0697914
0.144913,-0.140437,-0.0655909
0.0951716,-0.082762,-0.023289
0.0544453,-0.0572783,-0.109943
0.231711,-0.0566077,-0.213223
0.102709,-0.21642,-0.872183
0.0916908,0.0410704,0.018051
0.0518425,-0.160479,-0.117816
-0.0511539,0.0846246,0.00670744
-0.0430498,-0.233137,-0.451223
-0.0784553,0.0084826,-0.015301
-0.0490174,-0.207798,-0.820228
-0.0339246,0.001006,-0.00459361
-0.0177372,-0.149926,-0.11593
0.00718649,-0.0377075,-0.405525
0.00408146,-0.122082,-0.0611528
0.00249822,-0.0695107,-0.155879
0.00394632,-0.0990623,-0.092196
-0.0133186,-0.162974,-0.104182
0.0273557,-0.0279345,-0.0732869
0.0764984,-0.357949,-0.0971465
0.0477002,0.109994,-0.101337
1.40249,-0.0800983,-0.124041
0.93627,0.0284909,-0.0995411
0.573339,-0.109125,-0.0604797
0.346428,-0.0483486,1.59268
0.210941,-0.517409,-0.316246
0.116575,0.269119,-0.278776
