ch0,ch1,ch2
0.00879069,0.0993066,-0.39939
0.00804873,-0.710692,0.0780168
-0.0479295,-0.0794099,0.346658
-0.0069851,-0.530241,-0.172464
-0.00101799,-0.214685,0.00687757
-0.540438,0.100778,-0.00372851
0.0266297,-0.573743,0.204602
0.0255348,1.24762,-1.01203
-0.020743,-1.46196,0.396161
-0.00352787,0.415524,0.00173943
0.0123875,-0.874249,-0.0160755
2.01e-05,1.42908,-0.665982
-0.00142753,-1.59037,0.169386
-0.30712,0.555173,-0.0552955
-0.027702,-2.08602,0.0189548
-0.00384709,0.912124,-0.450339
0.0015068,-1.47958,0.121688
-0.355503,0.463227,-0.00764464
0.397974,-0.621196,-0.0153658
0.0583672,-0.0987553,-0.291675
0.0027039,-0.473816,-0.244449
0.83579,-0.247778,-0.254025
0.121796,-0.218544,0.0753727
-0.287541,-0.420453,-0.716265
-0.0485595,-0.133488,0.172065
-1.20533,-0.486143,-0.344633
-0.0600976,0.135503,-0.153505
-0.0159822,-0.763268,-0.95851
-0.0432725,-0.519258,0.191247
0.117048,-0.213831,-0.058625
-0.433033,-0.42684,-0.0348801
-0.047759,-0.224291,-0.468119
-0.886774,-0.311722,-0.184905
-0.158268,-0.0931035,0.0204781
-0.197695,-0.576141,-0.73898
0.283667,-0.161507,0.114908
0.592264,-0.441838,-0.0858016
0.0827401,-0.171809,-0.284961
0.071484,-1.59876,-0.373836
0.00983479,0.496569,0.0529611
0.0197643,-0.931797,-0.0762484
-0.0397877,0.11826,0.0164958
-0.504364,-0.667492,-0.0322423
-0.659722,-0.31318,-0.0215646
-0.0905222,0.00661849,-0.409806
1.12222,-0.583463,-0.382079
0.165505,0.149537,0.369108
0.00968247,-0.66502,-1.14448
0.70041,-0.0809058,0.952868
0.103412,-0.387311,-0.193783
0.0151753,-0.326296,-0.6661
0.00382293,-0.370842,0.130431
0.000325168,-0.272826,-0.0548664
-0.00291664,-0.388946,0.170097
-0.295901,-0.295807,-0.147241
-0.0305015,-1.06352,0.533256
-0.00453033,0.156234,-0.544895
0.16917,-0.698063,0.146685
0.0196374,-0.0921524,-0.0748961
-0.68996,-1.27814,-0.306702
-0.100651,0.443635,-0.06156
0.47623,-0.523768,-0.570999
0.0637675,-0.144604,0.100113
-0.0611696,-0.494814,-0.449893
-0.178961,-0.272246,0.0128677
-0.141849,-0.643728,-1.76543
-0.0233779,-0.120092,0.422709
-0.167703,-0.549775,0.393581
0.311468,-0.192658,0.297363
0.0431347,-0.353963,-0.0849051
0.00641457,-0.255374,-0.236181
0.298439,-0.38078,0.053916
0.383239,-0.768235,-0.0383569
0.0548893,-0.0180367,-0.244854
0.011658,-0.418359,-0.236905
0.0414098,-0.466414,0.134611
0.00531765,-0.0707042,-0.0655907
-0.561314,-0.531259,-0.0417279
-0.0537408,-0.0414983,0.00914031
0.0637042,-0.560294,-0.791584
0.0164574,-0.358448,0.273449
-0.0763739,-0.444464,-0.0378913
-0.0118838,0.0186812,0.160447
-0.0223503,-0.599037,-0.0702338
-0.00594947,-0.359401,-0.00772823
0.217258,-0.28068,-0.0173106
0.389525,-0.766294,-0.0809083
0.0867662,0.002523,-0.150431
0.0291689,-0.578101,0.743546
0.0352289,-0.171182,-0.406227
0.00513396,-0.454399,0.135318
0.000704891,-0.260583,0.182754
-0.0304671,-1.96244,-0.174651
-0.00445762,0.805366,1.00698
1.15359,-1.14978,-0.380974
0.233753,0.57481,0.119832
0.0300621,-0.962237,-0.984975
-0.00612935,0.13639,0.206104
-0.0655003,-0.676943,-0.041586
-0.00429889,0.206825,0.00697274
0.0053762,0.267406,-0.0839018
-0.299761,-0.768503,-1.23098
-0.0321833,-0.0187216,0.382464
-0.0231582,-0.807644,-0.172413
0.287039,0.00430508,-0.0186799
0.042218,-1.16471,0.0101351
0.512986,0.683936,-0.204974
0.0651457,-0.907775,0.0321312
0.00710575,0.0424148,-0.450944
0.0037304,-0.58526,0.0761115
0.118285,-0.244715,-0.0305788
0.0353593,-0.55523,-0.525915
-0.182538,-0.151623,0.344771
-0.0259906,-0.584346,-0.253405
-0.00378669,-0.167618,-0.0926349
-0.00845101,-0.463343,-0.0146554
-0.0284547,0.0961227,-0.000733534
0.529568,-0.64684,-0.00112719
0.071228,0.316595,0.152865
-0.0501524,-0.747877,-0.486031
0.0185522,-0.106437,0.488009
0.00292661,-0.684446,-0.204557
0.000382939,-1.10207,0.0848583
0.047749,0.19687,0.0212835
0.018625,-2.98462,-0.00685636
0.00746561,1.46026,-0.00648641
0.0907281,-3.10122,-0.114852
0.0155043,1.58027,0.267692
-0.0212201,-1.66847,-0.106483
-0.00784744,0.51697,0.0223132
-0.0152835,-0.968231,-0.028676
-0.00130494,0.0892225,0.0649238
-0.125458,-0.643134,-0.157839
-0.633573,-0.483448,0.0919134
-0.0922664,-0.12705,-0.0500799
-0.252188,-0.489389,1.08466
-0.780499,-0.346719,-0.428264
-0.108544,-0.280527,0.188416
-0.0517695,-0.22649,-0.680442
0.00466693,-0.39093,-0.267326
-0.0142796,-0.300113,-0.161017
-0.143314,-0.440751,0.0347245
-0.213176,-0.270693,0.140169
-0.0447209,-0.629801,0.1512
-0.00856069,-0.742835,-0.226445
-0.0570853,-0.0719366,0.0457094
-0.0105408,-0.558613,-0.0205059
-0.363996,-0.412918,-1.53662
-0.0530474,-0.464444,0.627124
-0.584779,-0.249714,-0.21252
-0.0859524,-0.323349,-1.06297
0.0213773,-0.797893,-0.21606
0.133311,0.749491,-0.000950631
0.523302,-1.69728,-0.0173897
-0.300673,0.695136,0.016644
-0.000142125,-1.17011,-0.271329
0.175507,0.267185,-0.175848
0.119858,-0.760854,0.0903477
-0.0627927,0.0443592,-0.199116
-0.0021681,-0.61161,-0.0369907
0.643227,-0.206128,-0.0382703
-0.241921,-0.0614619,0.0282985
-0.0244488,-0.52106,-0.563467
0.134048,-0.215364,0.692215
-0.0142655,-0.425036,-0.243757
0.0177335,-0.332261,-0.0316757
-0.120227,-0.344327,0.0472379
-0.0711015,0.0796282,-0.0531561
-0.064912,-0.348417,-0.0785715
-0.00874888,-0.33282,-1.4704
-0.00135034,-0.327439,-0.0658535
0.0866597,-0.319252,0.00983935
-0.0705029,-0.38922,-0.0136135
-0.0105011,-0.0201549,-0.0712321
0.0872412,-0.566341,-0.0606722
0.0303491,-0.854242,0.0323212
-0.228008,0.0381794,0.102434
-0.00379425,-0.689301,-0.0701003
-0.0115032,-0.0933644,-0.0491003
0.00404743,-0.493425,0.0190681
0.00330827,-0.238552,-0.183967
0.181763,-0.411941,-0.180776
0.0266479,-0.073581,0.0559609
-0.633195,-0.836425,-0.0374593
-0.349336,-0.63207,-0.0838826
-0.0118246,-0.100609,-1.39037
-0.00344696,-0.513306,0.258225
0.146866,0.580467,0.0669346
0.0234482,-0.90773,-0.0255022
-0.0386128,0.0688063,0.022196
0.121188,-0.629887,0.831989
-0.034972,-0.950559,-0.359064
-0.869936,-0.187735,0.0114555
0.752241,-0.249113,-0.0372471
-0.587978,-0.24837,-0.572118
-0.059914,-0.321646,-0.493219
0.0740227,-0.353041,-0.32841
0.0111059,-0.307423,0.273466
-0.475427,-0.415073,-0.0390112
0.0352853,-0.237304,0.130659
-0.294417,-0.532045,-0.50682
-0.285478,-0.041018,0.145627
-0.0463354,-1.47538,-0.307232
0.0422717,0.474008,-0.0505694
0.00886362,-0.884632,-0.00665357
0.0545872,-0.917068,0.00767614
-0.00077642,0.0477271,-0.0100684
-0.000623626,-0.519296,-0.0412576
-0.147132,-0.314933,0.0197593
-0.024624,-0.383555,-0.00745732
0.0172777,-0.310494,-0.1146
-0.000177364,-0.182703,-0.0629333
0.0107225,-0.438308,-0.141583
-0.0172776,-0.320429,-0.416164
-0.0233067,-0.678588,0.126059
-0.00339063,-0.521508,0.0114995
-0.00123428,-0.211787,-0.0127941
0.0206081,-1.61177,-0.71468
0.0035701,0.524325,0.239316
0.527637,-0.940028,-0.0946376
0.0758387,-0.0646714,0.0275969
0.00987888,-0.542058,-0.443119
-0.111089,-0.199579,0.104167
-0.0161886,-0.410478,0.230375
0.029478,-0.604371,0.0419292
-0.036275,-0.154247,0.702893
-0.00529885,-0.47238,-0.227839
0.0363286,-0.247664,0.0285844
0.00509001,-0.889131,0.242659
-0.0132491,0.0525493,-0.260962
0.0902123,-0.706114,0.148341
0.0132386,-0.0815063,-0.147959
0.00816586,-0.61303,-0.0404877
0.161924,0.459381,0.20224
0.173835,-0.897884,-0.0897811
0.0211486,0.893427,0.0311604
-0.0114237,-1.25197,-0.122665
0.000633253,0.296806,0.0222704
-0.00014185,-0.537626,0.0326101
-0.68577,-0.212554,0.0168955
0.107502,-0.29607,-0.00481001
0.0156677,-0.255181,-0.583767
0.0422136,-0.411966,0.168958
-0.15521,-0.33803,-0.0696108
0.191153,-0.340045,-0.0122962
0.0075011,-0.256409,-0.112095
0.000968376,-0.396807,-0.1216
-0.275097,-0.135537,0.0362516
-0.0405572,-0.468689,-0.00803452
-0.00712427,-0.269612,-0.22097
-0.00167514,-0.578596,0.0389015
0.00818772,-0.179325,0.267808
0.00121523,-0.488328,-0.0953202
0.0930864,-0.237561,0.0193779
0.0033054,-0.52544,-0.169143
-0.0983278,-0.265455,-1.14574
-0.0143307,-0.398195,0.405503
0.0227224,-0.236286,-0.198129
0.196123,-0.422656,0.369439
0.0825021,-0.302858,-0.392992
-0.538226,-0.287579,-0.0687259
-0.0730786,-0.105596,-0.0586319
0.300801,-0.511615,0.338982
0.0438623,-0.19861,-0.0816144
-0.00734985,-1.14247,-0.222272
0.00188383,-0.232492,0.0358833
-0.0124702,-0.417377,-0.013185
0.0242882,-0.0762373,-0.114112
0.00353947,-0.00256591,0.0323579
0.27082,-0.542178,-0.133106
0.0519313,-0.197462,0.0405576
-0.0303639,-0.434065,-0.19968
0.0176789,-0.660014,0.0251054
0.0845821,-0.115725,-0.0599162
-0.00604246,-0.708029,0.00348832
-0.0086003,-0.0813907,-0.0154962
-1.2262,-0.287097,-0.00988381
-0.104971,0.898741,-0.219389
-0.0356025,-1.21229,-0.943469
-0.961173,0.277642,0.208767
-0.693448,-1.06817,-0.0976652
-0.102169,0.264682,-0.762616
0.0291222,-0.478891,-0.32871
0.00417353,-0.123062,0.0189078
0.0111088,-0.454741,0.0455388
-0.132026,-0.255805,0.00223812
-0.260588,-0.0259143,0.0771921
0.0315077,-0.547673,-0.134081
0.0165119,-0.196628,-0.17647
0.00240355,1.54597,0.0343373
0.211096,-1.75959,-0.305421
-0.0552958,0.678302,-0.0339578
-0.0154815,-1.06966,-0.105932
0.105866,0.449019,-0.0214493
0.636141,-0.89959,-0.0325567
0.0927093,0.159025,-0.195922
0.487268,-0.697694,-0.453676
0.0491406,0.0149357,-0.0886661
0.0107471,-0.724465,-0.204118
0.00104105,-0.46305,0.026396
-0.400489,-0.255274,-0.521392
-0.0566492,-0.364206,0.155779
0.0728954,-0.314455,-0.480027
0.0102976,-0.366277,0.123791
0.00146577,-0.357156,-0.0873988
0.270476,-0.328321,0.0086036
-0.15576,-0.324547,-0.0296383
-0.358575,-0.266095,-0.206537
-0.0802352,-0.356343,-0.0858142
-0.183038,-1.02262,-0.0539863
0.217339,0.150202,-0.0772369
0.0346444,-0.67359,-0.122729
-0.0594691,-0.106009,-0.873397
-0.0318686,-0.496904,0.259169
2.33734,-0.235458,-0.157608
0.317929,0.675714,0.0262758
0.00208455,-1.03483,-1.81859
0.00312177,0.372448,0.326693
0.0264552,-1.01936,-1.61782
0.00494491,-1.33427,-0.30967
-0.0742956,0.242279,0.0786451
-0.166589,1.34328,-0.103537
-0.00309234,-1.52577,-0.183436
-0.000466582,0.495145,0.0126011
-0.44232,-0.930134,-0.00834287
0.0961104,0.117604,0.0696121
0.0606146,-0.660964,-0.325099
0.00743482,-0.113465,0.0183594
-0.00067943,0.276739,-0.0559887
0.001141,-0.637015,-0.161097
-0.0322593,-0.130759,0.0558476
-0.249817,-0.464871,-0.0191227
-0.0330528,-0.220254,0.311063
-0.302848,-0.581449,-0.262295
-0.0381709,-0.0303195,0.0567868
-0.304913,-0.595001,-0.307043
-0.0445347,-0.0971641,0.0660289
-0.00673993,-0.511954,-0.273428
0.565496,-0.161094,0.0827163
-0.0381717,-0.128514,0.0495092
-0.288845,-0.476048,-0.672839
-0.0690762,-0.237801,0.0596785
-0.151969,-0.417522,-0.256299
-0.0426606,-0.267282,-0.168411
0.00123405,-0.403333,-0.071339
0.0461858,-0.305608,-0.598379
0.463798,-0.365439,0.187211
0.027614,-0.269499,-0.112405
1.84095,-0.381037,-0.352493
1.04711,0.410171,0.0567639
0.151759,-0.580192,-1.53327
-1.18102,-0.215792,-0.317785
-0.172175,-0.65338,0.00346201
-0.0250542,-0.0720089,-0.981009
-1.21916,-0.453945,0.170704
-0.177636,0.10221,-0.1137
-0.02669,-0.603451,-1.01784
-0.052395,-0.153426,0.18213
0.0169696,-0.656381,-0.0825978
0.104086,0.0231495,-0.0187391
0.00367751,-1.46618,-0.00758007
0.00174441,0.453767,-0.0408389
-0.0278201,-0.872791,-0.0234592
-0.0527255,-0.123428,0.00339861
-0.00763381,-0.123477,-0.0140729
0.0132277,-0.521186,-0.0388089
-0.0159455,-0.0418513,-0.054969
-1.0871,-0.553025,-0.17159
