ch0,ch1,ch2
0.0523882,0.044843,0.0775608
-0.142907,0.574372,0.468334
0.117679,0.148872,-0.110201
-1.26268,0.351124,-3.34438
0.998295,-0.181214,0.818897
-0.413412,-0.268059,-0.400723
0.156184,-0.177343,0.27932
-0.0593287,-0.0467333,-0.217874
0.334511,-0.0283441,-0.923027
-0.998109,0.460213,0.222326
0.365885,-0.923869,-0.312006
-0.141019,-0.312111,-0.111182
0.197906,-0.0968985,-0.0127104
-0.206273,-0.0305766,-0.0297104
0.0757953,0.480728,0.0784032
-0.0956903,0.36781,0.0493224
0.0354068,-0.182913,0.0343457
0.00669843,0.0765109,0.11323
-0.135803,0.0140734,-0.0187052
0.200242,-0.0255549,-0.0216591
-0.000789565,-0.0448958,-0.134306
0.0129801,-0.0747277,-0.049696
0.0683064,-0.28397,0.098144
-0.0572322,-0.105021,-0.0159498
0.0209867,-0.0459925,-0.0905095
-0.0897057,-0.0384474,0.0885743
0.0312629,-0.108734,0.289985
0.00335239,-0.041526,-0.0902835
-0.0343288,-0.0166034,-0.381127
0.00645405,-0.0131217,0.402888
-0.0348363,0.62552,-0.12533
-0.047492,0.209623,0.0379169
-0.0126754,0.295034,-0.0445227
0.0046889,0.0663442,0.0334326
-0.141218,0.433088,-0.117364
0.0535296,0.104597,0.0246209
0.437464,0.0210521,-0.0416419
-0.120974,-0.0934138,0.022808
0.0440468,-0.0522532,0.0684282
-0.0862295,-0.397281,0.10269
-0.00981037,-0.145318,0.204678
0.488416,-0.0165946,-0.272583
-0.18067,0.174445,0.0620403
0.0409893,0.0230638,0.101835
-0.0144676,-0.0315539,-0.14798
0.93179,-0.275206,0.0435184
-0.344529,-0.29654,-0.0443239
0.150966,-0.763121,0.0734068
-0.053143,-0.276034,-0.0699766
0.0152888,-0.0841356,0.0780666
-0.154794,-0.0299807,0.00314116
0.0530006,-0.0466665,0.137793
-0.0205184,-0.707846,-0.0895263
0.0277778,-0.228469,0.0338951
