ch0,ch1,ch2
0.214729,-0.450632,0.70209
-0.191773,0.303387,-1.27135
0.195258,-0.475853,1.29403
-0.211721,0.322861,-2.06395
0.190959,-0.124549,2.09397
-0.170416,-1.28888,-2.41817
0.152197,0.672814,1.41078
-0.136458,-0.346678,-1.01757
0.12999,0.127806,0.49841
0.0580227,-0.0961322,-0.552104
-0.141701,-0.519336,0.222622
0.235277,1.35667,-0.973916
-0.208929,-0.910067,1.61909
0.195413,1.48,-2.52558
-0.321355,-0.675264,3.17059
0.287247,0.292911,-3.93475
0.0706316,-0.113905,3.8833
-0.188983,0.0813878,-4.89666
-0.604791,0.0854705,4.69716
0.0102627,-0.11408,-5.15435
-0.00728197,0.0659464,4.8377
1.36309,-0.117178,-5.02377
-1.07548,0.252447,4.2907
1.42845,-0.381424,-4.08699
-1.27564,0.448255,3.62724
1.41249,0.222663,-3.05062
-1.26348,0.309919,3.16208
1.15146,-0.291331,-2.85674
-1.03027,0.424605,2.53661
0.903551,-0.45609,-2.23732
-0.806721,0.128681,1.71267
0.709682,-0.227858,-1.73355
-0.409787,0.598039,1.3932
0.36672,-0.459957,-1.02765
-0.321105,0.31102,0.497097
0.282927,-0.222509,-0.443246
-0.0543181,0.246498,-0.0885574
0.00929365,-0.262788,-0.70963
0.0204798,0.181141,0.254236
-0.02261,-0.0772752,-0.329507
-0.0627155,0.154635,0.130939
0.0442935,-0.124766,-0.564423
-0.0916448,0.0696021,0.255871
0.080885,-0.115064,-1.13413
-0.0761385,0.0844637,0.790304
0.0710408,-0.0664783,-0.945424
-0.0453952,0.0582929,0.340854
0.0402217,-0.0441212,-0.522306
-0.0359234,0.0263107,0.197132
0.0344991,-0.0239253,-0.404804
-0.0465467,-0.0631767,0.145497
0.0770841,0.0264635,-0.405838
-0.00910062,-0.223718,0.200313
0.00897144,0.121618,-0.625654
1.36526,0.0834596,0.470178
-1.14207,0.202049,-0.629245
1.01984,-0.346907,0.697548
-0.915559,0.410503,0.565852
0.816428,-0.844348,-0.335902
-0.741776,0.697197,-0.67624
0.806299,-0.627631,2.63277
-0.754079,0.542299,-3.45886
0.673409,1.43679,3.7515
-0.616245,-0.635236,-3.46303
0.664868,0.946071,2.72842
-0.879245,0.225754,-1.39971
0.780484,-0.933845,1.41183
-0.697225,0.165547,-2.25536
0.625944,-0.519178,2.19835
-0.549235,0.438588,-2.79676
0.489513,-0.515173,2.83282
-0.340423,-0.199828,-3.57223
0.307147,0.0235585,3.16476
1.22832,0.0572434,-3.14754
-1.44015,0.339697,3.03883
1.31009,-0.452861,-2.80423
-1.28419,1.31811,2.2933
1.09608,-1.01518,-1.40945
-0.196668,0.792949,0.436731
0.70683,-0.383781,0.0851395
-1.2708,0.486283,-0.21166
1.13384,-0.521328,0.413758
-1.01265,0.523227,-0.914691
-0.064303,-0.484045,1.24826
0.0574169,0.251593,-3.08135
-0.0451929,-0.131848,3.08989
0.0413871,0.163055,-3.43254
-0.830254,0.0931357,3.31225
0.877411,-0.388053,-3.56471
-0.782147,0.435407,2.98261
0.698506,-0.390206,-2.80091
-0.666678,0.384361,2.22135
0.631494,-0.27607,-1.97375
-0.486552,0.278371,1.48017
0.423332,-0.201704,-1.44028
-0.378002,0.17722,0.981159
0.394152,-0.193724,-1.03742
-1.09866,0.203763,0.640382
0.981368,-0.326359,-2.09651
-1.57046,-0.222764,1.50793
1.32396,-0.227131,-1.86946
-1.17205,0.380063,1.65878
1.04645,-0.448718,-1.46679
-0.940981,0.354622,0.978663
0.83779,-0.518868,-0.638819
-0.687199,0.480424,0.0616861
0.649046,-0.431858,0.174956
-0.628453,0.676797,-0.721759
0.56378,-0.569113,1.04291
-0.513944,0.455373,-1.69388
1.84889,-0.379466,1.88155
-1.69164,1.48233,-2.3543
1.50773,-1.06056,4.30259
-1.35079,0.82068,-5.10186
1.19792,-0.707397,5.76596
-1.06957,0.662401,-6.15933
0.957263,-0.563025,6.5682
-1.27895,0.523343,-7.09977
1.1234,-0.533767,7.34825
-1.23353,0.524631,-7.77611
1.29057,-0.534739,7.29466
0.34578,0.611621,-7.65602
-0.0441554,0.910453,8.07864
0.0435854,-0.519133,-7.53327
0.0679823,0.273309,6.80907
-0.0602503,-0.141153,-6.92519
0.50853,0.0404466,6.51663
-0.424371,0.0996361,-6.6771
0.377787,-0.298525,6.50969
-0.481516,0.260714,-6.73522
0.403829,-0.269067,6.69993
-0.357566,0.0255789,-7.13376
0.135136,-0.212946,7.63118
-0.12178,0.239493,-8.25789
0.349332,-0.0783122,8.1589
-0.311983,0.131828,-8.39695
1.06122,-0.15402,8.2335
-0.64469,0.310806,-8.53942
0.573388,-0.311718,8.53367
-0.763252,0.293743,-8.8874
0.681643,-0.339415,9.02276
-0.619884,0.352459,-9.41094
0.559005,-0.371919,9.01339
-0.0784775,0.305778,-9.45573
-0.0715764,-0.0883207,9.56473
0.0580503,-0.317799,-8.44342
-0.0481733,0.687604,7.8729
0.189226,-1.69894,-7.42498
-0.155676,-0.844702,6.27042
0.146144,0.428302,-7.08923
0.112549,1.01186,7.16822
-0.088497,-0.506111,-6.60722
0.0777048,0.257512,5.90096
-0.0693788,-0.121875,-5.86957
0.0266116,0.451933,5.48534
-0.00742996,-0.205098,-5.55318
0.0903586,0.110558,5.1355
-2.72598,-0.0395158,-5.23749
2.61532,-0.0817951,4.93268
-2.33574,0.0644206,-4.75261
2.09582,-0.221471,5.09399
-1.8427,0.314033,-5.03218
0.436756,-0.418243,5.39238
-0.561111,0.344624,-5.66783
0.497428,-1.3457,5.58996
-0.493814,1.02487,-5.97449
0.443082,-0.639695,6.4709
-0.409365,1.4818,-7.17195
-0.13536,-0.857343,7.81651
0.143845,0.449784,-8.63791
0.00468037,-0.212744,8.72177
0.0137943,-0.0190584,-9.0719
-0.0485357,-0.00457275,8.75266
0.0415718,0.0206401,-8.75889
-0.0206322,-0.318959,8.46898
0.0403738,0.171429,-8.91636
0.066015,-0.0846441,8.77156
-0.0615097,-0.154101,-9.06216
-0.231928,0.0695852,8.61688
0.175836,-0.0398627,-8.79487
-0.14182,0.0652004,8.35119
0.167837,-0.148206,-8.39094
0.951694,0.431005,7.97195
-0.849789,-1.56743,-7.83722
0.760404,0.59829,6.77379
-0.679669,-0.153861,-6.38834
0.600328,-0.0769831,6.05277
-0.488369,0.324897,-6.2713
0.440575,-0.30132,6.30922
-0.394365,0.268962,-6.73383
0.226339,-0.250936,6.86523
-0.202328,0.0972722,-7.29044
0.174721,-0.123442,8.55883
0.0417059,0.113689,-8.99298
0.0477145,0.432447,8.79464
-0.149457,-0.0752948,-8.61493
0.29248,0.00303537,8.31075
-0.279925,0.066957,-9.2288
0.250235,-0.110715,9.00269
-0.0494946,0.705112,-9.25977
-0.063408,-0.133763,9.53397
0.0570419,0.0735183,-9.81643
-0.195416,0.0263831,9.46827
-0.557083,-0.0727553,-9.58739
0.593559,-0.0958825,9.22941
-0.530101,0.217296,-9.41975
0.417814,0.356277,9.34057
-0.772505,-0.115503,-8.83791
0.683447,-0.219865,8.98561
-0.368595,0.20813,-9.3343
0.335709,-0.222901,9.93192
-0.304999,0.364566,-10.2195
0.242042,-0.269507,10.3056
-0.216048,0.198675,-10.6372
-0.177498,-0.398603,10.2752
0.401731,0.183321,-10.7694
-0.346042,-0.00643826,10.6895
0.479419,-0.0100848,-10.8376
-0.446059,0.125125,10.6093
0.460837,-0.135218,-10.613
-0.379017,0.205472,10.2137
-0.0218195,-0.256271,-10.0508
0.0198174,0.216955,9.6998
-0.0145698,-0.0705539,-9.65657
-0.00599056,0.0467741,9.30135
0.00067787,0.119233,-9.48501
0.00769336,-0.0659435,9.30097
-0.00687633,-0.0371094,-9.52604
-0.0952804,-0.477807,9.1846
0.105784,0.247664,-9.75829
-0.0932927,-0.128418,9.6686
0.0848662,-0.51718,-9.93928
-0.0757055,0.421403,9.24463
0.0766652,-0.257895,-9.04798
-0.0708086,0.703813,8.58558
-0.000980969,-0.416744,-8.0024
-0.0399468,0.234895,7.20204
0.17081,-0.134485,-7.18092
-0.974001,0.128882,6.77591
0.885666,-0.317624,-6.8412
-1.09101,0.372272,6.38307
0.557941,-0.377593,-5.82372
-0.600276,0.346106,6.4755
0.534394,-0.318299,-6.32984
-0.438281,-0.263976,5.81436
-0.0984903,-0.097303,-5.77891
0.557125,0.0286143,4.78322
-0.339967,0.219336,-5.10539
0.303389,0.482734,5.17691
-0.2734,-0.366588,-3.63099
0.157474,0.0624178,2.33529
-0.120305,0.00469102,-2.36446
0.107476,-0.029988,2.11871
0.185569,0.0445972,-2.34463
-0.198044,0.0287421,2.83544
0.193323,0.162052,-2.91234
-0.17266,-0.0421995,2.82329
0.0934336,-0.0201354,-3.72988
0.604953,0.0272069,3.43964
-0.538093,-0.194709,-3.06549
0.504429,-0.0350432,1.26995
-0.572515,0.151091,-1.41133
0.473575,-0.218437,1.43245
-0.422887,0.317611,-1.79819
0.357713,-0.28201,1.81459
-0.297652,0.285379,-2.37404
0.274254,-0.272505,2.3972
-0.292819,0.093075,-2.8018
0.262232,-0.121542,2.5727
-0.234198,0.118236,-2.83628
0.208718,0.158198,2.71608
-0.338022,-0.0336137,-2.71706
0.24356,0.202195,2.43799
-0.216589,-0.0488622,-2.27358
0.297689,-0.0276275,1.96677
-0.357187,0.121455,2.82394
0.49933,-0.721799,-2.99696
-0.445339,0.454841,2.16428
0.192978,-1.44229,-1.90647
-0.168965,0.869452,0.757355
0.220399,-0.562981,-0.314654
-0.194988,0.396645,-0.404069
1.42145,-0.248799,0.371392
-1.26655,0.399189,-0.544302
1.20225,-0.468095,1.08891
-1.07372,0.279262,-1.5732
1.05307,-0.260073,2.23315
-2.31525,0.368486,-2.58833
2.00468,-0.310042,2.76804
-1.7952,0.404493,-2.85515
1.61607,-0.697554,3.45838
-1.44264,0.871403,-4.06383
1.41622,-0.900952,4.70917
-1.26026,0.879761,-5.39292
1.12642,-1.46283,5.80171
-1.00631,1.07347,-6.59977
0.899165,-1.688,7.01098
-0.74596,1.13666,-7.95183
0.709299,-1.00533,8.48563
-0.565442,0.724982,-9.33155
0.50361,-0.541988,9.66408
-0.483349,0.409468,-10.1738
0.4212,-0.334508,10.2486
-0.371902,0.0900767,-10.9819
0.750606,-1.47044,10.7536
-0.668989,0.997809,-11.7756
0.608878,-0.713487,12.2506
-1.00006,0.466469,-12.8763
2.81784,-0.465094,12.9766
-2.65097,0.352214,-12.7053
2.96822,-0.122601,13.1148
-2.66809,0.113951,-12.5509
2.47069,-0.182524,12.8677
-2.15238,0.284442,-12.7227
1.9223,-0.413198,13.0597
-1.71725,0.301509,-13.1861
1.45042,-0.425033,13.7599
-1.29537,0.49239,-14.1122
1.2904,-1.06487,13.7192
-1.14729,0.865959,-14.7384
0.955685,-0.72812,15.2195
-0.698211,0.612089,-15.755
0.449184,-0.398928,15.987
-0.400239,0.333799,-16.1037
0.286671,-0.27227,15.8138
-0.303971,0.227706,-16.1558
0.397351,-0.188423,16.0632
-0.364787,0.383252,-16.4752
-0.0219904,-0.481265,16.4617
0.00400492,0.359989,-16.9713
0.0397381,-0.234301,16.9517
-0.0742955,0.140053,-17.2835
0.245618,-0.117076,17.0381
-0.116854,0.182907,-17.2511
0.104401,-1.79676,17.0558
0.0684595,1.02545,-18.1044
0.585413,-0.55474,18.4994
-1.30335,0.450915,-19.0687
1.31877,-0.49908,19.088
-1.15517,-0.501636,-19.5212
1.02829,0.127056,19.2249
-0.889067,-0.339169,-19.0688
0.800264,-0.460375,18.5168
-0.733831,0.511951,-18.9449
0.984989,0.530521,19.0704
-0.87941,-0.634239,-18.7621
0.953197,0.152634,17.9324
-0.852777,-0.18429,-17.8177
0.324066,-0.0604961,17.3856
-0.287954,0.121501,-17.4865
0.25587,-0.114471,17.0704
-0.428948,0.129321,-17.3435
-0.101279,-0.179091,16.4971
0.113877,0.0732076,-16.8563
0.102986,-0.0118047,16.5348
0.180862,0.00149116,-16.3625
-0.14628,0.0456216,16.0113
0.130641,-0.0693482,-16.0946
-0.115995,0.224158,15.7168
0.103603,-0.154191,-15.6405
-0.042341,0.0746518,15.0442
0.0258218,-0.0523462,-15.0764
-0.223857,-0.228805,14.6883
0.198871,0.0236945,-14.782
-0.176842,0.236284,14.4783
0.156273,-0.182556,-14.3985
-0.139565,0.185551,13.987
1.19085,0.102398,-13.9531
-0.994371,0.0657723,13.7176
0.621341,-0.182626,-13.6472
-0.526985,0.227677,13.2604
-0.560549,-0.26278,-13.1872
0.524334,-0.229013,12.7464
-0.45741,0.264659,-13.0604
0.408511,-0.268165,13.0969
-0.456022,0.249678,-13.4359
0.312073,-0.263283,13.3411
-0.271689,0.346299,-13.6319
0.219461,0.975895,13.6212
-0.137345,-0.48502,-13.2729
0.0984088,0.228669,11.5343
-0.0926788,-0.102745,-11.4434
0.126577,0.0248024,11.0376
-0.113049,-0.0332028,-11.2567
0.100502,1.16912,10.9117
-0.0877988,-0.178501,-10.2417
0.0836988,0.0733182,9.57332
-0.0748099,-0.160336,-9.22554
