ch0,ch1,ch2
1.43937,0.0207463,0.0893448
-0.651579,0.401193,0.0887324
0.294365,0.486624,-0.260209
0.263366,0.687904,-0.137409
-0.194095,0.664031,0.563156
0.0669379,1.0473,-0.141034
-0.0295668,0.92436,0.49141
0.00976203,1.11714,1.55812
-0.174101,0.826062,2.11479
0.0777589,0.80216,2.48342
-0.0397337,0.711963,2.72093
0.0399196,0.597687,3.0098
-0.479426,-2.91507,3.0575
0.182168,-3.34261,2.53068
0.0703786,-2.72368,2.21149
0.608939,-2.38708,1.55693
-0.620081,-1.85625,0.89397
0.306824,-1.3099,-0.266412
-0.232847,-1.07666,-0.789934
0.0422365,-0.893752,-1.54563
-0.0853507,-0.768843,-2.10803
0.0309994,-0.63905,-2.42626
0.0849374,-0.558815,-2.6852
-0.00219659,-0.458658,-2.90087
0.0010126,-0.495271,-2.75993
-0.00525277,0.700135,-3.14502
0.002372,0.63112,-2.2905
-0.00118999,0.348248,-1.56517
0.0504151,0.307613,-1.1356
-0.0479582,0.302453,-0.416739
0.0216564,0.274579,-0.43965
-0.00988263,-0.135011,-0.20099
0.00444838,-0.116021,0.234842
-0.000460875,-0.0634642,0.12327
0.000980365,0.397056,0.187405
0.237403,0.378758,0.454187
-0.10727,1.0798,0.865573
0.429201,0.910975,1.37904
-0.196675,0.88391,1.07025
0.0779094,0.840667,0.726374
-0.0350792,1.72459,1.16197
0.0203312,1.46896,1.85638
-0.00722111,1.23313,2.44103
0.218911,1.07437,2.93273
0.0490447,0.982949,4.81175
-0.0100594,0.858273,4.83222
0.000737828,0.697967,4.87328
-0.000435035,0.605779,4.86226
0.28255,0.527183,4.80872
-0.126508,-0.373827,4.70174
-0.16808,-0.330074,3.78691
0.0431111,0.524653,2.80047
-0.0387289,0.516768,2.83247
0.170453,0.385668,2.89373
-0.0770943,0.498132,4.29904
1.18929,0.0485662,4.1523
-0.508739,0.272831,3.6788
0.229925,0.344719,2.86111
-0.112099,0.230237,2.60843
0.142504,0.23786,2.42856
-0.0657452,0.22459,2.40615
-0.0262842,0.219496,2.25004
0.0302071,0.0559085,2.64639
-0.0136404,0.0275602,2.3989
0.174277,0.879256,2.15949
-0.0787379,0.692316,2.57965
-2.30304,0.310805,-0.361015
1.08917,0.758329,-0.0736775
-1.15391,0.861456,-0.28391
0.885413,1.02438,-0.277952
0.204389,1.09759,-0.0624165
-0.100083,0.997793,0.105377
-0.112801,0.888075,0.554866
-0.221746,0.796762,1.0339
0.166588,0.575406,1.44942
-0.0760519,0.535473,1.64608
0.0129194,0.648424,1.76903
-0.00727633,0.566524,2.03313
0.914274,0.505914,2.23522
-0.408683,0.735483,2.30276
0.226019,0.436323,2.21405
-0.0551703,0.428182,2.70828
0.130542,0.196704,2.81084
0.060609,0.201961,2.64538
-0.0632308,0.0944003,2.25888
0.0275567,0.0954322,2.16494
-0.0564732,-0.0980287,1.69763
-0.0104657,-0.0715729,1.67534
0.153469,0.122613,1.3919
-0.081934,0.141171,2.08324
0.0369493,0.155762,1.90859
-0.0499414,0.128747,1.42705
0.00165671,-0.679157,1.02252
0.0482266,-0.269835,0.669097
-0.0306153,0.0390905,0.156015
0.00261855,0.041455,-0.32178
0.0108406,-0.541343,-0.267214
0.00764132,-0.4763,-0.654668
0.0463083,-0.412239,-1.10843
-0.0204134,0.177386,-1.29962
-0.530164,-0.175945,-1.01378
0.264446,-0.540443,-1.04272
-0.10704,-0.520349,-1.60243
0.153877,-0.426958,-1.95137
-0.130136,-0.340486,-2.12696
1.66061,-0.623614,-2.09095
-0.93705,-0.306286,-2.37121
0.46156,-0.0194201,-3.06184
-0.208417,0.262644,-3.10254
