ch0,ch1,ch2
-0.64189,-0.0599291,-0.0075935
-0.800327,0.636774,0.137383
-1.87679,-0.314101,-0.000637091
-0.161512,0.99163,-0.18386
0.381498,-0.768495,-1.17175
1.38873,0.201695,-0.408097
1.20526,-0.191506,-0.0406435
1.09553,-0.00656597,-0.664882
0.745443,-0.601282,-0.680202
1.32378,0.751969,-0.756186
0.959271,-0.981921,-0.650313
0.768569,0.512773,-1.01984
0.633822,-0.694364,-1.02392
0.477558,0.343669,-0.727951
0.460702,-0.549542,-0.406826
0.381948,-0.0887167,-0.484321
0.317648,-0.0743855,-0.133606
0.263287,-0.116689,0.102607
0.463312,-0.013507,0.266965
0.362988,-0.165047,0.244096
0.301377,0.202906,0.16023
0.258288,-0.288156,-0.650324
-0.231121,0.127142,-0.123384
-0.203534,-0.0190884,0.166462
-0.153931,0.0800909,0.365193
0.030553,-0.0217969,0.453445
0.0258343,0.0057531,0.604815
-0.0089725,-0.00611561,0.906289
0.292709,0.226381,0.840361
0.242367,-0.324771,1.16499
0.201585,0.175913,0.815349
0.168266,0.658779,0.683044
0.139926,-0.481408,-1.90526
0.100496,0.351091,-0.832957
0.0942695,-0.311625,0.032909
-0.079544,0.228738,0.365921
-0.0787271,0.100727,0.639013
-0.072299,-0.411439,1.3331
-0.141702,0.367363,1.03449
-0.117797,-0.25212,0.930533
-0.0976779,0.185546,0.805928
-0.081198,0.0648736,1.30029
-0.0679115,-0.572788,1.03993
-0.0397689,0.514405,0.98744
0.459985,-0.41609,0.845401
0.48442,0.175605,0.804591
-2.67801,-0.301015,0.524627
-2.07939,0.679029,0.177314
-2.38319,-0.718129,-1.44843
-2.54529,0.99889,-1.87435
-2.11677,-0.440135,-2.5294
-2.00717,0.755216,-3.00358
-1.29416,-0.904948,-2.7111
-1.04253,1.11159,-2.42555
-0.920528,-0.615218,-2.3328
-1.20935,-0.182675,-1.56444
-1.00223,0.49495,-0.875092
-0.649773,0.466128,-0.749321
-0.540343,-0.992742,-0.706588
0.211679,1.03651,-0.665026
0.191268,-0.176817,-0.194646
0.209968,0.0706047,-1.2962
0.171768,-0.315841,-1.18774
0.148264,0.603249,-0.300521
0.122153,-0.5705,0.0877591
-0.568979,0.429788,0.119676
1.03829,-0.459282,0.964935
0.863254,0.0454207,0.630966
0.718144,-0.383181,-0.194348
0.832791,0.0705097,-0.31464
0.692784,1.36451,-0.158126
0.577206,-1.42484,-0.562322
0.487976,0.531516,-0.711933
0.253272,-0.559404,-0.389614
0.565138,0.369533,-0.129219
0.474726,-0.451737,0.171266
0.372043,0.125011,0.0683287
0.389937,-0.251268,0.165377
0.328852,0.0917456,-0.43592
0.18719,0.361803,-0.0212491
0.156042,-0.382593,0.170188
0.129784,0.0836322,0.36849
0.111705,-0.106346,0.700282
0.0981725,-0.316755,0.704842
0.118024,0.228802,0.699739
-0.0749883,-0.241939,1.07117
-0.0623696,0.322677,2.54285
-0.130114,-0.246552,1.67153
-0.0960002,0.264188,1.25727
-0.315995,-0.183119,0.934876
-1.31399,0.444672,0.953239
-1.10117,-1.79889,0.649294
0.732703,2.03925,-0.689813
0.761527,-2.18045,-0.86743
0.633441,1.66669,-0.760024
2.0637,-1.07421,-3.31512
1.7157,0.507035,-1.94006
1.42635,-0.81117,-2.07636
1.24858,0.116136,-1.91468
1.04138,-0.44369,-1.0102
0.866103,-0.667147,-0.998772
0.710054,0.284674,-0.899163
0.590541,-0.565883,-0.637125
0.607796,-0.144955,-0.665715
0.280899,-0.0870663,-0.319346
0.203725,-0.0826222,-0.161277
0.410795,-0.0146271,-0.726641
1.9637,0.136484,-0.0523304
1.00975,-0.520237,-0.228344
0.846481,0.123798,-0.21292
1.13895,-0.381201,-0.383141
0.946188,0.00404091,-0.518051
0.767679,0.224405,-0.570922
0.830165,-0.348349,-0.529376
0.673514,0.00512984,-0.396045
0.522434,-0.369894,-0.345476
0.415851,0.115638,-1.21917
0.0773096,-0.022899,-0.537229
-1.30984,-0.0093512,-0.105486
-0.935744,0.358414,0.325727
-0.297231,-0.0352847,-0.288241
-0.246093,0.147868,-0.37256
-0.205502,-0.270847,-0.163454
-0.158447,0.261175,0.155435
-0.132381,-0.0698077,0.36192
-0.645872,0.0790343,0.454856
-0.714527,0.17739,0.518978
-0.586655,0.101409,0.119246
-0.493813,0.130492,0.0073157
-0.787834,0.0758604,0.0289205
-0.953368,0.312989,0.0689173
-0.707492,0.262037,-0.905102
-0.944167,0.094493,-1.53806
-0.63835,0.218999,-0.847081
-0.519556,0.0457845,-0.904215
-0.53268,0.154309,-0.601086
-0.446273,0.658531,-0.305517
-0.370781,-0.486098,0.371163
-0.303688,0.920913,0.225842
-0.250918,-0.656331,0.164882
0.0813143,0.651852,0.220592
0.147356,-0.573299,0.335545
0.10925,0.422453,0.488853
0.090361,-0.401475,0.548996
-0.000299993,0.301029,0.609833
-0.0145453,-0.258066,0.748819
-0.0120572,0.189933,0.277218
-1.30249,-0.158382,0.560853
-1.08322,0.353689,0.714692
-0.900948,0.0290622,0.269273
-0.75086,0.27456,-0.225921
-0.846942,0.035811,-0.324749
-0.723563,0.125859,-0.826906
-0.646482,0.648458,-0.596235
-0.537718,-1.25159,-0.482411
-1.89008,1.3948,-0.555894
-1.57565,-1.11289,-0.653447
-1.29995,1.31022,-1.46139
-1.15056,-0.754975,-1.74361
-1.04108,0.963624,-1.00477
-0.826252,-0.487861,-1.05253
1.15892,1.08333,-1.33804
0.986798,-1.24535,-1.0722
0.849189,0.73913,-1.08352
0.706302,-0.904144,-0.924414
0.633149,0.539423,-0.788596
0.547464,-0.693777,-0.573578
0.374007,0.468915,-0.401373
0.316362,-0.539457,-0.0644028
0.340942,0.483971,1.54485
0.24715,-0.108748,0.874564
0.210813,0.0949884,0.651653
0.374045,0.392412,0.442585
0.404103,-0.454058,0.492965
0.336102,0.233078,0.663498
1.1613,-0.328101,0.527645
1.07577,-0.164589,0.452392
0.893192,-0.110276,-0.147542
-0.0205487,-0.790885,-0.257844
-0.0205864,0.501219,-0.400092
-0.016882,-0.412059,0.366464
-0.01958,0.356956,0.571773
-0.0162837,-0.293164,0.983273
0.426028,-1.5197,0.907878
0.409411,1.28358,0.376279
0.584643,-1.198,-0.0176021
0.226434,0.434121,-0.45094
0.188331,-0.395818,-0.304582
0.392665,0.379046,0.0909609
0.26991,0.376439,0.338612
0.948934,-0.632464,0.308217
0.582037,0.205284,0.324276
0.45575,-0.386758,-0.0804809
