ch0,ch1,ch2
0.218966,0.423454,0.0680263
-0.0208308,1.10862,0.37186
0.0550432,1.06375,0.146213
-1.19333,1.37331,-3.39469
-0.0284916,2.03442,-1.82297
-0.0574698,1.96371,-0.306252
-0.0237062,1.89891,-0.0349998
-0.0126691,1.85973,0.0460644
0.306622,1.77073,-0.892549
-0.730554,2.41335,-0.386867
-0.345985,1.89725,-0.185163
-0.167933,2.0755,0.317001
0.066977,2.10504,0.338144
-0.101648,2.08209,0.404707
-0.0481861,2.57397,0.412337
-0.0902504,2.70287,0.630468
-0.0423203,2.34053,0.650908
-5.17e-05,2.38721,0.734494
-0.133349,2.25438,0.6223
0.0874623,2.22032,0.488604
0.114307,2.16767,0.389454
0.0662988,2.06495,0.281581
0.104203,1.74096,0.426342
0.0169084,1.71496,0.308168
0.00774452,1.63641,0.139845
-0.0783098,1.53689,0.181697
-0.0386501,1.42911,0.394809
-0.00320943,1.37855,0.200048
-0.0345939,1.30605,-0.344806
-0.0224701,1.25937,0.0536685
-0.0429873,1.83881,-0.0698157
-0.0805404,1.78945,0.058765
-0.0680183,1.98559,0.087344
-0.0319011,1.90014,0.235856
-0.154445,2.23408,0.144062
-0.0711472,2.21302,0.269269
0.423898,2.14192,0.386262
0.239669,2.29185,0.395807
0.1117,2.32529,0.56431
-0.0175471,1.90243,0.75439
-0.0499395,1.81421,0.761589
0.461365,1.78215,0.277503
0.216396,2.26533,0.230588
0.0756436,2.2901,0.520223
0.0361731,2.18806,0.484636
0.943403,1.83454,0.459622
0.442634,2.32447,0.305193
0.231109,1.88588,0.661892
0.111096,1.92997,0.662323
0.0477338,1.91329,0.579794
-0.126751,1.84323,0.488645
-0.0637102,1.82367,0.493373
-0.0307919,1.08705,0.370265
0.00574571,1.04944,0.083973
0.0617502,1.11703,-0.107624
0.109683,1.09548,-0.072068
0.0537712,1.09896,-0.200641
0.0945675,1.08152,-0.193457
0.00141861,1.11834,0.309069
0.197325,1.13121,0.109848
0.106042,1.12796,-0.0627442
0.0470852,1.12317,-0.25399
0.0337417,1.0965,-0.260306
0.0157818,1.16009,-0.211015
0.152317,1.3878,2.11824
0.422491,1.38734,1.06507
1.24214,1.64716,0.243147
0.310226,2.56103,0.290411
-0.155667,2.62137,0.946217
-0.0858467,2.57987,0.640869
-0.0398526,2.40634,0.66126
0.04857,2.43155,0.608724
0.0259241,2.33492,0.564322
-0.81478,2.53935,0.509123
-0.385007,3.48226,0.534874
-0.123809,3.30178,0.918645
-0.0568487,3.19599,0.995403
0.0175847,3.06456,0.865873
0.00714834,2.80128,0.775122
0.00254348,2.60538,0.819942
0.00184223,2.82109,0.521361
0.00775872,2.65178,1.15228
0.00441865,2.52033,1.06397
0.00224092,1.70548,0.80934
-0.0291146,1.58853,0.470542
-0.00827254,1.47378,1.61408
-0.00369907,1.34916,0.724047
0.142357,1.28099,0.509528
0.239099,1.30184,0.154963
0.112773,1.05811,0.0763962
0.0476058,1.06059,-0.0419903
-0.00373135,1.08497,-0.104112
0.00584524,0.900495,-0.0318088
0.00278771,1.76559,-0.548311
-0.00275812,1.90365,-0.224754
-0.00128528,1.7961,0.100866
-0.0244357,0.727037,-0.0275592
0.0225511,-0.296415,-0.223493
0.00163738,-0.309326,-0.391667
0.184373,-0.330801,-0.465113
0.0930409,-0.285329,-0.525884
0.0645505,0.32634,-0.553692
-0.100987,0.441902,-0.525944
-0.0468774,0.557479,-0.595769
0.0186281,0.52213,-0.398414
-0.0780067,0.566855,0.00518587
-0.0384722,0.585451,-0.205575
-0.0180402,0.578843,-0.320892
-0.267356,0.57009,-0.398568
-0.122261,3.0148,-0.453979
0.00324323,2.63452,0.174189
-0.0619772,2.49887,-0.0932903
-0.02476,1.81862,0.916284
-0.237599,1.76169,0.60949
-0.111441,1.81754,0.418201
-0.474099,2.82122,0.304537
-0.0813279,2.98593,0.495736
-0.0313064,2.56092,0.795426
-0.0146843,2.25311,0.748412
-0.0534646,2.71462,1.20365
0.181586,1.37909,0.912982
0.846333,1.51694,0.499809
-0.244459,1.88313,-0.66179
0.0742459,1.93439,-0.0358736
0.466027,1.87948,0.196301
0.222431,1.89331,0.203131
-0.068163,1.88405,0.239064
0.032382,1.82794,0.254052
0.0145951,2.26992,0.227125
-0.015181,2.18928,0.404974
-0.193233,2.03478,0.61384
-0.0739409,2.04801,0.472884
0.0151527,1.93568,0.469176
-0.0171356,1.84467,0.393574
0.00607092,1.648,0.34892
-0.147006,1.562,0.265299
-0.0173885,2.13111,-0.0215422
